ship_nodc,ship_name,remarks,source_url
49M4,CHOYO MARU NO 15,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
58CR,CHRISTIAN RADICH,callSign LJLM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
64CR,CHRISTIANN BRUNINGS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
26CR,CHRISTIANSO C/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32C7,"CHRISTINA, C.",(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18CI,CHROME ISLAND F/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
36AA,CHRYSANTI GL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
24CY,CHUK YANG HO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31UK,CHUKAWAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
909S,CHUMIKAN,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
24CH,CHUN MA SAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
24TE,CHUNG BUK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
24TF,CHUNG MU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
24TG,CHUNG NAM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
29CH,CHURRUCA,EBAR,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
48CI,CICLOPE,callSign ILNK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CI,CIMARRON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
68CI,CINCO DE OUTUBRO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18CZ,CINDY ELIZABETH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
57CP,CIPRES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CZ,CIROLANA,callSign GNAM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
64CI,CIRRUS,callSign WYC6192,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31C4,CISCO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3248,CITRUS,WMEC-300,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
48CZ,CITTA DI SAVONA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
36CD,CITY OF DUBLIN,Call Sign SVCQ; requested by ICES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74AY,CITY OF HARTLEPOOL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
325C,CITY OF LONG BEACH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
322N,CITY OF OCEAN SIDE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74AX,CITY OF PERTH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32L5,CITY OF SAN DIEGO,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
29CD,CIUDAD DE SALAMANCA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18C7,CIVELLE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
26CS,CLAUS SOERENSEN,callSign OXVF; RIBE COUNTY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32QZ,CLEARVIEW IV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352P,CLEMENCEAU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
741Y,CLEOPATRA,F-28,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3249,CLEVELAND,LPD-7,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
33CB,CLIFFORD A. BARNES,OCL REQUEST  Univ. of Washington   R/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18CL,CLIFTON,callSign GYFB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32QD,CLIFTON SPRAGUE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CN,CLIONE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
325X,CLOVER,WMEC-292,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
49LY,CLOVER ACE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CF,CLOVES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18UP,CLUPEA,"IOS SIDNEY, BC",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06JR,CLUPEA,OCL REQUEST CallSign DBFN  1-1-1992 to present,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CU,CLUPEA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06JS,CLUPEA 1,OCL REQUEST CallSign Y4RZ 12-31-1991 to present,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DT,CLYDE- OWS K,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74LB,CLYDEBANK,callSign GTHZ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DG,CLYDE-OWS A,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DP,CLYDE-OWS I,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DQ,CLYDE-OWS J,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DB,CLYDE-OWS LIMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74D5,CLYDE-OWS M,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3111,COASTAL CRUSADER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74ZA,COASTAL VESSELS,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31O3,COATES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31C5,COBBS ARM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
20CO,COCHRANE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
314C,COCHRANE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74C4,COCKADE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31C9,COCOPA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
26CO,CODAN,callSign OWHZ6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
09E6,COFFS HARBOUR,COASTAL STATION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CJ,COGSWELL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31JH,COLAHAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352J,COLBERT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
66CL,COLIMA,DZST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CO,COLLEEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31OL,COLLETT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
317C,COLLIER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74TC,COLONEL TEMPLER,Callsign GTTA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
321L,COLORADO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18CO,COLUMBIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32C3,COLUMBIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CJ,COLUMBIA RIVER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74DV,COLUMBIA STAR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31UU,COLUMBUS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
063E,COLUMBUS,CIRCA 1920'S & 30'S,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32QY,COLUMBUS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CB,COLUMBUS AMERICA,(ELSX2),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
26CC,COLUMBUS CALIFORNIA,callSign DHCM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CF,COLUMBUS CALIFORNIA,(ELUB7)  04/23/1997,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CD,COLUMBUS CANADA,FORMERLY AVON,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CC,COLUMBUS CANADA,FOMERLY AVON,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CC,COLUMBUS CANTERBURY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CG,COLUMBUS COROMANDEL,Call Sign DDGY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CH,COLUMBUS FLORIDA,Call Sign DDFG; OCL 7639,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32IC,COLUMBUS ISELIN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CL,COLUMBUS LOUISIANA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CA,COLUMBUS OHIO,ELHL6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06AY,COLUMBUS OREGON,DHJW EX. ACT 9-90,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32ZH,COLUMBUS TARANAKI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06YU,COLUMBUS TASMANIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CV,COLUMBUS VICTORIA,(ELUB6)  04/23/1997,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CV,COLUMBUS VICTORIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CT,COLUMBUS VIRGINIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CW,COLUMBUS WELLINGTON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
68AE,COMANDANTE HERMENEGILDO CAPELO,callSign CTFS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
68AG,COMANDANTE ROBERTO IVENS,CTFT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
68AF,COMANDANTE SACADURA CABRAL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CT,COMBAT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31C6,COMET,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32C4,COMINDIV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
MLCO,COMINO,FISHING BOAT OCL 7672,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
351A,COMMANDANT BLAISON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352R,COMMANDANT BORY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352Y,COMMANDANT BOURDAIS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35HA,COMMANDANT CHARCOT,1949,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352A,COMMANDANT DE PIMODAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35CD,COMMANDANT DUBOC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
351M,COMMANDANT L. HERMINIER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
352Z,COMMANDANT RIVIERE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35CG,COMMANDANT ROBERT GIRAUD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31C7,COMMANDER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
RCBR,COMMANDER BORY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CU,COMMANDO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32OM,COMMERCE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
319H,COMMONWEALTH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
08CL,COMODORO LASERRE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
08CR,COMODORO RIVADAVIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CZ,COMPASS ISLAND,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31O6,COMPTON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32G9,COMTE DE GRASSE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
57CO,CONCEPCION,TUNA BOAT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
41CO,CONCH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32LO,CONCHO,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
325Y,CONCORD,AFS-5,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54BC,CONDORA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31N8,CONE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32OA,CONFIDENCE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31JU,CONFLICT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
325Z,CONIFER,WLB-301,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
45CN,CONINGBEG L/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3159,CONNOLE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
322Y,CONOLLY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35CZ,CONQUERANTE,1921,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31QU,CONQUEST,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CQ,CONQUEST,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
58CH,CONRAD HOLMBOE,1920-30,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3251,CONSERVER,ARS-39,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74C5,CONSORT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31QN,CONSTANT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
73CN,CONSTANTA,ICES REQUEST (years 1961 -1982),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CZ,CONSTELLATION,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3252,CONTENDER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CQ,CONTEST,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3160,CONTINUITY,FISHING BOAT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
PACN,CONTSHIP AMERICA,(3EIP3),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31WY,CONWAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31NY,CONY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31V7,CONYNGHAM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74C6,COOK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31K4,COOK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CO,COOK INLET,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31OZ,COONTZ,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
48CF,COOPERNAUT FRANCA,ICES REQUEST  research vessel,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CB,COOS BAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
0915,COOTAMUDEA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32C6,COPAHEE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54CP,COPIAPO,ELAX5,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CR,CORAL ESSBERGER,DIHC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35C3,CORAL ISLANDER,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32NX,CORAL SEA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74RL,CORDELLA,GTAB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
06CO,CORDILLERA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CV,CORDOVA SKIFF,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CX,CORELLA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35CO,CORIOLIS,FNMZ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
ALCO,CORIOLIS,USE 35CO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
59CO,CORIOLIS,USE 35CO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
08CM,CORMORAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
48CO,CORMORANO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CN,CORMORANT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
54BD,CORNER BROOK,callSign D5OW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
29CS,CORNIDE DE SAAVEDRA,callSign EDSV,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32ZV,CORNUCOPIA,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32CO,CORONADO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
36BD,CORONIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31YC,CORRY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
68CR,CORTE REAL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32ZC,CORTEZ,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74C7,CORUNNA,callSign VMCO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
33CC,CORWITH CRAMER,WTF3319,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74RY,CORYSTES,GHRUMAY 1989,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74C9,COSSACK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31XK,COSSATOT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35QA,COTE AQUITAINE,(FPRI),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31OQ,COTTEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
744Q,COTTESMORE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
3254,COUNCIL GROVE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
09CR,COURAGEOUS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
317Z,COURAGEOUS,NCRG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31UD,COURTNEY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
20CV,COVADONGA,callSign J8CN3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CW,COWANESQUE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31WZ,COWELL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
328V,CPL LOUIS J. HAUGE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
906V,CPTM-0821 MARSIANIN,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
906R,CPT-P-9048 OBRAZTZOVO,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32C5,CRANE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CT,CRANE,callSign P3FX2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CF,CRAWFORD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
324C,CREATION,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
CYCR,CREON,callSign P3QE5,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31CR,CREST,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
905L,CRILION,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
353X,CROIX DE LORRAINE,callSign FWIU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31WM,CROMWELL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
31O4,CROSS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
74CS,CROSS SAND L/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
09Z4,CROWDY HEAD,COASTAL STATION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32RU,CRUSADER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18C4,CRUSADER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
35CY,CRYOS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
18CS,CRYOS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
32YT,CRYSTAL,callSign J8QJ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
338X,CTRB-10,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
45CF,CU FEASA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
89CU,CUBUKLU,call sign TBWM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
33CU,CULVER,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/309-shipcode2
