id,guid,key,description,modified,deprecated,ship_html,details_json
194502,4cf39f58-02d8-4657-a7e0-1d3c18ba1e43,11XT,VAGANT,2024-06-18T03:56:53.477,FALSE,https://vocab.ices.dk/?codeguid=4cf39f58-02d8-4657-a7e0-1d3c18ba1e43,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/4cf39f58-02d8-4657-a7e0-1d3c18ba1e43
197941,9f88cab7-08b3-4913-96f5-1030e5829e66,11Y3,El Cid,2024-06-18T03:57:00.973,FALSE,https://vocab.ices.dk/?codeguid=9f88cab7-08b3-4913-96f5-1030e5829e66,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/9f88cab7-08b3-4913-96f5-1030e5829e66
195582,3ad6b468-da87-4d35-9fe2-7273d0f1c526,11Y4,MINERAL DALIAN,2024-06-18T03:57:04.863,FALSE,https://vocab.ices.dk/?codeguid=3ad6b468-da87-4d35-9fe2-7273d0f1c526,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/3ad6b468-da87-4d35-9fe2-7273d0f1c526
197969,1a61199d-5aae-473b-8d44-27a4ddab55fb,11YI,Saturnus,2024-06-18T03:57:08.733,FALSE,https://vocab.ices.dk/?codeguid=1a61199d-5aae-473b-8d44-27a4ddab55fb,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1a61199d-5aae-473b-8d44-27a4ddab55fb
197830,bc611e0a-5f3a-4a7f-a6d7-39015f6094c9,11YJ,Alex,2024-06-18T03:57:12.687,FALSE,https://vocab.ices.dk/?codeguid=bc611e0a-5f3a-4a7f-a6d7-39015f6094c9,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/bc611e0a-5f3a-4a7f-a6d7-39015f6094c9
121641,1b6c479b-dadd-496e-9577-557eed1da435,11ZE,ZENOBE GRAMME,2024-06-18T03:57:16.543,FALSE,https://vocab.ices.dk/?codeguid=1b6c479b-dadd-496e-9577-557eed1da435,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1b6c479b-dadd-496e-9577-557eed1da435
121642,82c7184d-63c2-4f45-a5db-4bb8e1a2fa6a,11ZI,ZINNIA,2024-06-18T03:57:20.647,FALSE,https://vocab.ices.dk/?codeguid=82c7184d-63c2-4f45-a5db-4bb8e1a2fa6a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/82c7184d-63c2-4f45-a5db-4bb8e1a2fa6a
132271,f8bc52f8-c489-4be3-b35f-320745eac687,11ZK,Zeekat,2024-06-18T03:57:24.54,FALSE,https://vocab.ices.dk/?codeguid=f8bc52f8-c489-4be3-b35f-320745eac687,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/f8bc52f8-c489-4be3-b35f-320745eac687
121643,c79a1ba3-8fe9-4a5b-ba20-b564d65299d7,11ZW,ZEELEEUW,2024-06-18T03:57:28.45,FALSE,https://vocab.ices.dk/?codeguid=c79a1ba3-8fe9-4a5b-ba20-b564d65299d7,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/c79a1ba3-8fe9-4a5b-ba20-b564d65299d7
197839,bdfc9ac2-76c9-42d3-9ab0-10818c08a042,144E,UNIAO,2024-06-18T03:57:32.33,FALSE,https://vocab.ices.dk/?codeguid=bdfc9ac2-76c9-42d3-9ab0-10818c08a042,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/bdfc9ac2-76c9-42d3-9ab0-10818c08a042
121644,8a641c8f-799f-4988-adfa-1252f0192bd3,147F,FIXED PLATFORM,2024-06-18T03:57:36.117,TRUE,https://vocab.ices.dk/?codeguid=8a641c8f-799f-4988-adfa-1252f0192bd3,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/8a641c8f-799f-4988-adfa-1252f0192bd3
121645,e9a30a2f-0668-4455-be94-23e2022a8e6c,1490,MULTIPLE SHIPS,2024-06-18T03:57:40.16,TRUE,https://vocab.ices.dk/?codeguid=e9a30a2f-0668-4455-be94-23e2022a8e6c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e9a30a2f-0668-4455-be94-23e2022a8e6c
121646,3525877c-6179-4bab-ad0c-f95d19edfb2f,1499,UNKNOWN PLATFORMS OF BRAZIL,2024-06-18T03:57:44.05,TRUE,https://vocab.ices.dk/?codeguid=3525877c-6179-4bab-ad0c-f95d19edfb2f,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/3525877c-6179-4bab-ad0c-f95d19edfb2f
136137,f8e94a72-f98c-46b0-adf9-30d13f69b0f3,14AA,Almirante Maximiano,2024-06-18T03:57:48.003,FALSE,https://vocab.ices.dk/?codeguid=f8e94a72-f98c-46b0-adf9-30d13f69b0f3,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/f8e94a72-f98c-46b0-adf9-30d13f69b0f3
121647,70e05a0d-e517-41c6-be90-ecd4aca6e941,14AC,ALMIRANTE CAMARA,2024-06-18T03:57:51.903,FALSE,https://vocab.ices.dk/?codeguid=70e05a0d-e517-41c6-be90-ecd4aca6e941,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/70e05a0d-e517-41c6-be90-ecd4aca6e941
121648,5cf5dedd-169f-4972-abe8-da0459621dca,14AD,RIO VERDE,2024-06-18T03:57:55.803,FALSE,https://vocab.ices.dk/?codeguid=5cf5dedd-169f-4972-abe8-da0459621dca,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/5cf5dedd-169f-4972-abe8-da0459621dca
121649,23ae3249-a72a-41db-bfe3-36d9d4cd96ea,14AE,DOCE VEGA,2024-06-18T03:57:59.67,FALSE,https://vocab.ices.dk/?codeguid=23ae3249-a72a-41db-bfe3-36d9d4cd96ea,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/23ae3249-a72a-41db-bfe3-36d9d4cd96ea
121650,98194ce8-25d4-4eef-99ac-e46a68e4e3d3,14AF,ONDINA,2024-06-18T03:58:03.6,FALSE,https://vocab.ices.dk/?codeguid=98194ce8-25d4-4eef-99ac-e46a68e4e3d3,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/98194ce8-25d4-4eef-99ac-e46a68e4e3d3
136136,994135de-1f0e-4fa9-ac74-8f310a8ad09a,14AH,Almirante Saboia,2024-06-18T03:58:07.573,FALSE,https://vocab.ices.dk/?codeguid=994135de-1f0e-4fa9-ac74-8f310a8ad09a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/994135de-1f0e-4fa9-ac74-8f310a8ad09a
139068,6ecd43b3-f031-4d20-bed5-e3a532fe8334,14AI,Alpha Crucis,2024-06-18T03:58:11.75,FALSE,https://vocab.ices.dk/?codeguid=6ecd43b3-f031-4d20-bed5-e3a532fe8334,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6ecd43b3-f031-4d20-bed5-e3a532fe8334
154862,8cbfae1f-68e7-443c-91b9-26b9f5e30b75,14AJ,ARAGUARI,2024-06-18T03:58:15.81,FALSE,https://vocab.ices.dk/?codeguid=8cbfae1f-68e7-443c-91b9-26b9f5e30b75,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/8cbfae1f-68e7-443c-91b9-26b9f5e30b75
121651,327aec1d-b6b7-45fe-a00b-d2026d711a9a,14AL,ATLANTICO SUL,2024-06-18T03:58:19.68,FALSE,https://vocab.ices.dk/?codeguid=327aec1d-b6b7-45fe-a00b-d2026d711a9a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/327aec1d-b6b7-45fe-a00b-d2026d711a9a
263845,397d76f8-fa17-4e58-86d3-bc81f106e38c,14AM,ALMIRANTE GUILLOBEL,2024-06-18T02:30:42.41,FALSE,https://vocab.ices.dk/?codeguid=397d76f8-fa17-4e58-86d3-bc81f106e38c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/397d76f8-fa17-4e58-86d3-bc81f106e38c
139055,74e781ba-e382-4853-aec4-6ffd33b64777,14AP,APA,2024-06-18T03:58:23.473,FALSE,https://vocab.ices.dk/?codeguid=74e781ba-e382-4853-aec4-6ffd33b64777,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/74e781ba-e382-4853-aec4-6ffd33b64777
121652,2a3b769b-b5c0-48c6-9c41-5885b6fa7b03,14AS,ALMIRANTE SALDANHA,2024-06-18T03:58:27.3,FALSE,https://vocab.ices.dk/?codeguid=2a3b769b-b5c0-48c6-9c41-5885b6fa7b03,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/2a3b769b-b5c0-48c6-9c41-5885b6fa7b03
155789,251cd6d1-4644-44ef-b3cf-d31bd49711f0,14AT,Antares,2024-06-18T03:58:31.15,FALSE,https://vocab.ices.dk/?codeguid=251cd6d1-4644-44ef-b3cf-d31bd49711f0,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/251cd6d1-4644-44ef-b3cf-d31bd49711f0
137640,a185d53a-36b0-4393-868b-794f368cba0b,14AZ,Amazonas,2024-06-18T03:58:35.007,FALSE,https://vocab.ices.dk/?codeguid=a185d53a-36b0-4393-868b-794f368cba0b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/a185d53a-36b0-4393-868b-794f368cba0b
121653,330c4667-919a-46d8-a7a6-a9fdc5840539,14BA,BAEPENDI,2024-06-18T03:58:38.81,FALSE,https://vocab.ices.dk/?codeguid=330c4667-919a-46d8-a7a6-a9fdc5840539,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/330c4667-919a-46d8-a7a6-a9fdc5840539
121654,de48ebd4-0bba-4f83-b43f-55f8a5a5c84e,14BE,BERTIOGA,2024-06-18T03:58:46.37,FALSE,https://vocab.ices.dk/?codeguid=de48ebd4-0bba-4f83-b43f-55f8a5a5c84e,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/de48ebd4-0bba-4f83-b43f-55f8a5a5c84e
154720,d5adbccd-b4a4-4678-b2ef-45319e871794,14BO,BOSISIO,2024-06-18T03:58:53.853,FALSE,https://vocab.ices.dk/?codeguid=d5adbccd-b4a4-4678-b2ef-45319e871794,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d5adbccd-b4a4-4678-b2ef-45319e871794
121655,9aebcb2e-7508-45ca-8f99-ec0983a6d75c,14BR,BRACUI,2024-06-18T03:59:01.303,FALSE,https://vocab.ices.dk/?codeguid=9aebcb2e-7508-45ca-8f99-ec0983a6d75c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/9aebcb2e-7508-45ca-8f99-ec0983a6d75c
121656,71768002-990a-48de-9aa3-c655c02d370b,14BS,PROFESSOR W. BESNARD,2024-06-18T03:59:08.853,FALSE,https://vocab.ices.dk/?codeguid=71768002-990a-48de-9aa3-c655c02d370b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/71768002-990a-48de-9aa3-c655c02d370b
121657,d4ba16ca-9c1d-4e5b-a899-3ea9ded42bc4,14BT,BARAO DE TEFFE,2024-06-18T03:59:16.54,FALSE,https://vocab.ices.dk/?codeguid=d4ba16ca-9c1d-4e5b-a899-3ea9ded42bc4,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d4ba16ca-9c1d-4e5b-a899-3ea9ded42bc4
140877,26259e2c-9323-46e5-8e07-1f3aa54c1708,14CS,CRUZEIRO DO SUL,2024-06-18T03:59:24.233,FALSE,https://vocab.ices.dk/?codeguid=26259e2c-9323-46e5-8e07-1f3aa54c1708,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/26259e2c-9323-46e5-8e07-1f3aa54c1708
154869,f7b0a89e-dbe5-4db8-aee6-ac13e482363b,14CT,CONSTITUICAO,2024-06-18T03:59:31.74,FALSE,https://vocab.ices.dk/?codeguid=f7b0a89e-dbe5-4db8-aee6-ac13e482363b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/f7b0a89e-dbe5-4db8-aee6-ac13e482363b
154717,9966a475-e667-4aa6-abe6-5418bb86a98e,14FP,FELINTO PERRY,2024-06-18T03:59:39.357,FALSE,https://vocab.ices.dk/?codeguid=9966a475-e667-4aa6-abe6-5418bb86a98e,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/9966a475-e667-4aa6-abe6-5418bb86a98e
136270,46f06b03-f731-4c7c-916b-b841fc236715,14GR,Greenhalgh,2024-06-18T03:59:46.937,FALSE,https://vocab.ices.dk/?codeguid=46f06b03-f731-4c7c-916b-b841fc236715,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/46f06b03-f731-4c7c-916b-b841fc236715
139063,38638ba1-c611-48f6-9d7a-0905eec6af2a,14GV,GARCIA D'AVILA,2024-06-18T03:59:54.553,FALSE,https://vocab.ices.dk/?codeguid=38638ba1-c611-48f6-9d7a-0905eec6af2a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/38638ba1-c611-48f6-9d7a-0905eec6af2a
121658,0963a7cc-54be-4f8e-9d10-f1259a8c5a17,14IG,IGARATY,2024-06-18T04:00:02.353,FALSE,https://vocab.ices.dk/?codeguid=0963a7cc-54be-4f8e-9d10-f1259a8c5a17,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/0963a7cc-54be-4f8e-9d10-f1259a8c5a17
121659,057dc871-662d-4024-8ec2-010c7ee93988,14IU,IGUATEMI,2024-06-18T04:00:09.9,FALSE,https://vocab.ices.dk/?codeguid=057dc871-662d-4024-8ec2-010c7ee93988,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/057dc871-662d-4024-8ec2-010c7ee93988
156833,be08127f-5ffc-478e-ad8e-1bed6cdae030,14KU,VITAL DE OLIVEIRA,2024-06-18T04:00:17.327,FALSE,https://vocab.ices.dk/?codeguid=be08127f-5ffc-478e-ad8e-1bed6cdae030,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/be08127f-5ffc-478e-ad8e-1bed6cdae030
169861,4fe25c1b-7cf4-49e8-96ed-90449cd254d3,14MD,Espirito Santo,2024-06-18T04:00:24.96,FALSE,https://vocab.ices.dk/?codeguid=4fe25c1b-7cf4-49e8-96ed-90449cd254d3,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/4fe25c1b-7cf4-49e8-96ed-90449cd254d3
136124,5e5326c5-6009-4ae4-b8ca-d6d656eca260,14MM,Mattoso Maia,2024-06-18T04:00:32.593,FALSE,https://vocab.ices.dk/?codeguid=5e5326c5-6009-4ae4-b8ca-d6d656eca260,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/5e5326c5-6009-4ae4-b8ca-d6d656eca260
255342,dfa534b9-0cfb-400b-bc0c-b23c5f73f641,14MS,CNL SAFIRA,2024-06-18T04:00:40.373,FALSE,https://vocab.ices.dk/?codeguid=dfa534b9-0cfb-400b-bc0c-b23c5f73f641,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/dfa534b9-0cfb-400b-bc0c-b23c5f73f641
258624,abeee606-a71a-405e-8abb-0880de10dfe1,14MT,PURUS,2024-06-18T04:00:47.97,FALSE,https://vocab.ices.dk/?codeguid=abeee606-a71a-405e-8abb-0880de10dfe1,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/abeee606-a71a-405e-8abb-0880de10dfe1
201925,0c8f5eae-9b05-423e-affc-5c89feafe65b,14PS,BAHIA,2024-06-18T04:00:55.963,FALSE,https://vocab.ices.dk/?codeguid=0c8f5eae-9b05-423e-affc-5c89feafe65b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/0c8f5eae-9b05-423e-affc-5c89feafe65b
136448,87d57cc5-217f-4fc5-95b5-7e489c548486,14RJ,Rio De Janeiro,2024-06-18T04:01:03.497,FALSE,https://vocab.ices.dk/?codeguid=87d57cc5-217f-4fc5-95b5-7e489c548486,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/87d57cc5-217f-4fc5-95b5-7e489c548486
121660,ca3adf87-805e-481b-a6e7-0e14055d3c5f,14SI,SIRIUS,2024-06-18T04:01:11.15,FALSE,https://vocab.ices.dk/?codeguid=ca3adf87-805e-481b-a6e7-0e14055d3c5f,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/ca3adf87-805e-481b-a6e7-0e14055d3c5f
121661,7aa41956-cef0-4508-b144-1d3ff916fa8d,14SO,SOLIMOES,2024-06-18T04:01:18.753,FALSE,https://vocab.ices.dk/?codeguid=7aa41956-cef0-4508-b144-1d3ff916fa8d,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/7aa41956-cef0-4508-b144-1d3ff916fa8d
136454,08d1ea5c-6e41-4ff9-9829-717496b1889b,14TR,TRIDENTE,2024-06-18T04:01:26.427,FALSE,https://vocab.ices.dk/?codeguid=08d1ea5c-6e41-4ff9-9829-717496b1889b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/08d1ea5c-6e41-4ff9-9829-717496b1889b
121662,eb52e812-fdaf-4182-a6a8-a8e5b41d0ee8,14VE,VEGA,2024-06-18T04:01:33.803,FALSE,https://vocab.ices.dk/?codeguid=eb52e812-fdaf-4182-a6a8-a8e5b41d0ee8,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/eb52e812-fdaf-4182-a6a8-a8e5b41d0ee8
263905,1309e64f-e620-4651-9cd0-0646e62ded89,14ZE,GUILLOBEL,2024-07-23T09:56:20.603,FALSE,https://vocab.ices.dk/?codeguid=1309e64f-e620-4651-9cd0-0646e62ded89,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1309e64f-e620-4651-9cd0-0646e62ded89
121663,377a11f4-37a1-4a08-ab77-b9f9035819db,1590,MULTIPLE SHIPS,2024-06-18T04:01:41.223,TRUE,https://vocab.ices.dk/?codeguid=377a11f4-37a1-4a08-ab77-b9f9035819db,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/377a11f4-37a1-4a08-ab77-b9f9035819db
121664,96255546-eb71-4622-a115-58bab4bee5d5,1599,UNKNOWN PLATFORMS OF BULGARIA,2024-06-18T04:01:48.837,TRUE,https://vocab.ices.dk/?codeguid=96255546-eb71-4622-a115-58bab4bee5d5,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/96255546-eb71-4622-a115-58bab4bee5d5
121665,d7de8ea0-cd83-42f5-963a-a32c0ef36f37,15AA,VITOCHA,2024-06-18T04:01:56.85,FALSE,https://vocab.ices.dk/?codeguid=d7de8ea0-cd83-42f5-963a-a32c0ef36f37,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d7de8ea0-cd83-42f5-963a-a32c0ef36f37
121666,a92aa6d8-e293-4707-95a6-51c9f999a9d0,15AK,AKADEMIK,2024-06-18T04:02:04.75,FALSE,https://vocab.ices.dk/?codeguid=a92aa6d8-e293-4707-95a6-51c9f999a9d0,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/a92aa6d8-e293-4707-95a6-51c9f999a9d0
121667,35e74e0a-63f7-4ceb-93f6-f9ccbe0022de,15BO,BRANIMIR ORMANOV,2024-06-18T04:02:09.613,FALSE,https://vocab.ices.dk/?codeguid=35e74e0a-63f7-4ceb-93f6-f9ccbe0022de,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/35e74e0a-63f7-4ceb-93f6-f9ccbe0022de
202381,66ec6668-9bdd-4497-9d9e-2ae22e5d3c42,15CF,IVA 1,2024-06-18T04:02:14.41,FALSE,https://vocab.ices.dk/?codeguid=66ec6668-9bdd-4497-9d9e-2ae22e5d3c42,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/66ec6668-9bdd-4497-9d9e-2ae22e5d3c42
121668,793fb991-0cf4-4da4-96c4-ca4f79ee9d54,15DJ,DJU,2024-06-18T04:02:19.307,FALSE,https://vocab.ices.dk/?codeguid=793fb991-0cf4-4da4-96c4-ca4f79ee9d54,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/793fb991-0cf4-4da4-96c4-ca4f79ee9d54
261389,6e4a71c4-bbf4-4427-bde6-2d7bb6b87f53,15L1,LEM-1,2024-06-18T04:02:23.163,FALSE,https://vocab.ices.dk/?codeguid=6e4a71c4-bbf4-4427-bde6-2d7bb6b87f53,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6e4a71c4-bbf4-4427-bde6-2d7bb6b87f53
130453,e4d9d12b-bcb8-4c4b-9541-55972ac1824d,15PV,Professor A. Valkanov,2024-06-18T04:02:27.12,FALSE,https://vocab.ices.dk/?codeguid=e4d9d12b-bcb8-4c4b-9541-55972ac1824d,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e4d9d12b-bcb8-4c4b-9541-55972ac1824d
195346,8f4316ec-22d2-4ebf-b0c0-176da9bfc56d,1800,BLUE PUTTEES,2024-06-18T04:02:30.967,FALSE,https://vocab.ices.dk/?codeguid=8f4316ec-22d2-4ebf-b0c0-176da9bfc56d,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/8f4316ec-22d2-4ebf-b0c0-176da9bfc56d
253942,a875ac3d-f658-4a0d-bc01-9052d36a74b8,1809,ALGOMA NIAGARA,2024-06-18T04:02:34.8,FALSE,https://vocab.ices.dk/?codeguid=a875ac3d-f658-4a0d-bc01-9052d36a74b8,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/a875ac3d-f658-4a0d-bc01-9052d36a74b8
155242,764ffac1-cb12-422e-8d81-704dc7f46248,180F,OTN200,2024-06-18T04:02:38.687,FALSE,https://vocab.ices.dk/?codeguid=764ffac1-cb12-422e-8d81-704dc7f46248,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/764ffac1-cb12-422e-8d81-704dc7f46248
252354,6d2986ff-c97c-4820-b6d5-580ee1dfa288,180K,Mike-Rorider,2024-06-18T04:02:42.527,FALSE,https://vocab.ices.dk/?codeguid=6d2986ff-c97c-4820-b6d5-580ee1dfa288,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6d2986ff-c97c-4820-b6d5-580ee1dfa288
198419,cccfc58f-fef5-4586-bc39-8747537c30ce,180O,PACIFIC VIKING,2024-06-18T04:02:46.437,FALSE,https://vocab.ices.dk/?codeguid=cccfc58f-fef5-4586-bc39-8747537c30ce,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/cccfc58f-fef5-4586-bc39-8747537c30ce
196074,d69484dd-33a9-4c9d-8929-c23d683709e1,180S,PISURAYAK KOOTOOK,2024-06-18T04:02:50.23,FALSE,https://vocab.ices.dk/?codeguid=d69484dd-33a9-4c9d-8929-c23d683709e1,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d69484dd-33a9-4c9d-8929-c23d683709e1
251057,cfacbcdf-1b4c-40bc-a81a-765cde50355f,180T,Sunfish,2025-01-09T08:25:28.84,FALSE,https://vocab.ices.dk/?codeguid=cfacbcdf-1b4c-40bc-a81a-765cde50355f,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/cfacbcdf-1b4c-40bc-a81a-765cde50355f
261490,3bea0cd3-4570-4ff4-8b5b-ff642a39f7e8,1814,CAPE ADAIR,2024-06-18T04:02:58.013,FALSE,https://vocab.ices.dk/?codeguid=3bea0cd3-4570-4ff4-8b5b-ff642a39f7e8,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/3bea0cd3-4570-4ff4-8b5b-ff642a39f7e8
121669,bf2ec396-6541-4c26-99ac-4dd4f9a21d10,181A,SUMMERSIDE,2024-06-18T04:03:01.983,FALSE,https://vocab.ices.dk/?codeguid=bf2ec396-6541-4c26-99ac-4dd4f9a21d10,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/bf2ec396-6541-4c26-99ac-4dd4f9a21d10
121670,de0aa237-b3ad-436c-affb-4222544af41b,181B,PROTECTEUR,2024-06-18T04:03:05.763,FALSE,https://vocab.ices.dk/?codeguid=de0aa237-b3ad-436c-affb-4222544af41b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/de0aa237-b3ad-436c-affb-4222544af41b
121671,ae3d8e73-c380-40e6-82f3-560d7b5c6bcf,181C,WILFRED TEMPLEMAN,2024-06-18T04:03:09.743,FALSE,https://vocab.ices.dk/?codeguid=ae3d8e73-c380-40e6-82f3-560d7b5c6bcf,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/ae3d8e73-c380-40e6-82f3-560d7b5c6bcf
198110,65ae03e5-c528-4ef4-9481-c3018ac8c5e6,181M,CAPT. HENRY JACKMAN,2024-06-18T04:03:13.793,FALSE,https://vocab.ices.dk/?codeguid=65ae03e5-c528-4ef4-9481-c3018ac8c5e6,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/65ae03e5-c528-4ef4-9481-c3018ac8c5e6
