li,docid,url,title,more_versions,related_article,explore_at,explore_at_n,download_formats,download_formats_n,dataset_updated,dataset_provided_by,time_period_covered,area_covered,authors,description
26,L2cvMTF3Yzk4NHNqOA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Yzk4NHNqOA==,"Data from: A food web including parasites for kelp forests of the Santa Barbara Channel, California",NA,https://doi.org/10.1038/s41597-021-00880-4,https://data.niaid.nih.gov/resources?id=dryad_d9jg70; https://datadryad.org/stash/dataset/doi:10.25349/D9JG70; https://zenodo.org/record/4672577,3,zip,1,2021-04-08,United States Geological Survey,NA,NA,Dana Morton; Cristiana Antonino; Farallon Broughton; Dykman Lauren; Armand Kuris; Kevin Lafferty,"We built a high-resolution topological food web for the kelp forests of the Santa Barbara Channel, California, USA that includes parasites and significantly improves resolution compared to previous webs. The 1,098 nodes and 21,956 links in the web describe an economically, socially, and ecologically vital system. Nodes are broken into life-stages. There are 549 free-living life-stages (comprising 492 species from 21 Phyla) and 549 parasitic life-stages (comprising 450 species from 10 Phyla). Links represent three kinds of trophic interactions. There are 9,352 predator-prey links, 2,733 parasite-host links and 9,871 predator-parasite links. This food web is unique in that all decisions for including nodes and links are documented, and extensive metadata in the node list allows users to filter the node list to suit their research questions. The kelp-forest food web is more species rich than any other published food web with parasites, and has a larger proportion of parasitic species than other webs. Because we have organized the food web topologically, its use may be somewhat limited in the opportunity to detect adaptation, realized as changes in link weights. Our food web may be used to predict how kelp forests may respond to change, will advance our understanding of parasites in ecosystems, and fosters development of food-web theory that incorporates large networks.

Methods
Please see data descriptor published in Scientific Data."
27,L2cvMTF3YzE5azRjNg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3YzE5azRjNg==,"Bull Kelp Forest Ecosystem Monitoring Database, Northern California, 1971-2023 (ongoing)",https://datasetsearch.research.google.com/search?src=0&query=versions%3ABull%20Kelp%20Forest%20Ecosystem%20Monitoring%20Database%2C%20Northern%20California%2C%201971-2023%20%28ongoing%29&docid=L2cvMTF3YzE5azRjNg%3D%3D&vers=MTM0MDU2OTEzNDQwMjkyNDk1MTE%3D,NA,https://search.dataone.org/view/doi%3A10.25494%2FP66W3J; https://obis.org/dataset/7e76e65e-a60b-453e-bc2d-ac699241e9e6; https://opc.dataone.org/view/doi:10.25494/P66W3J; https://search-dev.test.dataone.org/view/doi%3A10.25494%2FP66W3J; https://www.gbif.org/dataset/0a9abcfb-2ac6-44b3-b241-ca66eff99b76/project,5,,0,2024-06-19,California Ocean Protection Council Data Repository,"Jan 1, 1971","{""type"":""Feature"",""bbox"":[-123.829,38.3154,-123.072,39.4286],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Polygon"",""coordinates"":[[[-123.829,38.3154],[-123.829,39.4286],[-123.072,39.4286],[-123.072,38.3154],[-123.829,38.3154]]]}]}}",Laura Rogers-Bennett; Robert Klamt,"Kelps are critical habitat structuring organisms forming dense underwater forests in nearshore rocky reefs of northern California. Kelp forests support a range of species such as red abalone and red sea urchins which form the basis for important invertebrate fisheries in the region. Along with fisheries, kelp forests provide a suite of other ecosystem services including supporting biodiversity and carbon sequestration, making them critical habitats to monitor. Monitoring of kelps and kelp obligate species is now more important than ever with the intensification of ocean changes such as marine heatwaves, low oxygen events and ocean acidification. Changes in kelp forest ecosystems associated with fishing can be observed inside fished sites whereas changes in protected sites suggests region wide stressors. In this long-term, bull kelp forest monitoring program, divers quantify key marine invertebrates, algal cover and substrate types along transects inside and outside fished sites centered in Sonoma and Mendocino Counties, in northern California. As nearshore kelp forest ecosystems face increasing stressors, long term monitoring programs will be critical for informing fishery management, restoration strategies and marine spatial planning."
28,L2cvMTFyXzU2bG1xMA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFyXzU2bG1xMA==,Monitoring and Evaluation of Kelp Forest Ecosystems in the MLPA Marine Protected Area Network,NA,NA,https://dataone.org/datasets/doi%3A10.25494%2FP6%2FMLPA_kelpforest.3; https://search-sandbox-2.test.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.9; https://knb.ecoinformatics.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.4; https://search-demo.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.4; https://search-dev.test.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.3; https://search-ucsb-1.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.5; https://opc.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.7; https://search.dataone.org/view/doi%3A10.25494%2FP6%2FMLPA_kelpforest.9; https://commons.datacite.org/doi.org/10.25494/p6/mlpa_kelpforest.8,9,,0,2021-10-08,California Ocean Protection Council Data Repository,"Sep 7, 1999","{""type"":""Feature"",""bbox"":[-125.0,32.0,-117.0,42.0],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Polygon"",""coordinates"":[[[-125.0,32.0],[-125.0,42.0],[-117.0,42.0],[-117.0,32.0],[-125.0,32.0]]]}]}}",Mark H. Carr; Jennifer E. Caselle; Brian N. Tissot; Daniel J. Pondella; Daniel P. Malone; Kathryn D. Koehn; Jeremy T. Claisse; Jonathan P. Williams; Avrey Parsons-Field,"The kelp forest monitoring datasets provided here are assembled from
  four academic institutions involved in the baseline and long-term
  monitoring phases of California’s statewide Marine Protection Area
  implementation and evaluation process. These datasets include the
  baseline periods for all regions, and additional historical data.
  The Partnership for Interdisciplinary Studies of Coastal Oceans
  (PISCO) kelp forest program, administered out of the University of
  California campuses in Santa Cruz and Santa Barbara and funded
  primarily by the David and Lucile Packard Foundation, has been
  monitoring across California since 1999, and with a focus on Marine
  Protected Areas. The Vantuna Research Group at Occidental College
  has conducted monitoring in the southern California region since
  1966, and has been using similar sampling methods to the PISCO
  program to monitor kelp forests in the region since the 2004
  wide-scale monitoring effort of the Cooperative Research and
  Assessment of Nearshore Ecosystems (CRANE) Program. Researchers at
  Humboldt State University began monitoring sites in the north coast
  region in 2014 and 2015 using the PISCO sampling methodology. Data
  have been integrated across all four programs. To comprehensively and quantitatively characterize the ecological
  community and geological features at each kelp forest site, four
  different sampling methods are employed, all of which are conducted
  visually by SCUBA divers. Fish transects and benthic macroalgae and
  invertebrate transects overlap with, but are spatially distinct from
  one another. Surveys are conducted annually, during the summer or
  early fall. Typically, two to four sites inside a given MPA and two
  to four sites outside of the MPA are surveyed in a given year, with
  the number and shape of sites varying depending on habitat (e.g.
  onshore-offshore steepness of the reef) and longshore width of the
  MPA. Sampling history varies by program, MPA, and sampling site."
29,L2cvMTF3ZnRkXzVibQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnRkXzVibQ==,"Data from: SBC LTER: Kelp blade characteristics to support turnover dynamics of giant kelp, Macrocystis pyrifera in the Santa Barbara Channel",NA,"https://scholar.google.com/scholar?q=allintitle%3A+%22SBC+LTER:+Kelp+blade+characteristics+to+support+turnover+dynamics+of+giant+kelp,+Macrocystis+pyrifera+in+the+Santa+Barbara+Channel%22",https://dataone.org/datasets/https%3A%2F%2Fpasta.lternet.edu%2Fpackage%2Fmetadata%2Feml%2Fknb-lter-sbc%2F85%2F2; https://search.dataone.org/view/https%3A%2F%2Fpasta.lternet.edu%2Fpackage%2Fmetadata%2Feml%2Fknb-lter-sbc%2F85%2F1; https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-sbc.85.1,3,,0,2022-10-10,http://www.lternet.edu/,"Jul 3, 2012","{""type"":""Feature"",""bbox"":[-120.858,33.4138,-118.858,35.4138],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.858,34.4138]}]}}",Santa Barbara Coastal LTER; Gabriel E Rodriguez,"These data describe the age-specific changes in the size and related traits of giant kelp
      ( Macrocystis pyrifera ) blades in the Santa Barbara Channel 
      (Isla Vista Reef) during the spring and summer of 2012-2013. Data are contained in 
      three tables: 1) a time series of change in blade size with age due to growth and 
      senescence for blades growing at different depths and locations in the kelp forest, 
      2) physical traits of blades (biomass density, nitrogen, chlorophyll a) of different 
      ages collected at different depths and locations in the kelp forest, and 3) photosynthetic 
      performance (Pmax, alpha) of blades of different ages collected at different depths and 
      locations in the kelp forest. These data were used to test whether spatial variation in the turnover dynamics of 
      giant kelp blades could be could be explained by leaf life span theory developed for higher 
      plants. The data were also used in a mathematical model of frond growth and senescence to 
      investigate the relative and absolute magnitude of blade senescence in a kelp forest, and 
      to examine how these losses were affected by light availability. Analyses using these data 
      were published in Rodriguez, G. E. 2014. Turnover dynamics of the giant kelp, Macrocystis pyrifera . Ph.D., University of California, Santa Barbara. 
      ProQuest, UMI Dissertations Publishing, 2014. 3682967."
30,L2cvMTFtZnN2OTBkZA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFtZnN2OTBkZA==,Data from: SBC LTER Darwin Core Archive: Kelp Forest Reef Fish Abundance,NA,https://scholar.google.com/scholar?q=allintitle%3A+%22SBC+LTER+Darwin+Core+Archive:+Kelp+Forest+Reef+Fish+Abundance%22,https://www.gbif.org/dataset/1683e434-321c-4b55-a5b0-6e05eb6d931f; https://data.cnra.ca.gov/dataset/sbc-lter-darwin-core-archive-kelp-forest-reef-fish-abundance; https://portal.edirepository.org/nis/mapbrowse?packageid=edi.140.1; https://obis.org/dataset/d32266b4-d98d-4eed-8207-57dff1f14cc4; https://search.dataone.org/view/https%3A%2F%2Fpasta.lternet.edu%2Fpackage%2Fmetadata%2Feml%2Fedi%2F140%2F1; https://portal.obis.org/dataset/d32266b4-d98d-4eed-8207-57dff1f14cc4,6,,0,2023-01-18,https://www.gbif.org/,"Aug 1, 2000",NA,Robert Miller; Daniel C Reed; Robert Miller; Daniel C Reed,"These data describe the abundance of reef fish as part of the Santa
 Barbara Coastal LTER program (SBC LTER) to track long-term patterns in
 kelp forest reef species abundance and diversity. The study began in
 2000 in the Santa Barbara Channel, California, USA, and the time
 series is ongoing and updated approximately annually.

Abundances of all taxa of resident kelp forest fish encountered along
 permanent transects are recorded at nine reef sites located along the
 mainland coast of the Santa Barbara Channel and at two sites on the
 north side of Santa Cruz Island. These sites reflect several
 oceanographic regimes in the channel and vary in distance from sources
 of terrestrial runoff. In these surveys, fish were counted in either a
 40x2m benthic quadrat, or in the water parcel 0-2m off the bottom over
 the same area.

This dataset is formatted as a Darwin Core Archive (DwC-A, occurrence
 core). All taxa are counted (using an open species list), and
 abundances are zero-filled for each taxon not encountered. This is a
 derived data product and less-processed data may be available. See
  for
 more information and source data, which may include additional
 measurements, and
 
 for processing notes."
31,L2cvMTF5NjN3Y3o5cw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5NjN3Y3o5cw==,Data from: Persistent differences between coastal and offshore kelp forest communities in a warming Gulf of Maine,NA,https://doi.org/10.1371/journal.pone.0189388,https://data.niaid.nih.gov/resources?id=dryad_5637n; https://datadryad.org/stash/dataset/doi:10.5061/dryad.5637n; https://zenodo.org/record/5002426; https://repository.library.noaa.gov/view/noaa/24562/noaa_24562_DS3.docx,4,zip,1,2018-11-30,Brown University,NA,NA,Jon D. Witman; Robert W. Lamb,"Kelp forests provide important ecosystem services, yet coastal kelp communities are increasingly altered by anthropogenic impacts. Kelp forests in remote, offshore locations may provide an informative contrast due to reduced impacts from local stressors. We tested the hypothesis that shallow kelp assemblages (12-15 m depth) and associated fish and benthic communities in the coastal southwest Gulf of Maine (GOM) differed significantly from sites on Cashes Ledge, 145 km offshore by sampling five coastal and three offshore sites at 43.0 +/- 0.07° N latitude. Offshore sites on Cashes Ledge supported the greatest density (47.8 plants m-2) and standing crop biomass (5.5 kg m-2 fresh weight) of the foundation species Saccharina latissima kelp at this depth in the Western North Atlantic. Offshore densities of S. latissima were over 150 times greater than at coastal sites, with similar but lower magnitude trends for congeneric S. digitata. Despite these differences, S. latissima underwent a significant 36.2% decrease between 1987 and 2015 on Cashes Ledge, concurrent with a rapid warming of the GOM and invasion by the kelp-encrusting bryozoan Membranipora membranacea. In contrast to kelp, the invasive red alga Dasysiphonia japonica was significantly more abundant at coastal sites, suggesting light or dispersal limitation offshore. Spatial differences in fish abundance mirrored those of kelp, as the average biomass of all fish on Cashes Ledge was 305 times greater than at the coastal sites. Remote video censuses of cod (Gadus morhua), cunner (Tautaogolabrus adspersus), and pollock (Pollachius virens) corroborated these findings. Understory benthic communities also differed between regions, with greater abundance of sessile invertebrates offshore. Populations of kelp-consuming sea urchins Stronglyocentrotus droebachiensis were virtually absent from Cashes Ledge while small urchins were abundant onshore, suggesting recruitment limitation offshore. Despite widespread warming of the GOM since 1987, extraordinary spatial differences in the abundance of primary producers (kelp), consumers (cod) and benthic communities between coastal and offshore sites have persisted. The shallow kelp forest communities offshore on Cashes Ledge represent an oasis of unusually high kelp and fish abundance in the region, and as such, comprise a persistent abundance hotspot that is functionally significant for sustained biological productivity of offshore regions of the Gulf of Maine."
32,L2cvMTF3aGY4OTdnZg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aGY4OTdnZg==,Data from: Ocean warming undermines the recovery resilience of New England kelp forests following a fishery-induced trophic cascade,NA,https://doi.org/10.1002/ecy.4334,https://data.niaid.nih.gov/resources?id=zenodo_11082615; https://zenodo.org/records/11082615; https://commons.datacite.org/doi.org/10.5061/dryad.v9s4mw73q,3,,0,2024-04-29,"Rasher, Douglas",NA,NA,NA,"Ecological theory predicts that kelp forests structured by trophic cascades should experience a recovery and persistence of their foundation species when herbivores become rare. Yet, climate change may be altering the outcomes of top-down forcing in kelp forests, especially those located in regions that have rapidly warmed in recent decades, such as the Gulf of Maine. Here, using data collected annually from 30+ sites spanning >350 km of coastline, we explored the dynamics of Maine's kelp forests in the ~20 years after a fishery-induced elimination of sea urchin herbivores. Although forests (dominated by Saccharina latissima and Laminaria digitata) had broadly returned to Maine in the late 20th century, we found that forests in northeast Maine have since experienced slow but significant declines in kelp, and forest persistence in the northeast was juxtaposed by a rapid, widespread collapse in the southwest. Forests collapsed in the southwest apparently because ocean warming has – directly and indirectly – made this area inhospitable to kelp. Indeed, when modeling drivers of change using causal techniques from econometrics, we discovered that unusually high summer water temperatures the year prior, unusually high spring water temperatures, and high sea urchin densities each negatively impacted kelp abundance. Furthermore, the relative power and absolute impact of these drivers varied geographically. Our findings reveal that ocean warming is redefining the outcomes of top-down forcing in this system, whereby herbivore removal no longer predictably leads to a sustained dominance of kelp – the ecosystem's foundation – but instead has led to a waning dominance (northeast) or the rise of a novel phase state defined by ""turf"" algae (southwest). Such findings indicate that limiting climate change and managing for low herbivore abundances will be essential for preventing further loss of the vast forests that still exist in northeastern Maine. They also more broadly highlight that climate change is ""rewriting the rules"" of nature, and thus that ecological theory and practice must be revised to account for shifting species and processes."
33,L2cvMTFzY2o3OWJnYw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFzY2o3OWJnYw==,Données de terrain de varech pour la télédétection - Côte centrale de la Colombie-Britannique,NA,NA,https://catalogue.hakai.org/dataset/ca-cioos_94b4992f-19e2-46d4-875e-f0c952ea62f7,1,html,1,2024-09-06,https://www.hakai.org/,NA,NA,Keith Holmes,"Kelp Field Data for Remote Sensing - BC Central Coast - July 2014.

Ground truthing of kelp in areas along the Central Coast of British Columbia consists of collecting spatial data on kelp in order to match remote sensing information with what is observed in the field. 
Data collection was conducted in areas where WorldView-2 satellite coverage was planned from Calvert Island to McMullin Group. Data consists of point SHP file with field photos and species / density metrics. 
Field equipment:
A 2 x 2 meter quadrant was used in a variety of kelp beds in order to be representative of kelp beds observed on the central coast. 
A 2 meter quadrant was chosen because the WorldView-2 satellite data resolution is produced at 2 meters (multispectral).
Topcon GR5 survey grade GPS was used to collect spatial data. A DGPS mode was used to collect data soaking for 5-10 seconds providing < 10 cm X / Y accuracy.

Field work conducted by Keith Holmes and Luba Reshitnyk on July 9th to 13th 2014 on the research vessel ""Hakai Blue""

The main goal of this information is to match up field data with remote sensing satellite imagery to accurately classify the extent / species / and densities of kelp. The information will be valuable in identifying spectral signatures to differentiate species in remote sensing platforms such as ecognition.

Hakai Institute: Keith Holmes and Luba Reshitnyk."
34,L2cvMTFsZHE4cmtucA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsZHE4cmtucA==,Kelp Persistence - R7 - CDFW [ds3151],NA,NA,https://data.cnra.ca.gov/dataset/kelp-persistence-r7-cdfw-ds3151; https://dl.3184583.best/default/https/data.ca.gov/dataset/kelp-persistence-r7-cdfw-ds3151; https://data.ca.gov/dataset/kelp-persistence-r7-cdfw-ds3151; https://catalog.data.gov/dataset/kelp-persistence-r7-cdfw-ds3151-974fc; https://hub.arcgis.com/maps/CDFW::kelp-persistence-r7-cdfw-ds3151/explore,5,html; arcgis geoservices rest api; zip,3,2024-02-15,https://wildlife.ca.gov/,NA,NA,NA,"Yearly California kelp canopy surveys from 2002 - 2006, 2008 - 2010, and 2013 - 2016 were each rasterized at a 5m cell size using a Boolean raster with presence/absence values (e.g. 1 or 0). The resulting raster grids were added together using a raster calculator resulting in a raster with counts (value) of how many yearly instances where kelp was present in that cell over the period of all the surveys. An additional attribute indicating administrative kelp bed number was added. Source kelp canopy input data are retrieved from CDFW at this location: https://filelib.wildlife.ca.gov/Public/R7_MR/BIOLOGICAL/Kelp/."
35,L2cvMTF3OV80ajc2Yg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3OV80ajc2Yg==,Results of a 3-way Analysis of Covariance testing variation in iodate concentration among sample locations relative to the Point Loma kelp forest and its relationship with wind speed and water temperature.,NA,https://doi.org/10.1371/journal.pone.0180755,https://plos.figshare.com/articles/dataset/Results_of_a_3-way_Analysis_of_Covariance_testing_variation_in_iodate_concentration_among_sample_locations_relative_to_the_Point_Loma_kelp_forest_and_its_relationship_with_wind_speed_and_water_temperature_/5304679,1,xls,1,2023-06-01,http://plos.org/,NA,NA,Jennifer Gonzales; Teresa Tymon; Frithjof C. Küpper; Matthew S. Edwards; Carl J. Carrano,Results of a 3-way Analysis of Covariance testing variation in iodate concentration among sample locations relative to the Point Loma kelp forest and its relationship with wind speed and water temperature.
36,L2cvMTFyOGJjbW53cA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFyOGJjbW53cA==,Data from: SBC LTER: Reef: Long-term experiment: Kelp removal: Urchin size frequency distribution,https://datasetsearch.research.google.com/search?src=0&query=versions%3AData%20from%3A%20SBC%20LTER%3A%20Reef%3A%20Long-term%20experiment%3A%20Kelp%20removal%3A%20Urchin%20size%20frequency%20distribution&docid=L2cvMTFyOGJjbW53cA%3D%3D&vers=MTc4MzU1NTIwMjY2NDg4MTAxNDI%3D,https://scholar.google.com/scholar?q=allintitle%3A+%22SBC+LTER:+Reef:+Long-term+experiment:+Kelp+removal:+Urchin+size+frequency+distribution%22,https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-sbc&identifier=26; https://search.dataone.org/view/https%3A%2F%2Fpasta.lternet.edu%2Fpackage%2Fmetadata%2Feml%2Fknb-lter-sbc%2F26%2F24,2,csv(2848390 byte),1,2023-09-05,EDI,"Jan 1, 2008","{""type"":""Feature"",""bbox"":[-121.119,33.4677,-119.119,35.4677],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-120.119,34.4677]}]}}",Daniel C Reed; Robert J Miller,"These data describe the size frequency distribution of red
   (Mesocentrotus franciscanus) and purple
   (Strongylocentrotus purpuratus) sea urchins
   within permanent plots of a long-term experiment designed to
   examine trajectories of change in the structure and productivity
   of kelp forest communities in response to changes in the frequency
   and severity of disturbance to giant kelp. The diameter of the
   test (shell without spines) was recorded to the nearest 0.5 cm for
   50 red and 50 purple sea urchins located within a 40 m x 2 m area
   of each plot. Size frequency data of red and purple sea urchins
   are not collected in the continual kelp removal plots. When
   combined with size-mass relationships established in the
   laboratory these data were used to provide a non-destructive, in
   situ estimate of the dry mass per unit area of bottom for each
   species. The experiment was initiated in 2008 at five reef sites
   along the mainland coast of the Santa Barbara Channel and included
   an annual kelp removal treatment designed to simulate increases in
   the frequency and severity of winter wave disturbance and a
   continual kelp removal treatment that allowed the effects of giant
   kelp on the community to be evaluated. The last experimental
   removals of giant kelp occurred in winter 2016 or winter 2017,
   depending on the site. Data collection continued in all plots
   until spring 2023 to document the recovery trajectory of the reef
   fish community following the cessation of experimental kelp
   removal."
37,L2cvMTFqbl9qNjgxMA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFqbl9qNjgxMA==,SBC LTER: REEF: Frond Lifespans of the giant kelp Macrocystis pyrifera,NA,NA,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-sbc.115.1; https://search.dataone.org/view/https%3A%2F%2Fpasta.lternet.edu%2Fpackage%2Fmetadata%2Feml%2Fknb-lter-sbc%2F115%2F1,2,csv(237355 byte),1,2018-02-26,EDI,"Apr 4, 2002","{""type"":""Feature"",""bbox"":[-120.745,33.4003,-118.745,35.4003],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.745,34.4003]}]}}",Andrew A Rassweiler; Gabriel E Rodriguez; Daniel C Reed; Sally J Holbrook,"These data describe the demography of 109 cohorts of giant kelp fronds
 on 194 tagged plants (1007 total fronds surveyed). Cohorts of fronds
 on tagged plants were followed monthly in three kelp forests near
 Santa Barbara, CA from April 2002 to June 2005. These data are useful
 for determining frond birth rates, death rates, lifespan and age
 structure."
38,L2cvMTFqbnozeF93cQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFqbnozeF93cQ==,Data from freely drifting kelp plants tagged with drifters in the Santa Barbara Channel between November of 2015 and December of 2017,NA,NA,https://www.bco-dmo.org/dataset/739111; https://darchive.mblwhoilibrary.org/handle/1912/24220; https://search.dataone.org/view/sha256%3A2556dec63a6c83f0f5b31c4c194a8a6b9590bd6d971f0a8495e3d6cb36080575,3,txt(73 bytes); pdf(47718 bytes); tsv(2723618 bytes),3,2018-08-03,Biological and Chemical Data Management Office,"Nov 30, 2015","{""type"":""Feature"",""bbox"":[-120.45,34.163,-119.5,34.4724],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Polygon"",""coordinates"":[[[-120.45,34.163],[-120.45,34.4724],[-119.5,34.4724],[-119.5,34.163],[-120.45,34.163]]]}]}}",Carter Ohlmann,"Various tabular formats of these data are available by clicking the ""Get Data"" button on this page and then selecting ""Downloads & Other Options.""

These data are also available as a Matlab struct data type containing data for each drift deployment. 
Download: kelp_drifter_data.mat (865 KB)"
39,L2cvMTFranBtdnliZg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFranBtdnliZg==,"Channel Islands, Kelp Forest Monitoring, Survey, Random Point Contact, 1982-2007",https://datasetsearch.research.google.com/search?src=0&query=versions%3AChannel%20Islands%2C%20Kelp%20Forest%20Monitoring%2C%20Survey%2C%20Random%20Point%20Contact%2C%201982-2007&docid=L2cvMTFranBtdnliZg%3D%3D&vers=MTU1Mzk4ODYxNzgxMjkxOTMxNzk%3D,NA,https://catalog.data.gov/dataset/channel-islands-kelp-forest-monitoring-survey-random-point-contact-1982-2007; https://data.cnra.ca.gov/dataset/channel-islands-kelp-forest-monitoring-survey-random-point-contact-1982-2007; https://datasets.ai/datasets/channel-islands-kelp-forest-monitoring-survey-random-point-contact-1982-2007,3,,0,2023-06-10,http://www.noaa.gov/,NA,NA,NA,"This dataset from the Channel Islands National Park's Kelp Forest Monitoring Program has estimates of substrate composition and percent cover of selected algal and invertebrate taxa. The data summary data presented here represents the mean percent cover of the indicator species at the site. Sampling is conducted annually between the months of May-October, so the Time data in this file is July 1 of each year (a nominal value). The actual measurements were taken at various depths, so the Depth data in this file is the depth of the station's temperature logger, which is a typical depth."
40,L2cvMTF2bHdmNjgzcQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF2bHdmNjgzcQ==,Fish assemblages in southern California kelp forests.,https://datasetsearch.research.google.com/search?src=0&query=versions%3AFish%20assemblages%20in%20southern%20California%20kelp%20forests.&docid=L2cvMTF2bHdmNjgzcQ%3D%3D&vers=MTk1MjU4Nzg4OTA4MDk0MjQ4Mg%3D%3D,NA,https://data.cnra.ca.gov/dataset/fish-assemblages-in-southern-california-kelp-forests; https://www.fisheries.noaa.gov/inport/item/38966; https://catalog.data.gov/dataset/fish-assemblages-in-southern-california-kelp-forests1; https://data.wu.ac.at/schema/data_gov/MGEwMjRhM2QtYTMzMS00M2MzLTlhYzQtZDcyMDQ0Y2Q5MDZh,4,zip,1,2020-07-16,http://www.noaa.gov/,NA,NA,NA,"This is a point file of fish assemblages calculated from diver surveys in kelp forests in Southern California.  Visual census data was combined for two separate southern California datasets. The Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) provided information collected at 15 sites, and Vantuna Research Group (VRG) at 29 sites. Visual transect surveys were completed by SCUBA divers along the bottom of the kelp forest. The VRG dataset provided fish counts along 2m x 60m transects which were subsequently averaged for comparison with the PISCO dataset. The PISCO dataset provided mean counts along a 2m x 30m transect which were doubled before combining with the VRG data.  Fish that were not present in at least 5% of the trawls were removed from this analysis, resulting in a site by species matrix of 44 sites and 45 species. Site groups were calculated using the Bray-Curtis dissimilarity coefficient with average means clustering"
41,L2cvMTF5NWxyMjV5bA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5NWxyMjV5bA==,Kelp Market - Persistence Market Research,NA,NA,https://www.persistencemarketresearch.com/market-research/kelp-market.asp,1,csv; pdf,2,2015-01-10,NA,2024,NA,NA,"Kelp is a type of seaweed or algae that grow in shallow, nutrient-rich saltwater, and near coastal fronts."
