query_name,query_type,category,prefix,purpose,ok,n_hazard,hz_bang,hz_crosstab,hz_hardcoded_cruise,hz_string_numeric,hz_access_fn,hz_query_ref,sql_file
TR - Zooplankton,SELECT,validate,TR -,these are the querries that test for proper linkage between tables,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,accdb/sql/TR_-_Zooplankton.sql
TR - Zooplankton & Cast: Cruise,SELECT,validate,TR -,test for cruises in Zooplankton that do not have corresponding records in Cast,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TR_-_Zooplankton_Cast_Cruise.sql
TR - Zooplankton & Cast: Station,SELECT,validate,TR -,these are the querries that test for proper linkage between tables,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TR_-_Zooplankton_Cast_Station.sql
TR - Zooplankton & Station_ID: Station,SELECT,validate,TR -,these are the querries that test for proper linkage between tables,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TR_-_Zooplankton_Station_ID_Station.sql
TS - Cast: Line  Coverage,CROSS_TAB,validate,TS -,these are the querries that probe the structure of the data,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TS_-_Cast_Line_Coverage.sql
TS - Cast: Line Chl  Coverage,CROSS_TAB,validate,TS -,these are the querries that probe the structure of the data,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TS_-_Cast_Line_Chl_Coverage.sql
TS - Cruise: Line 90 Coverage,CROSS_TAB,validate,TS -,these are the querries that probe the structure of the data,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TS_-_Cruise_Line_90_Coverage.sql
TS - Tow Station Coverage,CROSS_TAB,validate,TS -,these are the querries that probe the structure of the data,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TS_-_Tow_Station_Coverage.sql
TV - Chl Value Tests,SELECT,validate,TV -,test for unusual values of Chl a and Phaeo using various criteria to be supplied by the user,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TV_-_Chl_Value_Tests.sql
TV - Deep Properties,SELECT,validate,TV -,Average of 500 m values for L 90 to 80 St > 50. Export to 'T - Deep Properties.xls' and plot averages to check for deviations,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TV_-_Deep_Properties.sql
TV - Property Tests,SELECT,validate,TV -,these are the querries that test for unusual values of parameters. Some of these require further processing in MS Excel,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TV_-_Property_Tests.sql
TX - Cast,SELECT,validate,TX -,these are the querries that generate intermediate results used for testing,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,accdb/sql/TX_-_Cast.sql
TX - Cast & Zooplankton: Station Matches,SELECT,validate,TX -,find all stations in Cast and Zooplankton that are matching.,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,accdb/sql/TX_-_Cast_Zooplankton_Station_Matches.sql
