archive,path,study,data_stage,cast_dir,n_bytes,sha256,n_rows,n_issues,cruise_key
20-0602JD_CTDFinalQC.zip,20-0602JD_CTDFinalQC/db_csvs/20-0602JD_CTDBTL_001-096D.csv,0602JD,final,D,17598558,4a312fbfb33b6ebb6fff57bd068cfd0c2d089477fc5f1566449d12fd60814839,43972,0,2006-02-31JD
20-0602JD_CTDFinalQC.zip,20-0602JD_CTDFinalQC/db_csvs/20-0602JD_CTDBTL_001-096U.csv,0602JD,final,U,17649021,f6629631224fe7cd82a2028ab6a387c5b172aa9b61243336d327260893616fbc,44101,0,2006-02-31JD
20-0604NH_CTDFinalQC.zip,20-0604NH_CTDFinalQC/db_csvs/20-0604NH_CTDBTL_001-563ID.csv,0604NH,final,D,12056479,f7924532b7f94eba3f0058f7ee7293c337444774ab6ad5b662f3d9de46d1d0b5,29764,0,2006-04-32NM
20-0604NH_CTDFinalQC.zip,20-0604NH_CTDFinalQC/db_csvs/20-0604NH_CTDBTL_001-563IU.csv,0604NH,final,U,12092289,8c606312ff8ea53530f51be5d123f3947e9084a878b058733714a81a9eecff9c,29854,0,2006-04-32NM
20-0607NH_CTDFinalQC.zip,20-0607NH_CTDFinalQC/db_csvs/20-0607NH_CTDBTL_001-074ID.csv,0607NH,final,D,11608330,6654eb7e2986bce3b7cc84c96ecc6778d4e1b5ee259d131451974d1c3dfd300d,30066,0,2006-07-32NM
20-0607NH_CTDFinalQC.zip,20-0607NH_CTDFinalQC/db_csvs/20-0607NH_CTDBTL_001-074IU.csv,0607NH,final,U,11609812,73c05fd0c11b322c4709f71ad493dc7cdfefa2703218d77393247a7654716e4d,30075,0,2006-07-32NM
20-0610RR_CTDFinalQC.zip,20-0610RR_CTDFinalQC/db-csvs/20-0610RR_CTDBTL_001-567D.csv,0610RR,final,D,12584309,8f1ab76ed65b4edc4e18b302013afb565960fa1e331f62f26e4961bab7637df7,30902,0,2006-10-33RR
20-0610RR_CTDFinalQC.zip,20-0610RR_CTDFinalQC/db-csvs/20-0610RR_CTDBTL_001-567U.csv,0610RR,final,U,12579017,1c0b936326a1868ba72f98bb6e1c5010731bc82bbe461de40865ff6de8493649,30907,0,2006-10-33RR
20-0701JD_CTDFinalQC.zip,20-0701JD_CTDFinalQC/db_csvs/20-0701JD_CTDBTL_001-084D.csv,0701JD,final,D,16050511,0617ac6e422237c6c385de4222715a69a0b5d36d2a75a01973989191e007c49d,39356,0,2007-01-31JD
20-0701JD_CTDFinalQC.zip,20-0701JD_CTDFinalQC/db_csvs/20-0701JD_CTDBTL_001-084U.csv,0701JD,final,U,16030251,f51f6629095997f6a93cbefa4323dc3693342cde2427e23371084c5951234d27,39371,0,2007-01-31JD
20-0704JD_CTDFinalQC.zip,20-0704JD_CTDFinalQC/db-csvs/20-0704JD_CTDBTL_001-555ID.csv,0704JD,final,D,16325232,5f6cb986b909fb0dcc94c22fa7b73fbf35718862ebf18f78b56e5dea105cb9a7,40794,0,2007-04-31JD
20-0704JD_CTDFinalQC.zip,20-0704JD_CTDFinalQC/db-csvs/20-0704JD_CTDBTL_001-555IU.csv,0704JD,final,U,16350494,f0925627c05b2ddcf57e99aaa25a61afac4c6136960596cc9ae67a440d9c8824,40871,0,2007-04-31JD
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/20-0707NH_CTDBTL_001-073ID.csv,0707NH,final,D,12163142,5b1d261bc0f4727443926f9869cf7c855e5f92e4ac2b5d575059be7f3f3b9538,29743,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/20-0707NH_CTDBTL_001-073IU.csv,0707NH,final,U,12143899,928629003193a26cdc28426ae7437cca6d5f8d5af6fd8e43628b73241265d75a,29792,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_001-012ID.csv,0707NH,final,D,1910799,5258889b0fcdf5c4a4355e96cb12f6af57f6c17a1768db654a477c224f4a49d6,4683,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_001-012IU.csv,0707NH,final,U,1898604,e2c6b501bf930a1afc6b7336408e9af2c4a4dd9bd9413673389b9448019ef631,4691,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_013-046ID.csv,0707NH,final,D,5989212,d2a019b01ceda35c3fb7e28be612bd6855679be3cffabef917084a451950c3c8,14649,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_013-046IU.csv,0707NH,final,U,5976892,1a3278dbc81789511bac452db661cfe4e192c095f588fd45c72d87fb4bfebe78,14671,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_047-073ID.csv,0707NH,final,D,4264487,307f8922e85e5255a7153ce164d5608125aba452f30dfafd46ae00ca318ab5bd,10411,0,2007-07-32NM
20-0707NH_CTDFinalQC.zip,20-0707NH_CTDFinalQC/db-csvs/separateRuns/20-0707NH_CTDBTL_047-073IU.csv,0707NH,final,U,4269759,3e1eae383a9f3c8a2e8076ab55de4bc64b163f7f14af3b41417a5ef190741c09,10430,0,2007-07-32NM
20-0711NH_CTDFinalQC.zip,20-0711NH_CTDFinalQC/db-csvs/20-0711_CTDBTL_001-067ID.csv,0711NH,final,D,11664137,45437ad6db858fa870fbfaf2ae8b93aaeec47a681d1be1d29f9d39a40ddf4da1,28662,0,2007-11-32NM
20-0711NH_CTDFinalQC.zip,20-0711NH_CTDFinalQC/db-csvs/20-0711_CTDBTL_001-067IU.csv,0711NH,final,U,11681316,8e27c95bb351277bf3ce73797a9019fbc5e68bd430e696c866e1a8d98c7eab9d,28732,0,2007-11-32NM
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801JD_CTDBTL_001-545ID.csv,0801JD,final,D,11464546,2f26f0e40666ce523acc1b061be410e1417acd935241a8c1cd6e4cc4406c5763,28798,0,2008-01-31JD
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801JD_CTDBTL_001-545IU.csv,0801JD,final,U,11485141,d6091f198f12913704478bdb216dfed00967efe9af5ca34583a8aa19d0dda73b,28858,0,2008-01-31JD
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801_CTDBTL_001-545D.csv,0801JD,final,D,11464960,263e6b6e5d504ad4df319f1bf78651306cbe71f303fa4f324450ec3042d1b351,28798,0,2008-01-31JD
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801_CTDBTL_001-545ID.csv,0801JD,final,D,11464960,263e6b6e5d504ad4df319f1bf78651306cbe71f303fa4f324450ec3042d1b351,28798,0,2008-01-31JD
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801_CTDBTL_001-545IU.csv,0801JD,final,U,11468679,6c97b14162c1d521781d12127eaa4182e204b2b78f72929a96c2b5b06084bbb8,28858,0,2008-01-31JD
20-0801JD_CTDFinalQC.zip,20-0801JD_CTDFinalQC/db-csvs/20-0801_CTDBTL_001-545U.csv,0801JD,final,U,11468679,6c97b14162c1d521781d12127eaa4182e204b2b78f72929a96c2b5b06084bbb8,28858,0,2008-01-31JD
20-0804JD_CTDFinalQC.zip,20-0804JD_CTDFinalQC/db-csvs/20-0804JD_CTDBTL_001-177ID.csv,0804JD,final,D,15409807,b19845a4e2595cd3d5f401e9aa5b7afdba04c0a628b12240d2c788bdffeff12d,39465,0,2008-04-31JD
20-0804JD_CTDFinalQC.zip,20-0804JD_CTDFinalQC/db-csvs/20-0804JD_CTDBTL_001-177IU.csv,0804JD,final,U,15430661,8ad4ddde60bbd4c7a090316fe6d8529384d09da0c59475be700fd2f6adfa48c2,39535,0,2008-04-31JD
20-0808NH_CTDFinalQC.zip,20-0808NH_CTDFinalQC/db-csvs/20-0808_CTDBTL_001-069D.csv,0808NH,final,D,11824595,efa72540ebef4c282034974de7a6b094e455eb853b715aab87881cade1bbf17c,29798,0,2008-08-32NM
20-0808NH_CTDFinalQC.zip,20-0808NH_CTDFinalQC/db-csvs/20-0808_CTDBTL_001-069U.csv,0808NH,final,U,11813699,dca4d70d96bb3330fef1c7288422d819d72979c3ad417cc2ef3a8678c0d7e415,29863,0,2008-08-32NM
20-0810NH_CTDFinalQC.zip,20-0810NH_CTDFinalQC/db-csvs/20-0810NH_CTDBTL_001-073ID.csv,0810NH,final,D,11170140,e41029faa39be20d0c531ef771a2581da48f6edc527e28d7f2068b0d60e8c165,29925,0,2008-10-32NM
20-0810NH_CTDFinalQC.zip,20-0810NH_CTDFinalQC/db-csvs/20-0810NH_CTDBTL_001-073IU.csv,0810NH,final,U,11181493,1e7262741902f7f8eab85ba301ea31e1411ca046699b65180e3a29a6ea479f63,29986,0,2008-10-32NM
20-0901NH_CTDFinalQC.zip,20-0901NH_CTDFinalQC/db-csvs/20-0901NH_CTDBTL_001-075ID.csv,0901NH,final,D,11743090,81f6eab5ee1227897bed4033af7e9f9e67ac7e8bc604a0212d6cfbfbe965d027,30033,0,2009-01-32NM
20-0901NH_CTDFinalQC.zip,20-0901NH_CTDFinalQC/db-csvs/20-0901NH_CTDBTL_001-075IU.csv,0901NH,final,U,11769859,0d08100bf4a2879b8dcc898fd34dd6f5258500afaad182ccae2961200ecbc64d,30102,0,2009-01-32NM
20-0903JD_CTDFinalQC.zip,20-0903JD_CTDFinalQC/db-csvs/20-0903JD_CTDBTL_001-071ID.csv,0903JD,final,D,11322247,c8cde8d0be3badf95647d32647343c7520b9a5dc57f187e415cb8bc0158995ae,29019,0,2009-03-31JD
20-0903JD_CTDFinalQC.zip,20-0903JD_CTDFinalQC/db-csvs/20-0903JD_CTDBTL_001-071IU.csv,0903JD,final,U,11344018,4f5e325372fe5681cd60202ecaf08a8a155757643b73e2e7576ad52b53fc13c3,29081,0,2009-03-31JD
20-0907M2_CTDFinalQC.zip,20-0907M2_CTDFinalQC/db_csvs/20-0907M2_CTDBTL_001-961ID.csv,0907M2,final,D,24375487,ba972090a8681662338852ac761700bada251787b23c9169145b5141d410ab4a,54821,0,2009-07-33MH
20-0907M2_CTDFinalQC.zip,20-0907M2_CTDFinalQC/db_csvs/20-0907M2_CTDBTL_001-961IU.csv,0907M2,final,U,24463128,fe085394bb17700bc6cfd3385d1ae77606edc9506f62b92698c601e30db067c8,54961,0,2009-07-33MH
20-0911NH_CTDFinalQC.zip,20-0911NH_CTDFinalQC/db_csvs/20-0911NH_CTDBTL_001-075ID.csv,0911NH,final,D,16397055,acb6594afa282301b0fb40b1d46f8117d047d16665001164b67943abf8a94d7a,35989,0,2009-11-32NM
20-0911NH_CTDFinalQC.zip,20-0911NH_CTDFinalQC/db_csvs/20-0911NH_CTDBTL_001-075IU.csv,0911NH,final,U,16407307,7122e78b0259d11d6953972014a76d35e7eb2d39f476e636b9b739863d37c3c5,36099,0,2009-11-32NM
20-1001NH_CTDFinalQC.zip,20-1001NH_CTDFinalQC/db_csvs/20-1001NH_CTDBTL_001-093D.csv,1001NH,final,D,21728887,067d3b406b73324f5f5d8161817a711dff33cad3ad8e383f6a54d1e7660f5fe5,48764,0,2010-01-32NM
20-1001NH_CTDFinalQC.zip,20-1001NH_CTDFinalQC/db_csvs/20-1001NH_CTDBTL_001-093U.csv,1001NH,final,U,21762937,e99b46ad2b5ae5ffec854257c24a95571c62b91647eebca3b7ae3eb9df006f2f,48884,0,2010-01-32NM
20-1004MF_CTDFinalQC.zip,20-1004MF_CTDFinalQC/db_csvs/20-1004MF_CTDBTL_123-682ID.csv,1004MF,final,D,13202905,808cea3f31d70b97b3af11d297b05814406b497292b777c8633e6fa0bd02cb77,28900,0,2010-04-31FN
20-1004MF_CTDFinalQC.zip,20-1004MF_CTDFinalQC/db_csvs/20-1004MF_CTDBTL_123-682IU.csv,1004MF,final,U,13049641,92812e30421f80c63684a7fbb4551b49e779b96eebdb380cda91ee53b768f53d,28495,0,2010-04-31FN
20-1008NH_CTDFinalQC.zip,20-1008NH_CTDFinalQC/db_csvs/20-1008NH_CTDBTL_001-075ID.csv,1008NH,final,D,16499733,def12dee3ab176c858ebdf72169c8ee6b54fa3a80232e9f0d736e26e5dd561fa,36066,0,2010-08-32NM
20-1008NH_CTDFinalQC.zip,20-1008NH_CTDFinalQC/db_csvs/20-1008NH_CTDBTL_001-075IU.csv,1008NH,final,U,16534927,15d6cf8848e6386f1c46045ffb60050ed5781275957e0a2384b257097355dab4,36141,0,2010-08-32NM
20-1011NH_CTDFinalQC.zip,20-1011NH_CTDFinalQC/db_csvs/20-1011NH_CTDBTL_001-067ID.csv,1011NH,final,D,15232738,5cef55dc9ef2213002a4bf4d68bd9267c1ad300641374494e1959278e6ce2cb3,33302,0,2010-11-32NM
20-1011NH_CTDFinalQC.zip,20-1011NH_CTDFinalQC/db_csvs/20-1011NH_CTDBTL_001-067IU.csv,1011NH,final,U,15256586,e1d348fcd2bb49d9aad6ca63b8e3ec5315225f5e6097f1067ceaefdb5519ce7f,33357,0,2010-11-32NM
20-1101NH_CTDFinalQC.zip,20-1101NH_CTDFinalQC/db_csvs/20-1101NH_CTDBTL_001-106D.csv,1101NH,final,D,24102007,1dae6e10f32de70395163e4a2c6ec7abd2391d00c3934d235bbaebe3f60e35c9,52510,0,2011-01-32NM
20-1101NH_CTDFinalQC.zip,20-1101NH_CTDFinalQC/db_csvs/20-1101NH_CTDBTL_001-106U.csv,1101NH,final,U,24749482,ae66640f0a99ac853e366f44087e31f654e32ac8f974be72b3d276289c1f5b20,53969,0,2011-01-32NM
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/20-1104SH_CTDBTL_037-114ID.csv,1104SH,final,D,12082009,2e871e3b4bf9782157c4f8a5082004a1bdca20f7084047771bea3efe110a378d,26151,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/20-1104SH_CTDBTL_037-114IU.csv,1104SH,final,U,12307874,efd8f25d7f369314c01d848f3ee58d0d270520c797872191d9cb75590bf5d5a5,26640,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_031-035ID.csv,1104SH,final,D,509558,82371e385ee406faaa244d23ecf330955d8c82d6c776fe0702a5e58ecda41678,1105,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_031-035IU.csv,1104SH,final,U,512487,3ad9761fd8444b196680ea8b379a5b2e8525b6fcca72c92bce26ec0f3ad6e75b,1111,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_031-114ID.csv,1104SH,final,D,12829446,350bd88561770c330f70b62ce5c9148ac5f3402b65f602d45cbbfc7afc1dece4,27775,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_031-114IU.csv,1104SH,final,U,13058719,fda355998b9e272a2c7453ce59e5084b140398d046ae46811f395da476b0b2f0,28271,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_036-036ID.csv,1104SH,final,D,239235,f74a0f1575ebbe22db7a03e9a467e37b18b66b320a1025de2e6c84b8692bde5e,519,0,2011-04-3322
20-1104SH_CTDFinalQC.zip,20-1104SH_CTDFinalQC/db_csvs/separate_runs/20-1104SH_CTDBTL_036-036IU.csv,1104SH,final,U,239714,ff662b6b9eb9530ffd358604c5d790288041972cb321f93377c4c0be02c75f72,520,0,2011-04-3322
20-1108NH_CTDFinalQC.zip,20-1108NH_CTDFinalQC/db_csvs/20-1108NH_CTDBTL_001-072ID.csv,1108NH,final,D,15330785,57d7e49856a62c3bbf8110c233cbb881c6c1ac0219f87471302b634d99837550,33007,0,2011-08-32NM
20-1108NH_CTDFinalQC.zip,20-1108NH_CTDFinalQC/db_csvs/20-1108NH_CTDBTL_001-072IU.csv,1108NH,final,U,15373776,0b2f746c8b8311e855d4ca73fd8452efec25ea511b0104489618593e781d41ab,33093,0,2011-08-32NM
20-1110NH_CTDFinalQC.zip,20-1110NH_CTDFinalQC/db_csv/20-1110NH_CTDBTL_001-666ID.csv,1110NH,final,D,16532664,7ecee46a40a15400bd7bcb1ec5e69beebad3f0e2bbf5d784fbd46c31adb2fead,36196,0,2011-10-32NM
20-1110NH_CTDFinalQC.zip,20-1110NH_CTDFinalQC/db_csv/20-1110NH_CTDBTL_001-666IU.csv,1110NH,final,U,16572957,9c22699b6b1d5cc155e6d0bf25de346d419c5228d1939cdd73de824eae21f626,36280,0,2011-10-32NM
20-1202NH_CTDFinalQC.zip,20-1202NH_CTDFinalQC/db_csvs/20-1202NH_CTDBTL_001-075D.csv,1202NH,final,D,15355340,1f70b9ee07735ab34d913a906f621374b45b28b9a2377bb5e609d8554ef38db8,33413,0,2012-02-32NM
20-1202NH_CTDFinalQC.zip,20-1202NH_CTDFinalQC/db_csvs/20-1202NH_CTDBTL_001-075U.csv,1202NH,final,U,15395187,8de9a44b0b113bf1f8fca192f45b183a1d19e14cf2c4322b6f1fe7ab07c1f3cf,33498,0,2012-02-32NM
20-1203SH_CTDFinalQC.zip,20-1203SH_CTDFinalQC/db_csvs/20-1203SH_CTDBTL_001-057D.csv,1203SH,final,D,11865043,c05a37729a6bfd0d5cf5f1d1379fb47df7ba3955018942eccc07b80674fff47c,25367,0,2012-03-3322
20-1203SH_CTDFinalQC.zip,20-1203SH_CTDFinalQC/db_csvs/20-1203SH_CTDBTL_001-057U.csv,1203SH,final,U,11893901,8989a6c75229112a22be04e670490c86e89253dc803f878cd64d2791ffe290c6,25428,0,2012-03-3322
20-1207OS_CTDFinalQC.zip,20-1207OS_CTDFinalQC/db_csvs/20-1207OS_CTDBTL_001-075D.csv,1207OS,final,D,13630923,0ee0381773bb06f68b4247dabe696413299cf12fc76d9e85a9aea0fa6ea05588,30002,0,2012-07-32I1
20-1207OS_CTDFinalQC.zip,20-1207OS_CTDFinalQC/db_csvs/20-1207OS_CTDBTL_001-075U.csv,1207OS,final,U,13683194,87838be12bdbee8b7f69e066776e9c01c0d2090880412e2a7a30e5a2079facea,30104,0,2012-07-32I1
20-1210NH_CTDFinalQC.zip,20-1210NH_CTDFinalQC/db_csv/20-1210NH_CTDBTL_001-075D.csv,1210NH,final,D,13349157,e9dfcbcfcbe228cd11b5a4c6d1842c3b8baa04c8b3ca87e8947f2f3d13a68f24,33114,191,2012-10-32NM
20-1210NH_CTDFinalQC.zip,20-1210NH_CTDFinalQC/db_csv/20-1210NH_CTDBTL_001-075U.csv,1210NH,final,U,13032968,08ac51e9985e9678fe54f24fd019848ec9f49167da5826d280b2789c26b66975,33200,192,2012-10-32NM
20-1301SH_CTDFinalQC.zip,20-1301SH_CTDFinalQC/db_csvs/20-1301SH_CTDBTL_001-090D.csv,1301SH,final,D,19017979,b50dd4d1ac83e35ea6267d178d4da88df60432c8a2035d38a4e42e5305b5ba6f,41523,0,2013-01-3322
20-1301SH_CTDFinalQC.zip,20-1301SH_CTDFinalQC/db_csvs/20-1301SH_CTDBTL_001-090U.csv,1301SH,final,U,19065029,2c7d3f425ee9fc7bb513fa3ccc90799c81acfbbb4e5cbee9280d931e0693677d,41625,0,2013-01-3322
20-1304SH_CTDFinalQC.zip,20-1304SH_CTDFinalQC/db_csv/20-1304SH_CTDBTL_001-109D.csv,1304SH,final,D,15144433,b3e71283d81084c56e42ff94f6240c313c465227ae3bd20a80812cf4478c2d47,33031,0,2013-04-3322
20-1304SH_CTDFinalQC.zip,20-1304SH_CTDFinalQC/db_csv/20-1304SH_CTDBTL_001-109U.csv,1304SH,final,U,15189071,0a5734d245705e122c39470085b2ec38ed9c268ad9f791c1a4442bd288c2c676,33125,0,2013-04-3322
20-1307NH_CTDFinalQC.zip,20-1307NH_CTDFinalQC/db_csv/20-1307NH_CTDBTL_001-074D.csv,1307NH,final,D,15295212,efb51736a8fac3bf93c0e6b4fad99eeb4b7d6ec8ca87d9f5be51e98051bcef0b,32892,0,2013-07-32NM
20-1307NH_CTDFinalQC.zip,20-1307NH_CTDFinalQC/db_csv/20-1307NH_CTDBTL_001-074U.csv,1307NH,final,U,15365451,ab185f3ee11fa641db320f5467ff034379b950c71de087bf7c282d9262ec918c,32969,0,2013-07-32NM
20-1311NH_CTDFinalQC.zip,20-1311NH_CTDFinalQC/db_csv/20-1311NH_CTDBTL_001-521D.csv,1311NH,final,D,16540243,b148115c8ba8bd3396ccccd064d3dcb99f1dbdc252e072c8f825310c2aa34dde,36067,0,2013-11-32NM
20-1311NH_CTDFinalQC.zip,20-1311NH_CTDFinalQC/db_csv/20-1311NH_CTDBTL_001-521U.csv,1311NH,final,U,16568588,880c6ced4adba2dab218c4fa21419be68e50e25fdc855ddd293499b8ccb46d6e,36142,0,2013-11-32NM
20-1402SH_CTDFinalQC.zip,20-1402SH_CTDFinalQC/db_csv/20-1402SH_CTDBTL_001-036D.csv,1402SH,final,D,6773102,63314e5fd6e59dc26f8a83786b027402f1141a0495a3022010db3b09738da68c,14637,0,2014-02-3322
20-1402SH_CTDFinalQC.zip,20-1402SH_CTDFinalQC/db_csv/20-1402SH_CTDBTL_001-036U.csv,1402SH,final,U,6791823,41da3adf598a2a450347d290a9d8ccb94d06d6cebf98dfe35a0c48de18780803,14676,0,2014-02-3322
20-1404OS_CTDFinalQC.zip,20-1404OS_CTDFinalQC/db_csv/20-1404OS_CTDBTL_001-070D.csv,1404OS,final,D,12559882,9bab627f74bd9f0f77eb8386517a48bab1fe50fcc5d0c9a55b57718ac7b90efe,27264,0,2014-04-32I1
20-1404OS_CTDFinalQC.zip,20-1404OS_CTDFinalQC/db_csv/20-1404OS_CTDBTL_001-070U.csv,1404OS,final,U,12590212,0e79e0b74ab677a0a1b78180df4dff5fcdcb98e54c6aafa3a3710b76040b7907,27330,0,2014-04-32I1
20-1407NH_CTDFinalQC.zip,20-1407NH_CTDFinalQC/db_csv/20-1407NH_CTDBTL_001-075D.csv,1407NH,final,D,15324215,e88ce812874f4455b520d6c1ebba620c1c915a8a453e9d424b6f6636258162df,33412,0,2014-07-32NM
20-1407NH_CTDFinalQC.zip,20-1407NH_CTDFinalQC/db_csv/20-1407NH_CTDBTL_001-075U.csv,1407NH,final,U,15365511,604df665151673779b3cdaf7a198a3ed70667cee4a7e872424b5c80c93ecbd3f,33498,0,2014-07-32NM
20-1411NH_CTDFinalQC.zip,20-1411NH_CTDFinalQC/db_csv/20-1411NH_CTDBTL_001-076D.csv,1411NH,final,D,15237222,5543267eceacc7ef63c0ea1af2daa5dd92effcc3287077ed5b90d8ce7ef658e2,33089,0,2014-11-32NM
20-1411NH_CTDFinalQC.zip,20-1411NH_CTDFinalQC/db_csv/20-1411NH_CTDBTL_001-076U.csv,1411NH,final,U,15278856,c9159349637f3bb1ea8f60ecd67ddbdf80611726911adbe0ec563b9476aa06f5,33180,0,2014-11-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/20-1501NH_CTDBTL_001-100D.csv,1501NH,final,D,16654238,1aea4a6004ba9f632d9f93442e885c5acaca69820ead3500b139a4fe52c88bb6,41713,0,2015-01-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/20-1501NH_CTDBTL_001-100U.csv,1501NH,final,U,16688742,b131e6430c05035470cc222fbf22d3130ce65fae0b00d2388ee53c11e4516fdc,41823,0,2015-01-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/dualTCO/20-1501NH_CTDBTL_001-064D.csv,1501NH,final,D,10015019,340641c45c2691036c6f8521ae3b449517462594557a26c162a6ccd6f669ba47,21953,0,2015-01-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/dualTCO/20-1501NH_CTDBTL_001-064U.csv,1501NH,final,U,10041805,2ab23429a93b1868ff6fec6bc91b39aa651aaf401b4e2ed7cbe715b3029c9dd3,22010,0,2015-01-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/singleTCO/20-1501NH_CTDBTL_004-100D.csv,1501NH,final,D,7199314,f95661fa4db8e74fd8b48300108517209638ca9d2752ae691f576c68f7b834db,19760,0,2015-01-32NM
20-1501NH_CTDFinalQC.zip,20-1501NH_CTDFinalQC/db_csv/singleTCO/20-1501NH_CTDBTL_004-100U.csv,1501NH,final,U,7214376,e69c27c327a9cdd460f930d71e6a26624f66fbe1ec2a2e9f93d75043bd3eafe9,19813,0,2015-01-32NM
20-1504NH_CTDFinalQC.zip,20-1504NH_CTDFinalQC/db_csvs/20-1504NH_CTDBTL_001-070D.csv,1504NH,final,D,12464541,6048db5652ce57e9935d22a25ea6f0500edd2910521d1131fb3ab78b8fb3ec77,27300,0,2015-04-32NM
20-1504NH_CTDFinalQC.zip,20-1504NH_CTDFinalQC/db_csvs/20-1504NH_CTDBTL_001-070U.csv,1504NH,final,U,12498706,84d29f20b8064ca4ae8b6d4035d967f9aeb1c404b0239371eb6c43a0fc591150,27378,0,2015-04-32NM
20-1507OC_CTDFinalQC.zip,20-1507OC_CTDFinalQC/db_csv/20-1507OC_CTDBTL_001-071D.csv,1507OC,final,D,12966328,ea7b92565e7dd6fc7aeabeb7ebe4ea46d587165376fc683a366193a4462a596a,28323,0,2015-07-32OC
20-1507OC_CTDFinalQC.zip,20-1507OC_CTDFinalQC/db_csv/20-1507OC_CTDBTL_001-071U.csv,1507OC,final,U,13006841,05d771fc7237c4c29984c612272681ef3695737fe7710689d4ef0bdbd6deeb38,28408,0,2015-07-32OC
20-1511OC_CTDFinalQC.zip,20-1511OC_CTDFinalQC/db_csvs/20-1511OC_CTDBTL_001-070D.csv,1511OC,final,D,13920508,dc30b07644be5bc7a4da948bba1da942fde4876a6b6cfa9f311824aac18c40a3,30736,0,2015-11-32OC
20-1511OC_CTDFinalQC.zip,20-1511OC_CTDFinalQC/db_csvs/20-1511OC_CTDBTL_001-070U.csv,1511OC,final,U,14204635,6512578bd93df71838e43c3d7d07d28f03f61dd41aebba0fbf87ebb74228284e,31337,0,2015-11-32OC
20-1601RL_CTDFinalQC.zip,20-1601RL_CTDFinalQC/db_csvs/20-1601RL_CTDBTL_001-104D.csv,1601RL,final,D,19395872,4a6ab6838f05c0128916262f8c3c6798466a5633a35e712a9e3bcd80c53f6e16,42972,0,2016-01-33UD
20-1601RL_CTDFinalQC.zip,20-1601RL_CTDFinalQC/db_csvs/20-1601RL_CTDBTL_001-104U.csv,1601RL,final,U,19442295,eb5eb2430937732194618d19731896c86bcaa225099d5da8e640fad447f519f8,43072,0,2016-01-33UD
20-1604SH_CTDFinalQC.zip,20-1604SH_CTDFinalQC/db_csvs/20-1604SH_CTDBTL_001-101D.csv,1604SH,final,D,18673511,6c8c4e8fc5fa6aaef21e54bd950c9eefb91c487f67f5efb19574c42345905de9,41393,0,2016-04-3322
20-1604SH_CTDFinalQC.zip,20-1604SH_CTDFinalQC/db_csvs/20-1604SH_CTDBTL_001-101U.csv,1604SH,final,U,18724386,08f515549d024b6fe6ee7caa7092a63c13a2f1fa5eb5e7fca5d36af76f9ade09,41511,0,2016-04-3322
