measurement_type,band,year,anom,n_cruises,n_values
oxygen_umol_kg,10-50,1997,1.0493,4,1169
oxygen_umol_kg,10-50,1998,-1.8271,7,1480
oxygen_umol_kg,10-50,1999,4.1384,4,1490
oxygen_umol_kg,10-50,2000,-0.04,4,1465
oxygen_umol_kg,10-50,2001,2.5625,4,1512
oxygen_umol_kg,10-50,2002,5.4485,4,1462
oxygen_umol_kg,10-50,2003,0.8935,4,1508
oxygen_umol_kg,10-50,2004,-1.5359,4,1410
oxygen_umol_kg,10-50,2005,-4.9445,4,1523
oxygen_umol_kg,10-50,2006,-1.7222,4,1421
oxygen_umol_kg,10-50,2007,0.9044,4,1391
oxygen_umol_kg,10-50,2008,0.8002,4,1473
oxygen_umol_kg,10-50,2009,4.3437,4,1306
oxygen_umol_kg,10-50,2010,-1.8842,4,1168
oxygen_umol_kg,10-50,2011,-2.4996,4,1447
oxygen_umol_kg,10-50,2012,-0.1202,4,1345
oxygen_umol_kg,10-50,2013,-2.7561,4,1413
oxygen_umol_kg,10-50,2014,0.3466,4,1176
oxygen_umol_kg,10-50,2015,0.1472,4,1342
oxygen_umol_kg,10-50,2016,-4.6567,4,1483
oxygen_umol_kg,10-50,2017,-3.2833,4,1408
oxygen_umol_kg,10-50,2018,-0.8232,3,873
oxygen_umol_kg,10-50,2019,-1.1473,4,1176
oxygen_umol_kg,10-50,2020,-5.0929,3,975
oxygen_umol_kg,10-50,2021,-3.1779,1,251
oxygen_umol_kg,100-200,1950,3.2263,8,513
oxygen_umol_kg,100-200,1951,7.7606,4,145
oxygen_umol_kg,100-200,1952,9.8147,9,544
oxygen_umol_kg,100-200,1953,-2.4837,9,445
oxygen_umol_kg,100-200,1955,-11.6707,2,259
oxygen_umol_kg,100-200,1956,-9.0044,2,250
oxygen_umol_kg,100-200,1957,0.1014,5,544
oxygen_umol_kg,100-200,1958,8.8485,11,888
oxygen_umol_kg,100-200,1959,6.4022,11,1279
oxygen_umol_kg,100-200,1960,-0.0489,11,995
oxygen_umol_kg,100-200,1961,1.1724,8,572
oxygen_umol_kg,100-200,1962,-4.0259,7,480
oxygen_umol_kg,100-200,1963,11.5351,7,422
oxygen_umol_kg,100-200,1964,1.8697,4,369
oxygen_umol_kg,100-200,1965,11.8706,4,352
oxygen_umol_kg,100-200,1966,1.3039,3,469
oxygen_umol_kg,100-200,1967,39.9187,1,7
oxygen_umol_kg,100-200,1968,7.7019,1,81
oxygen_umol_kg,100-200,1969,20.0959,8,243
oxygen_umol_kg,100-200,1971,8.4675,1,11
oxygen_umol_kg,100-200,1972,31.3281,8,166
oxygen_umol_kg,100-200,1973,20.0549,1,4
oxygen_umol_kg,100-200,1974,18.2309,2,24
oxygen_umol_kg,100-200,1975,6.0021,5,119
oxygen_umol_kg,100-200,1976,40.0232,1,6
oxygen_umol_kg,100-200,1978,7.5292,6,846
oxygen_umol_kg,100-200,1982,17.9224,1,102
oxygen_umol_kg,100-200,1983,28.0777,8,227
oxygen_umol_kg,100-200,1984,11.1201,10,2063
oxygen_umol_kg,100-200,1985,15.3319,3,601
oxygen_umol_kg,100-200,1986,12.7031,4,549
oxygen_umol_kg,100-200,1987,17.8495,2,407
oxygen_umol_kg,100-200,1988,-1.6663,4,1057
oxygen_umol_kg,100-200,1989,1.3571,5,1429
oxygen_umol_kg,100-200,1990,5.2407,4,1070
oxygen_umol_kg,100-200,1991,13.1732,4,991
oxygen_umol_kg,100-200,1992,17.9931,4,1255
oxygen_umol_kg,100-200,1993,15.8318,4,1363
oxygen_umol_kg,100-200,1994,13.0146,4,1381
oxygen_umol_kg,100-200,1995,11.5986,4,1646
oxygen_umol_kg,100-200,1996,1.7328,4,1426
oxygen_umol_kg,100-200,1997,6.7786,4,1231
oxygen_umol_kg,100-200,1998,16.7222,7,1656
oxygen_umol_kg,100-200,1999,-1.5714,4,1502
oxygen_umol_kg,100-200,2000,0.6021,4,1576
oxygen_umol_kg,100-200,2001,2.3223,4,1614
oxygen_umol_kg,100-200,2002,0.1359,4,1491
oxygen_umol_kg,100-200,2003,-1.2333,4,1580
oxygen_umol_kg,100-200,2004,-2.4311,4,1424
oxygen_umol_kg,100-200,2005,-8.3117,4,1524
oxygen_umol_kg,100-200,2006,-9.8679,4,1441
oxygen_umol_kg,100-200,2007,-8.5477,4,1378
oxygen_umol_kg,100-200,2008,-8.4886,4,1333
oxygen_umol_kg,100-200,2009,-3.5953,4,1175
oxygen_umol_kg,100-200,2010,-2.5883,4,1045
oxygen_umol_kg,100-200,2011,-11.073,4,1340
oxygen_umol_kg,100-200,2012,-13.5231,4,1235
oxygen_umol_kg,100-200,2013,-5.2374,4,1364
oxygen_umol_kg,100-200,2014,9.0288,4,1121
oxygen_umol_kg,100-200,2015,13.8397,4,1313
oxygen_umol_kg,100-200,2016,1.4191,4,1361
oxygen_umol_kg,100-200,2017,-2.4219,4,1314
oxygen_umol_kg,100-200,2018,6.4032,3,842
oxygen_umol_kg,100-200,2019,7.9637,4,1047
oxygen_umol_kg,100-200,2020,-6.0888,3,990
oxygen_umol_kg,100-200,2021,-15.8593,1,299
oxygen_umol_kg,200-500,1950,5.8807,8,613
oxygen_umol_kg,200-500,1951,6.9463,4,158
oxygen_umol_kg,200-500,1952,3.4522,9,536
oxygen_umol_kg,200-500,1953,-2.6246,9,465
oxygen_umol_kg,200-500,1955,-7.0797,2,232
oxygen_umol_kg,200-500,1956,-5.3614,2,207
oxygen_umol_kg,200-500,1957,-7.8116,5,466
oxygen_umol_kg,200-500,1958,-1.1225,11,794
oxygen_umol_kg,200-500,1959,-0.3078,11,1346
oxygen_umol_kg,200-500,1960,-3.0787,11,992
oxygen_umol_kg,200-500,1961,-1.6393,8,524
oxygen_umol_kg,200-500,1962,-5.4121,7,490
oxygen_umol_kg,200-500,1963,8.1121,6,386
oxygen_umol_kg,200-500,1964,1.1349,4,362
oxygen_umol_kg,200-500,1965,5.5188,4,317
oxygen_umol_kg,200-500,1966,2.26,3,459
oxygen_umol_kg,200-500,1967,25.1523,1,8
oxygen_umol_kg,200-500,1968,12.0653,1,73
oxygen_umol_kg,200-500,1969,12.2184,8,436
oxygen_umol_kg,200-500,1971,22.5284,1,15
oxygen_umol_kg,200-500,1972,17.6576,8,156
oxygen_umol_kg,200-500,1973,19.3123,1,5
oxygen_umol_kg,200-500,1974,13.2897,2,23
oxygen_umol_kg,200-500,1975,8.2023,5,102
oxygen_umol_kg,200-500,1976,20.3246,1,12
oxygen_umol_kg,200-500,1978,4.0898,6,953
oxygen_umol_kg,200-500,1982,26.372,1,100
oxygen_umol_kg,200-500,1983,23.4941,8,209
oxygen_umol_kg,200-500,1984,15.2085,10,1965
oxygen_umol_kg,200-500,1985,14.313,3,489
oxygen_umol_kg,200-500,1986,11.9275,4,431
oxygen_umol_kg,200-500,1987,17.0591,2,361
oxygen_umol_kg,200-500,1988,4.1242,4,951
oxygen_umol_kg,200-500,1989,4.0151,5,1397
oxygen_umol_kg,200-500,1990,8.7697,4,918
oxygen_umol_kg,200-500,1991,16.737,4,983
oxygen_umol_kg,200-500,1992,16.6779,4,1254
oxygen_umol_kg,200-500,1993,13.8462,4,1446
oxygen_umol_kg,200-500,1994,11.396,4,1617
oxygen_umol_kg,200-500,1995,13.2203,4,1922
oxygen_umol_kg,200-500,1996,5.5841,4,1579
oxygen_umol_kg,200-500,1997,6.0302,4,1437
oxygen_umol_kg,200-500,1998,12.9936,7,1844
oxygen_umol_kg,200-500,1999,3.306,4,1742
oxygen_umol_kg,200-500,2000,0.4076,4,1870
oxygen_umol_kg,200-500,2001,1.9122,4,1914
oxygen_umol_kg,200-500,2002,-0.4233,4,1808
oxygen_umol_kg,200-500,2003,-3.5256,4,1948
oxygen_umol_kg,200-500,2004,-1.6602,4,1714
oxygen_umol_kg,200-500,2005,-2.8377,4,1820
oxygen_umol_kg,200-500,2006,-7.1113,4,1757
oxygen_umol_kg,200-500,2007,-4.2013,4,1692
oxygen_umol_kg,200-500,2008,-9.4484,4,1752
oxygen_umol_kg,200-500,2009,-6.6598,4,1375
oxygen_umol_kg,200-500,2010,-5.319,4,1147
oxygen_umol_kg,200-500,2011,-11.161,4,1458
oxygen_umol_kg,200-500,2012,-13.5072,4,1290
oxygen_umol_kg,200-500,2013,-9.0434,4,1448
oxygen_umol_kg,200-500,2014,-1.4588,4,1138
oxygen_umol_kg,200-500,2015,1.6997,4,1363
oxygen_umol_kg,200-500,2016,-2.7567,4,1405
oxygen_umol_kg,200-500,2017,-5.7622,4,1308
oxygen_umol_kg,200-500,2018,-3.3772,3,802
oxygen_umol_kg,200-500,2019,-0.2147,4,1015
oxygen_umol_kg,200-500,2020,-4.1628,3,1050
oxygen_umol_kg,200-500,2021,-9.2453,1,313
oxygen_umol_kg,50-100,1950,-3.2498,8,429
oxygen_umol_kg,50-100,1951,14.159,4,109
oxygen_umol_kg,50-100,1952,6.5133,9,433
oxygen_umol_kg,50-100,1953,3.9357,9,401
oxygen_umol_kg,50-100,1955,-7.1981,2,338
oxygen_umol_kg,50-100,1956,-3.8076,2,244
oxygen_umol_kg,50-100,1957,-1.8845,5,514
oxygen_umol_kg,50-100,1958,7.8406,11,856
oxygen_umol_kg,50-100,1959,-0.9817,11,1179
oxygen_umol_kg,50-100,1960,-1.4294,11,829
oxygen_umol_kg,50-100,1961,-2.071,8,479
oxygen_umol_kg,50-100,1962,-3.532,7,420
oxygen_umol_kg,50-100,1963,6.67,7,341
oxygen_umol_kg,50-100,1964,-3.9627,4,313
oxygen_umol_kg,50-100,1965,5.2785,4,313
oxygen_umol_kg,50-100,1966,4.2498,3,401
oxygen_umol_kg,50-100,1967,48.277,1,4
oxygen_umol_kg,50-100,1968,15.4693,1,68
oxygen_umol_kg,50-100,1969,21.0925,9,204
oxygen_umol_kg,50-100,1971,-0.6412,1,14
oxygen_umol_kg,50-100,1972,26.7861,8,150
oxygen_umol_kg,50-100,1973,38.7602,1,3
oxygen_umol_kg,50-100,1974,7.8744,2,24
oxygen_umol_kg,50-100,1975,14.1424,5,102
oxygen_umol_kg,50-100,1976,39.2051,1,7
oxygen_umol_kg,50-100,1978,0.1251,6,748
oxygen_umol_kg,50-100,1982,7.5043,1,50
oxygen_umol_kg,50-100,1983,31.054,8,201
oxygen_umol_kg,50-100,1984,9.412,10,1956
oxygen_umol_kg,50-100,1985,13.9794,3,685
oxygen_umol_kg,50-100,1986,9.8154,4,633
oxygen_umol_kg,50-100,1987,31.268,3,527
oxygen_umol_kg,50-100,1988,0.9481,4,1210
oxygen_umol_kg,50-100,1989,3.5735,5,1628
oxygen_umol_kg,50-100,1990,8.3294,4,1211
oxygen_umol_kg,50-100,1991,11.7088,4,1144
oxygen_umol_kg,50-100,1992,16.7279,4,1435
oxygen_umol_kg,50-100,1993,8.2563,4,1505
oxygen_umol_kg,50-100,1994,7.7078,4,1303
oxygen_umol_kg,50-100,1995,4.7096,4,1426
oxygen_umol_kg,50-100,1996,-2.7207,4,1442
oxygen_umol_kg,50-100,1997,8.8331,4,1137
oxygen_umol_kg,50-100,1998,9.1219,7,1434
oxygen_umol_kg,50-100,1999,-0.9377,4,1433
oxygen_umol_kg,50-100,2000,0.9288,4,1416
oxygen_umol_kg,50-100,2001,6.1789,4,1463
oxygen_umol_kg,50-100,2002,3.5898,4,1408
oxygen_umol_kg,50-100,2003,-0.4052,4,1450
oxygen_umol_kg,50-100,2004,-2.703,4,1336
oxygen_umol_kg,50-100,2005,-6.5983,4,1408
oxygen_umol_kg,50-100,2006,-8.5243,4,1304
oxygen_umol_kg,50-100,2007,-5.1704,4,1257
oxygen_umol_kg,50-100,2008,-4.689,4,1300
oxygen_umol_kg,50-100,2009,-0.4057,4,1126
oxygen_umol_kg,50-100,2010,-3.686,4,1030
oxygen_umol_kg,50-100,2011,-7.6677,4,1286
oxygen_umol_kg,50-100,2012,-7.0599,4,1188
oxygen_umol_kg,50-100,2013,-2.3762,4,1268
oxygen_umol_kg,50-100,2014,10.7997,4,1046
oxygen_umol_kg,50-100,2015,13.236,4,1178
oxygen_umol_kg,50-100,2016,-1.2901,4,1247
oxygen_umol_kg,50-100,2017,-2.0927,4,1260
oxygen_umol_kg,50-100,2018,3.7364,3,800
oxygen_umol_kg,50-100,2019,6.386,4,1012
oxygen_umol_kg,50-100,2020,-2.1874,3,832
oxygen_umol_kg,50-100,2021,-11.5009,1,214
oxygen_umol_kg,500-1000,1950,4.6102,8,128
oxygen_umol_kg,500-1000,1951,4.221,3,31
oxygen_umol_kg,500-1000,1952,2.7113,9,97
oxygen_umol_kg,500-1000,1953,2.4195,9,86
oxygen_umol_kg,500-1000,1955,2.8957,2,45
oxygen_umol_kg,500-1000,1956,6.1428,2,36
oxygen_umol_kg,500-1000,1957,0.9722,5,77
oxygen_umol_kg,500-1000,1958,4.3164,11,136
oxygen_umol_kg,500-1000,1959,1.4896,11,230
oxygen_umol_kg,500-1000,1960,-0.1961,11,164
oxygen_umol_kg,500-1000,1961,1.2966,8,88
oxygen_umol_kg,500-1000,1962,-1.9907,7,86
oxygen_umol_kg,500-1000,1963,2.086,6,74
oxygen_umol_kg,500-1000,1964,3.7533,4,65
oxygen_umol_kg,500-1000,1965,3.0209,4,58
oxygen_umol_kg,500-1000,1966,-0.5944,3,84
oxygen_umol_kg,500-1000,1967,7.765,1,1
oxygen_umol_kg,500-1000,1968,2.5218,1,13
oxygen_umol_kg,500-1000,1969,6.3804,8,99
oxygen_umol_kg,500-1000,1971,3.2544,1,4
oxygen_umol_kg,500-1000,1972,10.0753,8,29
oxygen_umol_kg,500-1000,1973,15.6865,1,1
oxygen_umol_kg,500-1000,1974,5.0357,2,5
oxygen_umol_kg,500-1000,1975,2.6713,5,20
oxygen_umol_kg,500-1000,1976,3.4787,1,2
oxygen_umol_kg,500-1000,1978,3.6604,6,148
oxygen_umol_kg,500-1000,1982,13.3392,1,48
oxygen_umol_kg,500-1000,1983,14.2462,7,33
oxygen_umol_kg,500-1000,1984,4.4558,10,329
oxygen_umol_kg,500-1000,1985,2.5467,3,113
oxygen_umol_kg,500-1000,1986,0.8918,4,92
oxygen_umol_kg,500-1000,1987,2.1785,2,75
oxygen_umol_kg,500-1000,1988,-1.0088,4,170
oxygen_umol_kg,500-1000,1989,-1.1221,5,249
oxygen_umol_kg,500-1000,1990,1.0211,4,176
oxygen_umol_kg,500-1000,1991,4.4095,4,161
oxygen_umol_kg,500-1000,1992,5.6343,4,191
oxygen_umol_kg,500-1000,1993,3.7788,4,222
oxygen_umol_kg,500-1000,1994,3.5332,4,213
oxygen_umol_kg,500-1000,1995,4.2634,4,224
oxygen_umol_kg,500-1000,1996,1.4672,4,229
oxygen_umol_kg,500-1000,1997,-0.1518,4,183
oxygen_umol_kg,500-1000,1998,3.5073,7,225
oxygen_umol_kg,500-1000,1999,0.2755,4,250
oxygen_umol_kg,500-1000,2000,-0.3257,4,223
oxygen_umol_kg,500-1000,2001,-0.3164,4,239
oxygen_umol_kg,500-1000,2002,-0.1249,4,239
oxygen_umol_kg,500-1000,2003,-0.3328,4,224
oxygen_umol_kg,500-1000,2004,-0.4221,4,220
oxygen_umol_kg,500-1000,2005,-0.1648,4,226
oxygen_umol_kg,500-1000,2006,-1.0367,4,204
oxygen_umol_kg,500-1000,2007,-0.8972,4,211
oxygen_umol_kg,500-1000,2008,-2.032,4,234
oxygen_umol_kg,500-1000,2009,-1.358,4,187
oxygen_umol_kg,500-1000,2010,-0.95,4,177
oxygen_umol_kg,500-1000,2011,-2.6025,4,218
oxygen_umol_kg,500-1000,2012,-3.5379,4,205
oxygen_umol_kg,500-1000,2013,-3.2936,4,216
oxygen_umol_kg,500-1000,2014,-1.9891,4,182
oxygen_umol_kg,500-1000,2015,-2.2568,4,208
oxygen_umol_kg,500-1000,2016,-2.9396,4,213
oxygen_umol_kg,500-1000,2017,-3.4841,4,218
oxygen_umol_kg,500-1000,2018,-3.3292,3,143
oxygen_umol_kg,500-1000,2019,-0.9203,4,171
oxygen_umol_kg,500-1000,2020,-2.7013,3,161
oxygen_umol_kg,500-1000,2021,-1.6237,1,53
salinity,0-10,1950,0.0542,9,182
salinity,0-10,1951,-0.0883,7,96
salinity,0-10,1952,-0.109,10,240
salinity,0-10,1953,-0.0373,18,296
salinity,0-10,1954,-0.0241,8,101
salinity,0-10,1955,0.0954,4,97
salinity,0-10,1956,0.0421,2,55
salinity,0-10,1957,0.1247,6,128
salinity,0-10,1958,0.1347,12,240
salinity,0-10,1959,0.1951,11,523
salinity,0-10,1960,0.1564,11,314
salinity,0-10,1961,0.1198,8,175
salinity,0-10,1962,0.1487,7,166
salinity,0-10,1963,0.1011,7,124
salinity,0-10,1964,0.2102,4,112
salinity,0-10,1965,0.0733,4,139
salinity,0-10,1966,0.0444,3,147
salinity,0-10,1967,-0.0157,1,14
salinity,0-10,1968,0.1014,1,66
salinity,0-10,1969,-0.0349,10,354
salinity,0-10,1971,-0.0766,1,8
salinity,0-10,1972,0.0626,9,190
salinity,0-10,1973,0.1749,1,1
salinity,0-10,1974,0.1576,2,36
salinity,0-10,1975,0.1594,6,169
salinity,0-10,1976,0.2718,4,15
salinity,0-10,1978,-0.1046,6,314
salinity,0-10,1980,0.1572,1,9
salinity,0-10,1981,0.1424,5,99
salinity,0-10,1982,0.1286,1,50
salinity,0-10,1983,0.0203,10,100
salinity,0-10,1984,0.0876,10,633
salinity,0-10,1985,0.1264,3,229
salinity,0-10,1986,-0.0556,4,231
salinity,0-10,1987,0.0397,3,174
salinity,0-10,1988,0.0519,5,392
salinity,0-10,1989,0.0801,5,530
salinity,0-10,1990,0.1397,4,414
salinity,0-10,1991,0.0446,4,390
salinity,0-10,1992,-0.131,4,533
salinity,0-10,1993,-0.151,4,588
salinity,0-10,1994,-0.045,4,529
salinity,0-10,1995,-0.0536,4,656
salinity,0-10,1996,0.0585,4,855
salinity,0-10,1997,0.0303,4,583
salinity,0-10,1998,0.0441,7,704
salinity,0-10,1999,0.1182,4,654
salinity,0-10,2000,0.1362,4,598
salinity,0-10,2001,0.1429,4,638
salinity,0-10,2002,0.0301,4,637
salinity,0-10,2003,-0.1903,4,628
salinity,0-10,2004,-0.1992,4,613
salinity,0-10,2005,-0.158,4,677
salinity,0-10,2006,-0.0529,4,627
salinity,0-10,2007,0.125,4,607
salinity,0-10,2008,0.0136,4,660
salinity,0-10,2009,0.0081,4,607
salinity,0-10,2010,-0.0439,4,532
salinity,0-10,2011,-0.0533,4,650
salinity,0-10,2012,0.0516,4,647
salinity,0-10,2013,0.1348,4,711
salinity,0-10,2014,0.0706,4,653
salinity,0-10,2015,-0.0595,4,719
salinity,0-10,2016,0.0166,4,714
salinity,0-10,2017,-0.0029,4,687
salinity,0-10,2018,0.1903,3,460
salinity,0-10,2019,0.1607,4,635
salinity,0-10,2020,0.0792,3,494
salinity,0-10,2021,0.0355,1,172
salinity,10-50,1950,0.049,9,596
salinity,10-50,1951,-0.1266,12,339
salinity,10-50,1952,-0.0994,10,766
salinity,10-50,1953,-0.0338,18,989
salinity,10-50,1954,-0.0399,8,434
salinity,10-50,1955,0.0887,6,472
salinity,10-50,1956,0.061,2,204
salinity,10-50,1957,0.1112,6,468
salinity,10-50,1958,0.1303,12,858
salinity,10-50,1959,0.1784,11,1437
salinity,10-50,1960,0.1498,11,880
salinity,10-50,1961,0.1033,8,474
salinity,10-50,1962,0.1404,7,495
salinity,10-50,1963,0.1012,7,361
salinity,10-50,1964,0.2019,4,309
salinity,10-50,1965,0.0861,4,407
salinity,10-50,1966,0.0341,3,392
salinity,10-50,1967,-0.0153,1,39
salinity,10-50,1968,0.0682,1,209
salinity,10-50,1969,-0.0375,10,1047
salinity,10-50,1971,-0.0907,1,24
salinity,10-50,1972,0.055,9,546
salinity,10-50,1973,0.1888,1,4
salinity,10-50,1974,0.1513,2,127
salinity,10-50,1975,0.1591,6,617
salinity,10-50,1976,0.2685,4,47
salinity,10-50,1978,-0.0709,6,950
salinity,10-50,1980,0.1495,1,36
salinity,10-50,1981,0.1335,5,395
salinity,10-50,1982,0.1371,1,150
salinity,10-50,1983,0.0421,10,302
salinity,10-50,1984,0.0792,10,2155
salinity,10-50,1985,0.1251,4,911
salinity,10-50,1986,-0.0413,4,817
salinity,10-50,1987,-0.0338,3,623
salinity,10-50,1988,0.0307,5,1435
salinity,10-50,1989,0.0551,5,1940
salinity,10-50,1990,0.1143,4,1500
salinity,10-50,1991,0.0462,4,1347
salinity,10-50,1992,-0.1236,4,1630
salinity,10-50,1993,-0.1177,4,1676
salinity,10-50,1994,-0.0435,4,1375
salinity,10-50,1995,-0.0233,4,1475
salinity,10-50,1996,0.0567,4,1688
salinity,10-50,1997,0.0213,4,1196
salinity,10-50,1998,0.0681,7,1496
salinity,10-50,1999,0.1228,4,1503
salinity,10-50,2000,0.1345,4,1473
salinity,10-50,2001,0.1402,4,1526
salinity,10-50,2002,0.0243,4,1502
salinity,10-50,2003,-0.1904,4,1520
salinity,10-50,2004,-0.1977,4,1433
salinity,10-50,2005,-0.1155,4,1632
salinity,10-50,2006,-0.0397,4,1601
salinity,10-50,2007,0.1095,4,1493
salinity,10-50,2008,0.0156,4,1569
salinity,10-50,2009,-0.0086,4,1389
salinity,10-50,2010,-0.0557,4,1248
salinity,10-50,2011,-0.0513,4,1551
salinity,10-50,2012,0.0476,4,1425
salinity,10-50,2013,0.1124,4,1505
salinity,10-50,2014,0.0345,4,1279
salinity,10-50,2015,-0.0704,4,1475
salinity,10-50,2016,-0.0025,4,1667
salinity,10-50,2017,-0.0003,4,1584
salinity,10-50,2018,0.1811,3,1004
salinity,10-50,2019,0.153,4,1265
salinity,10-50,2020,0.0534,3,1144
salinity,10-50,2021,0.0033,1,270
salinity,100-200,1950,0.0012,9,542
salinity,100-200,1951,-0.0064,6,252
salinity,100-200,1952,-0.1176,10,674
salinity,100-200,1953,0.0054,18,802
salinity,100-200,1954,0.0184,8,358
salinity,100-200,1955,0.0236,6,361
salinity,100-200,1956,0.0761,2,255
salinity,100-200,1957,-0.0413,6,578
salinity,100-200,1958,-0.0615,12,952
salinity,100-200,1959,-0.0023,11,1404
salinity,100-200,1960,0.0363,11,1005
salinity,100-200,1961,0.0058,8,575
salinity,100-200,1962,0.048,7,484
salinity,100-200,1963,0.0051,7,434
salinity,100-200,1964,0.0755,4,405
salinity,100-200,1965,0.0596,4,452
salinity,100-200,1966,0.0467,3,493
salinity,100-200,1967,-0.0027,1,43
salinity,100-200,1968,0.0546,1,210
salinity,100-200,1969,-0.0374,10,937
salinity,100-200,1971,-0.0136,1,23
salinity,100-200,1972,-0.0282,9,563
salinity,100-200,1973,0.0551,1,4
salinity,100-200,1974,-0.0101,2,102
salinity,100-200,1975,0.057,5,539
salinity,100-200,1976,0.0437,3,29
salinity,100-200,1978,-0.0237,6,858
salinity,100-200,1980,0.1079,1,26
salinity,100-200,1981,0.0464,5,330
salinity,100-200,1982,0.1022,1,150
salinity,100-200,1983,-0.0991,10,275
salinity,100-200,1984,-0.006,10,2069
salinity,100-200,1985,0.0005,3,602
salinity,100-200,1986,-0.014,4,549
salinity,100-200,1987,0.0177,2,409
salinity,100-200,1988,0.0588,5,1060
salinity,100-200,1989,0.0491,5,1432
salinity,100-200,1990,0.0168,4,1071
salinity,100-200,1991,-0.016,4,994
salinity,100-200,1992,-0.139,4,1255
salinity,100-200,1993,-0.1266,4,1364
salinity,100-200,1994,-0.0527,4,1388
salinity,100-200,1995,0.0002,4,1657
salinity,100-200,1996,0.0288,4,1431
salinity,100-200,1997,-0.0292,4,1237
salinity,100-200,1998,0.0079,7,1660
salinity,100-200,1999,0.0901,4,1508
salinity,100-200,2000,0.058,4,1582
salinity,100-200,2001,0.0399,4,1620
salinity,100-200,2002,-0.0055,4,1492
salinity,100-200,2003,-0.0702,4,1587
salinity,100-200,2004,-0.0599,4,1429
salinity,100-200,2005,0.0,4,1539
salinity,100-200,2006,0.0259,4,1446
salinity,100-200,2007,0.0712,4,1380
salinity,100-200,2008,0.0343,4,1346
salinity,100-200,2009,-0.0064,4,1184
salinity,100-200,2010,-0.057,4,1046
salinity,100-200,2011,0.0036,4,1344
salinity,100-200,2012,0.0336,4,1236
salinity,100-200,2013,0.0085,4,1365
salinity,100-200,2014,-0.0875,4,1127
salinity,100-200,2015,-0.1547,4,1319
salinity,100-200,2016,-0.0836,4,1367
salinity,100-200,2017,-0.0057,4,1318
salinity,100-200,2018,0.007,3,844
salinity,100-200,2019,0.0359,4,1053
salinity,100-200,2020,0.0656,3,1000
salinity,100-200,2021,0.1011,1,299
salinity,200-500,1950,-0.0233,9,645
salinity,200-500,1951,-0.0006,6,283
salinity,200-500,1952,-0.017,10,651
salinity,200-500,1953,0.0268,18,818
salinity,200-500,1954,0.0357,8,337
salinity,200-500,1955,0.0238,6,331
salinity,200-500,1956,0.0316,2,212
salinity,200-500,1957,0.0093,6,510
salinity,200-500,1958,0.0129,12,847
salinity,200-500,1959,-0.0077,11,1470
salinity,200-500,1960,0.0134,11,1010
salinity,200-500,1961,-0.0015,8,525
salinity,200-500,1962,0.0074,7,495
salinity,200-500,1963,0.0045,6,396
salinity,200-500,1964,0.0232,4,393
salinity,200-500,1965,0.0161,4,442
salinity,200-500,1966,0.0119,3,483
salinity,200-500,1967,-0.0146,1,55
salinity,200-500,1968,0.0078,1,242
salinity,200-500,1969,-0.0366,10,1217
salinity,200-500,1971,-0.1719,1,31
salinity,200-500,1972,-0.0209,9,633
salinity,200-500,1973,0.0012,1,5
salinity,200-500,1974,-0.0365,2,129
salinity,200-500,1975,-0.0161,5,685
salinity,200-500,1976,-0.0385,3,39
salinity,200-500,1978,0.0086,6,960
salinity,200-500,1980,0.0248,1,32
salinity,200-500,1981,0.0106,5,373
salinity,200-500,1982,0.0403,1,200
salinity,200-500,1983,-0.064,10,283
salinity,200-500,1984,-0.0379,10,1971
salinity,200-500,1985,-0.033,3,491
salinity,200-500,1986,-0.0296,4,431
salinity,200-500,1987,-0.0306,2,361
salinity,200-500,1988,0.012,5,956
salinity,200-500,1989,0.0084,5,1396
salinity,200-500,1990,0.0001,4,918
salinity,200-500,1991,-0.0292,4,987
salinity,200-500,1992,-0.0389,4,1254
salinity,200-500,1993,-0.046,4,1448
salinity,200-500,1994,-0.0389,4,1624
salinity,200-500,1995,-0.0435,4,1929
salinity,200-500,1996,-0.0071,4,1581
salinity,200-500,1997,-0.0105,4,1448
salinity,200-500,1998,-0.032,7,1852
salinity,200-500,1999,-0.0013,4,1743
salinity,200-500,2000,0.0034,4,1881
salinity,200-500,2001,-0.0011,4,1923
salinity,200-500,2002,0.0063,4,1816
salinity,200-500,2003,0.0149,4,1954
salinity,200-500,2004,0.0105,4,1726
salinity,200-500,2005,0.0127,4,1833
salinity,200-500,2006,0.0253,4,1760
salinity,200-500,2007,0.018,4,1697
salinity,200-500,2008,0.0268,4,1759
salinity,200-500,2009,0.0172,4,1381
salinity,200-500,2010,0.0023,4,1149
salinity,200-500,2011,0.0148,4,1459
salinity,200-500,2012,0.0224,4,1290
salinity,200-500,2013,0.0066,4,1448
salinity,200-500,2014,-0.0142,4,1138
salinity,200-500,2015,-0.0229,4,1363
salinity,200-500,2016,-0.012,4,1405
salinity,200-500,2017,-0.0008,4,1310
salinity,200-500,2018,-0.0094,3,803
salinity,200-500,2019,-0.0048,4,1016
salinity,200-500,2020,0.0128,3,1050
salinity,200-500,2021,0.033,1,313
salinity,50-100,1950,0.0233,9,458
salinity,50-100,1951,-0.0511,6,194
salinity,50-100,1952,-0.1237,10,600
salinity,50-100,1953,-0.0253,18,740
salinity,50-100,1954,-0.0534,8,458
salinity,50-100,1955,0.0618,6,435
salinity,50-100,1956,0.0801,2,252
salinity,50-100,1957,0.0541,6,563
salinity,50-100,1958,0.0735,12,919
