key,rank,kind,text,bibkeys,source_url,eov,goos_doc
tsg1_salinity_psu,5,wikipedia,Water mass,,https://en.wikipedia.org/wiki/Water_mass,Subsurface salinity,https://goosocean.org/document/17471
tsg1_temp_c,1,authored,"Temperature sets the water’s density, and so the layering that decides whether deep nutrients reach the sunlit surface; off California the warm years are El Niño years and marine heatwaves.",bond2015,,Subsurface temperature,https://goosocean.org/document/17467
tsg1_temp_c,2,authored,"The thermosalinograph runs while the ship steams, so it fills the track between the stations the casts are taken at.",,,Subsurface temperature,https://goosocean.org/document/17467
tsg1_temp_c,3,authored,"A warm year off California is usually a lean one: warmer, more layered water brings fewer nutrients up, and the plankton the rest of the food web eats decline.",roemmich1995,,Subsurface temperature,https://goosocean.org/document/17467
tsg1_temp_c,4,wikipedia,Sea surface temperature,,https://en.wikipedia.org/wiki/Sea_surface_temperature,Subsurface temperature,https://goosocean.org/document/17467
tsg1_temp_c,5,wikipedia,Marine heatwave,,https://en.wikipedia.org/wiki/Marine_heatwave,Subsurface temperature,https://goosocean.org/document/17467
sst_c,1,authored,"Temperature sets the water’s density, and so the layering that decides whether deep nutrients reach the sunlit surface; off California the warm years are El Niño years and marine heatwaves.",bond2015,,Subsurface temperature,https://goosocean.org/document/17467
sst_c,2,authored,"Sea surface temperature is the one ocean measurement a satellite takes everywhere every day, and a ship’s reading is what it gets checked against.",,,Subsurface temperature,https://goosocean.org/document/17467
sst_c,3,authored,"A warm year off California is usually a lean one: warmer, more layered water brings fewer nutrients up, and the plankton the rest of the food web eats decline.",roemmich1995,,Subsurface temperature,https://goosocean.org/document/17467
sst_c,4,wikipedia,Sea surface temperature,,https://en.wikipedia.org/wiki/Sea_surface_temperature,Subsurface temperature,https://goosocean.org/document/17467
sst_c,5,wikipedia,Marine heatwave,,https://en.wikipedia.org/wiki/Marine_heatwave,Subsurface temperature,https://goosocean.org/document/17467
sss_psu,1,authored,Salinity tags the water masses: the California Current carries fresher Subarctic water south and the Undercurrent carries saltier water from the south; with temperature it sets density.,lynn1987,,Subsurface salinity,https://goosocean.org/document/17471
sss_psu,2,authored,"Surface salinity from the underway line covers the track between stations, where the casts say nothing.",,,Subsurface salinity,https://goosocean.org/document/17471
sss_psu,3,authored,"Salinity and temperature together set seawater’s density, which drives the currents and decides how deep winter mixing reaches.",,,Subsurface salinity,https://goosocean.org/document/17471
sss_psu,4,wikipedia,Salinity,,https://en.wikipedia.org/wiki/Salinity,Subsurface salinity,https://goosocean.org/document/17471
sss_psu,5,wikipedia,Water mass,,https://en.wikipedia.org/wiki/Water_mass,Subsurface salinity,https://goosocean.org/document/17471
oxygen,1,authored,"Below the mixed layer off Southern California oxygen has fallen since the 1980s and the hypoxic boundary has risen toward the shelf, squeezing the habitat of fish and invertebrates.",bograd2008,,Oxygen,https://goosocean.org/document/17473
oxygen,2,authored,"Oxygen is the balance of what the ocean takes in at the surface and what animals and bacteria use below; a warmer ocean holds less and mixes less, so it is losing oxygen.",breitburg2018,,Oxygen,https://goosocean.org/document/17473
oxygen,3,authored,"Warming thins the oxygen the surface layer can hold, and the upper ocean has been losing it for decades across the North Pacific, not only here.",ito2017,,Oxygen,https://goosocean.org/document/17473
oxygen,4,goos,How large are the ocean’s “dead zones” and how fast are they changing?,,https://goosocean.org/document/17473,Oxygen,https://goosocean.org/document/17473
oxygen,5,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17473,Oxygen,https://goosocean.org/document/17473
oxygen,6,wikipedia,Ocean deoxygenation,,https://en.wikipedia.org/wiki/Ocean_deoxygenation,Oxygen,https://goosocean.org/document/17473
oxygen,7,wikipedia,Hypoxia (environmental),,https://en.wikipedia.org/wiki/Hypoxia_(environmental),Oxygen,https://goosocean.org/document/17473
salinity_pss78,1,authored,Salinity tags the water masses: the California Current carries fresher Subarctic water south and the Undercurrent carries saltier water from the south; with temperature it sets density.,lynn1987,,Subsurface salinity,https://goosocean.org/document/17471
salinity_pss78,2,authored,"Salinity and temperature together set seawater’s density, which drives the currents and decides how deep winter mixing reaches.",,,Subsurface salinity,https://goosocean.org/document/17471
salinity_pss78,3,wikipedia,Salinity,,https://en.wikipedia.org/wiki/Salinity,Subsurface salinity,https://goosocean.org/document/17471
salinity_pss78,4,wikipedia,Water mass,,https://en.wikipedia.org/wiki/Water_mass,Subsurface salinity,https://goosocean.org/document/17471
ctdtemp_its90,1,authored,"Temperature sets the water’s density, and so the layering that decides whether deep nutrients reach the sunlit surface; off California the warm years are El Niño years and marine heatwaves.",bond2015,,Subsurface temperature,https://goosocean.org/document/17467
ctdtemp_its90,2,authored,"A warm year off California is usually a lean one: warmer, more layered water brings fewer nutrients up, and the plankton the rest of the food web eats decline.",roemmich1995,,Subsurface temperature,https://goosocean.org/document/17467
ctdtemp_its90,3,wikipedia,Sea surface temperature,,https://en.wikipedia.org/wiki/Sea_surface_temperature,Subsurface temperature,https://goosocean.org/document/17467
ctdtemp_its90,4,wikipedia,Marine heatwave,,https://en.wikipedia.org/wiki/Marine_heatwave,Subsurface temperature,https://goosocean.org/document/17467
bottom_depth_m,1,authored,"The depth of the seafloor decides how much of it sits inside the layer that has been losing oxygen, which has risen toward the shelf off Southern California since the 1980s.",bograd2008,,,
bottom_depth_m,2,authored,Bottom depth also says how much water column a station has: a shelf station and a basin station of the same name are not the same habitat.,,,,
bottom_depth_m,3,wikipedia,Bathymetry,,https://en.wikipedia.org/wiki/Bathymetry,,
phosphate,1,authored,"Phosphate is one of the two fertilisers a bloom cannot do without; off Southern California it has risen in the lower pycnocline as oxygen fell, and the nitrogen-to-phosphorus ratio of the water that feeds upwelling has shifted with it.",bograd2015,,Nutrients,https://goosocean.org/document/17474
phosphate,2,authored,"Where phosphate is high at the surface, deep water has arrived recently and little has yet grown on it.",,,Nutrients,https://goosocean.org/document/17474
phosphate,3,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
phosphate,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
phosphate,5,wikipedia,Phosphate,,https://en.wikipedia.org/wiki/Phosphate,Nutrients,https://goosocean.org/document/17474
silicate,1,authored,"Diatoms build glass shells, so silicate is the nutrient that decides whether a bloom is made of them; off Southern California it has been rising in the upper pycnocline and falling in the lower one.",bograd2015,,Nutrients,https://goosocean.org/document/17474
silicate,2,authored,"When silicate runs out before nitrate does, the bloom shifts away from diatoms and toward cells that sink more slowly and feed a different food web.",,,Nutrients,https://goosocean.org/document/17474
silicate,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
silicate,4,wikipedia,Silicic acid,,https://en.wikipedia.org/wiki/Silicic_acid,Nutrients,https://goosocean.org/document/17474
nitrate,1,authored,"Nitrate is the fertiliser upwelling lifts into the light; the spring blooms, and the fisheries above them, run on it. At depth it has risen as oxygen fell, the fingerprint of changing source waters.",bograd2015,,Nutrients,https://goosocean.org/document/17474
nitrate,2,authored,"Nitrate at the surface is a fingerprint of recent upwelling: where it is high, cold deep water has just arrived and a bloom follows.",,,Nutrients,https://goosocean.org/document/17474
nitrate,3,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
nitrate,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
nitrate,5,wikipedia,Nitrate,,https://en.wikipedia.org/wiki/Nitrate,Nutrients,https://goosocean.org/document/17474
nitrate,6,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Nutrients,https://goosocean.org/document/17474
nitrite,1,authored,"Nitrite sits between ammonium and nitrate in the nitrogen cycle and almost nowhere else, so its thin peak at the bottom of the sunlit layer marks where that cycle is turning over.",lomas2006,,Nutrients,https://goosocean.org/document/17474
nitrite,2,authored,"Because nitrite is an intermediate, a high value is a statement about rates rather than about stock.",,,Nutrients,https://goosocean.org/document/17474
nitrite,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
nitrite,4,wikipedia,Nitrite,,https://en.wikipedia.org/wiki/Nitrite,Nutrients,https://goosocean.org/document/17474
isus_v,1,authored,"Nitrate is the fertiliser upwelling lifts into the light; the spring blooms, and the fisheries above them, run on it. At depth it has risen as oxygen fell, the fingerprint of changing source waters.",bograd2015,,Nutrients,https://goosocean.org/document/17474
isus_v,2,authored,"A sensor on the CTD reads nitrate every metre where the bottles sample a couple of dozen depths, so it resolves the nitracline the bottles straddle.",,,Nutrients,https://goosocean.org/document/17474
isus_v,3,authored,"Nitrate at the surface is a fingerprint of recent upwelling: where it is high, cold deep water has just arrived and a bloom follows.",,,Nutrients,https://goosocean.org/document/17474
isus_v,4,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
isus_v,5,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
isus_v,6,wikipedia,Nitrate,,https://en.wikipedia.org/wiki/Nitrate,Nutrients,https://goosocean.org/document/17474
isus_v,7,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,1,authored,"Nitrate is the fertiliser upwelling lifts into the light; the spring blooms, and the fisheries above them, run on it. At depth it has risen as oxygen fell, the fingerprint of changing source waters.",bograd2015,,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,2,authored,"A sensor on the CTD reads nitrate every metre where the bottles sample a couple of dozen depths, so it resolves the nitracline the bottles straddle.",,,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,3,authored,"Nitrate at the surface is a fingerprint of recent upwelling: where it is high, cold deep water has just arrived and a bloom follows.",,,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,4,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,5,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,6,wikipedia,Nitrate,,https://en.wikipedia.org/wiki/Nitrate,Nutrients,https://goosocean.org/document/17474
est_nitrate_cruise_corr,7,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,1,authored,"Nitrate is the fertiliser upwelling lifts into the light; the spring blooms, and the fisheries above them, run on it. At depth it has risen as oxygen fell, the fingerprint of changing source waters.",bograd2015,,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,2,authored,"A sensor on the CTD reads nitrate every metre where the bottles sample a couple of dozen depths, so it resolves the nitracline the bottles straddle.",,,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,3,authored,"Nitrate at the surface is a fingerprint of recent upwelling: where it is high, cold deep water has just arrived and a bloom follows.",,,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,4,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,5,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,6,wikipedia,Nitrate,,https://en.wikipedia.org/wiki/Nitrate,Nutrients,https://goosocean.org/document/17474
est_nitrate_sta_corr,7,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Nutrients,https://goosocean.org/document/17474
btl_silicate,1,authored,"Diatoms build glass shells, so silicate is the nutrient that decides whether a bloom is made of them; off Southern California it has been rising in the upper pycnocline and falling in the lower one.",bograd2015,,Nutrients,https://goosocean.org/document/17474
btl_silicate,2,authored,"When silicate runs out before nitrate does, the bloom shifts away from diatoms and toward cells that sink more slowly and feed a different food web.",,,Nutrients,https://goosocean.org/document/17474
btl_silicate,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_silicate,4,wikipedia,Silicic acid,,https://en.wikipedia.org/wiki/Silicic_acid,Nutrients,https://goosocean.org/document/17474
btl_phosphate,1,authored,"Phosphate is one of the two fertilisers a bloom cannot do without; off Southern California it has risen in the lower pycnocline as oxygen fell, and the nitrogen-to-phosphorus ratio of the water that feeds upwelling has shifted with it.",bograd2015,,Nutrients,https://goosocean.org/document/17474
btl_phosphate,2,authored,"Where phosphate is high at the surface, deep water has arrived recently and little has yet grown on it.",,,Nutrients,https://goosocean.org/document/17474
btl_phosphate,3,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_phosphate,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_phosphate,5,wikipedia,Phosphate,,https://en.wikipedia.org/wiki/Phosphate,Nutrients,https://goosocean.org/document/17474
btl_nitrate,1,authored,"Nitrate is the fertiliser upwelling lifts into the light; the spring blooms, and the fisheries above them, run on it. At depth it has risen as oxygen fell, the fingerprint of changing source waters.",bograd2015,,Nutrients,https://goosocean.org/document/17474
btl_nitrate,2,authored,"Nitrate at the surface is a fingerprint of recent upwelling: where it is high, cold deep water has just arrived and a bloom follows.",,,Nutrients,https://goosocean.org/document/17474
btl_nitrate,3,goos,How do the eutrophication and pollution impact ocean productivity and water quality?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_nitrate,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_nitrate,5,wikipedia,Nitrate,,https://en.wikipedia.org/wiki/Nitrate,Nutrients,https://goosocean.org/document/17474
btl_nitrate,6,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Nutrients,https://goosocean.org/document/17474
btl_nitrite,1,authored,"Nitrite sits between ammonium and nitrate in the nitrogen cycle and almost nowhere else, so its thin peak at the bottom of the sunlit layer marks where that cycle is turning over.",lomas2006,,Nutrients,https://goosocean.org/document/17474
btl_nitrite,2,authored,"Because nitrite is an intermediate, a high value is a statement about rates rather than about stock.",,,Nutrients,https://goosocean.org/document/17474
btl_nitrite,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_nitrite,4,wikipedia,Nitrite,,https://en.wikipedia.org/wiki/Nitrite,Nutrients,https://goosocean.org/document/17474
r_ammonium,1,authored,"Ammonium is nitrogen recycled by zooplankton and bacteria; phytoplankton take it up before nitrate, so production fed by it is “regenerated” rather than “new”.",dugdale1967,,Nutrients,https://goosocean.org/document/17474
r_ammonium,2,authored,"Most nitrogen in the sunlit layer is recycled several times before it sinks; ammonium measures that recycling, excreted by animals and released as bacteria break organic matter down.",,,Nutrients,https://goosocean.org/document/17474
r_ammonium,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
r_ammonium,4,wikipedia,Ammonium,,https://en.wikipedia.org/wiki/Ammonium,Nutrients,https://goosocean.org/document/17474
r_ammonium,5,wikipedia,Nitrogen cycle,,https://en.wikipedia.org/wiki/Nitrogen_cycle,Nutrients,https://goosocean.org/document/17474
ammonia,1,authored,"Ammonium is nitrogen recycled by zooplankton and bacteria; phytoplankton take it up before nitrate, so production fed by it is “regenerated” rather than “new”.",dugdale1967,,Nutrients,https://goosocean.org/document/17474
ammonia,2,authored,"Most nitrogen in the sunlit layer is recycled several times before it sinks; ammonium measures that recycling, excreted by animals and released as bacteria break organic matter down.",,,Nutrients,https://goosocean.org/document/17474
ammonia,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
ammonia,4,wikipedia,Ammonium,,https://en.wikipedia.org/wiki/Ammonium,Nutrients,https://goosocean.org/document/17474
ammonia,5,wikipedia,Nitrogen cycle,,https://en.wikipedia.org/wiki/Nitrogen_cycle,Nutrients,https://goosocean.org/document/17474
btl_ammonium,1,authored,"Ammonium is nitrogen recycled by zooplankton and bacteria; phytoplankton take it up before nitrate, so production fed by it is “regenerated” rather than “new”.",dugdale1967,,Nutrients,https://goosocean.org/document/17474
btl_ammonium,2,authored,"Most nitrogen in the sunlit layer is recycled several times before it sinks; ammonium measures that recycling, excreted by animals and released as bacteria break organic matter down.",,,Nutrients,https://goosocean.org/document/17474
btl_ammonium,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Nutrients,https://goosocean.org/document/17474
btl_ammonium,4,wikipedia,Ammonium,,https://en.wikipedia.org/wiki/Ammonium,Nutrients,https://goosocean.org/document/17474
btl_ammonium,5,wikipedia,Nitrogen cycle,,https://en.wikipedia.org/wiki/Nitrogen_cycle,Nutrients,https://goosocean.org/document/17474
ph,1,authored,Upwelling brings water that is naturally low in pH and carbonate onto the shelf; ocean acidification pushes it further toward water that is corrosive to shells.,feely2008,,Inorganic carbon,https://goosocean.org/document/17475
ph,2,authored,"Lower pH means less carbonate in the water, and the shells of pteropods off California already show dissolution where corrosive water reaches the surface.",bednarsek2014,,Inorganic carbon,https://goosocean.org/document/17475
ph,3,goos,What are rates and impacts of ocean acidification?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
ph,4,wikipedia,Ocean acidification,,https://en.wikipedia.org/wiki/Ocean_acidification,Inorganic carbon,https://goosocean.org/document/17475
ph,5,wikipedia,PH,,https://en.wikipedia.org/wiki/PH,Inorganic carbon,https://goosocean.org/document/17475
sw_ph,1,authored,Upwelling brings water that is naturally low in pH and carbonate onto the shelf; ocean acidification pushes it further toward water that is corrosive to shells.,feely2008,,Inorganic carbon,https://goosocean.org/document/17475
sw_ph,2,authored,"Lower pH means less carbonate in the water, and the shells of pteropods off California already show dissolution where corrosive water reaches the surface.",bednarsek2014,,Inorganic carbon,https://goosocean.org/document/17475
sw_ph,3,goos,What are rates and impacts of ocean acidification?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
sw_ph,4,wikipedia,Ocean acidification,,https://en.wikipedia.org/wiki/Ocean_acidification,Inorganic carbon,https://goosocean.org/document/17475
sw_ph,5,wikipedia,PH,,https://en.wikipedia.org/wiki/PH,Inorganic carbon,https://goosocean.org/document/17475
alkalinity_rep1,1,authored,"Alkalinity is the water’s buffer: with dissolved inorganic carbon it fixes pH and how much carbonate is left for shells, which is what decides whether upwelled water is corrosive.",feely2008,,Inorganic carbon,https://goosocean.org/document/17475
alkalinity_rep1,2,authored,Neither alkalinity nor DIC says much alone; the carbonate system is read from the pair.,,,Inorganic carbon,https://goosocean.org/document/17475
alkalinity_rep1,3,goos,How is the ocean carbon content changing?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
alkalinity_rep1,4,wikipedia,Alkalinity,,https://en.wikipedia.org/wiki/Alkalinity,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,1,authored,"The ocean has taken up a large share of the carbon dioxide people have emitted, and dissolved inorganic carbon is where it sits; with alkalinity it fixes pH and the carbonate that shells are built from.",sabine2004,,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,2,authored,"The ocean sink is one of the terms the global carbon budget is balanced on, and it is measured with exactly this quantity.",friedlingstein2025,,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,3,goos,How is the ocean carbon content changing?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,4,goos,What are rates and impacts of ocean acidification?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,5,calcofi,"CalCOFI samples it for first, the long-term characterization of the inorganic carbon system and its response to changing ocean climate, and second, measurements of pH in the coastal zone in order to monitor the impact of ‘corrosive’ waters on benthic ecosystems in the Southern California Bight.",,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Inorganic carbon,https://goosocean.org/document/17475
dic_rep1,6,wikipedia,Dissolved inorganic carbon,,https://en.wikipedia.org/wiki/Dissolved_inorganic_carbon,Inorganic carbon,https://goosocean.org/document/17475
dic,1,authored,"The ocean has taken up a large share of the carbon dioxide people have emitted, and dissolved inorganic carbon is where it sits; with alkalinity it fixes pH and the carbonate that shells are built from.",sabine2004,,Inorganic carbon,https://goosocean.org/document/17475
dic,2,authored,"The ocean sink is one of the terms the global carbon budget is balanced on, and it is measured with exactly this quantity.",friedlingstein2025,,Inorganic carbon,https://goosocean.org/document/17475
dic,3,goos,How is the ocean carbon content changing?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
dic,4,goos,What are rates and impacts of ocean acidification?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
dic,5,calcofi,"CalCOFI samples it for first, the long-term characterization of the inorganic carbon system and its response to changing ocean climate, and second, measurements of pH in the coastal zone in order to monitor the impact of ‘corrosive’ waters on benthic ecosystems in the Southern California Bight.",,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Inorganic carbon,https://goosocean.org/document/17475
dic,6,wikipedia,Dissolved inorganic carbon,,https://en.wikipedia.org/wiki/Dissolved_inorganic_carbon,Inorganic carbon,https://goosocean.org/document/17475
alkalinity,1,authored,"Alkalinity is the water’s buffer: with dissolved inorganic carbon it fixes pH and how much carbonate is left for shells, which is what decides whether upwelled water is corrosive.",feely2008,,Inorganic carbon,https://goosocean.org/document/17475
alkalinity,2,authored,Neither alkalinity nor DIC says much alone; the carbonate system is read from the pair.,,,Inorganic carbon,https://goosocean.org/document/17475
alkalinity,3,goos,How is the ocean carbon content changing?,,https://goosocean.org/document/17475,Inorganic carbon,https://goosocean.org/document/17475
alkalinity,4,wikipedia,Alkalinity,,https://en.wikipedia.org/wiki/Alkalinity,Inorganic carbon,https://goosocean.org/document/17475
fluorescence_v,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
fluorescence_v,2,authored,"The fluorometer reads a profile continuously where the bottles read a handful of depths, so it is what shows the shape of the chlorophyll maximum.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
fluorescence_v,3,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
fluorescence_v,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
fluorescence_v,5,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
fluorescence_v,6,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
par,1,authored,"Light is the other half of photosynthesis: how deep it reaches sets the bottom of the layer where anything can grow, and the water’s own plankton is what dims it.",morel1988,,,
par,2,authored,Surface light and light at depth are measured together so a cast can be read as a fraction of that day’s sun rather than an absolute.,,,,
par,3,wikipedia,Photosynthetically active radiation,,https://en.wikipedia.org/wiki/Photosynthetically_active_radiation,,
par,4,wikipedia,Photic zone,,https://en.wikipedia.org/wiki/Photic_zone,,
spar,1,authored,"Light is the other half of photosynthesis: how deep it reaches sets the bottom of the layer where anything can grow, and the water’s own plankton is what dims it.",morel1988,,,
spar,2,authored,Surface light and light at depth are measured together so a cast can be read as a fraction of that day’s sun rather than an absolute.,,,,
spar,3,wikipedia,Photosynthetically active radiation,,https://en.wikipedia.org/wiki/Photosynthetically_active_radiation,,
spar,4,wikipedia,Photic zone,,https://en.wikipedia.org/wiki/Photic_zone,,
est_chlorophyll_a_sta_corr,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_sta_corr,2,authored,"The fluorometer reads a profile continuously where the bottles read a handful of depths, so it is what shows the shape of the chlorophyll maximum.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_sta_corr,3,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_sta_corr,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_sta_corr,5,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_sta_corr,6,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,2,authored,"The fluorometer reads a profile continuously where the bottles read a handful of depths, so it is what shows the shape of the chlorophyll maximum.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,3,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,5,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
est_chlorophyll_a_cruise_corr,6,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chlorophyll_a,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chlorophyll_a,2,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chlorophyll_a,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chlorophyll_a,4,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chlorophyll_a,5,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
phaeopigment,1,authored,"Phaeopigment is chlorophyll after something has eaten it or it has died, so the ratio of the two is a reading of how fast the grazers are working through the bloom.",welschmeyer1985,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
phaeopigment,2,authored,"It is also the reason chlorophyll is read twice, before and after acid: the acid makes the same change in the tube that grazing makes in the sea.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
phaeopigment,3,wikipedia,Pheophytin,,https://en.wikipedia.org/wiki/Pheophytin,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
