# metadata/measurement_method.csv — one row per series (dataset_key x measurement_type, D4): platform, instrument, nerc_l22
# (exact match only), principle paraphrased from the source, steps and bibkeys ' | '-joined. Columns: dataset_key, measurement_type, platform, instrument, nerc_l22, principle, steps, wavelength_nm, precision, bibkeys, calcofi_org_url, text_fragment, source, source_url. Read with calcofi4db::read_measurement_method(), appended with calcofi4db::register_measurement_method() — never a bare write_csv().
dataset_key,measurement_type,platform,instrument,nerc_l22,principle,steps,wavelength_nm,precision,bibkeys,calcofi_org_url,text_fragment,source,source_url
calcofi_ctd-cast,oxygen_ml_l_2,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_ml_l_2_cruise_corr,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_ml_l_2_sta_corr,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_umol_kg,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_umol_kg_1,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_umol_kg_2,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,par,ctd,,,,,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,not found,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_ctd-cast,ph,ctd,A pH sensor on the CTD (model not on record),,"The CTD cast files carry a pH column with its own quality flag from 2009 onward; the scale (total, seawater or NBS) is not stated anywhere in the record.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,pH%20sensors,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=pH%20sensors
calcofi_ctd-cast,pressure,ctd,Sea-Bird CTD profiling pressure sensor,,"A strain-gauge pressure sensor on the CTD, corrected to read zero at sea level.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_ctd-cast,salinity,ctd,"Sea-Bird CTD, dual conductivity sensors (station-corrected average)",,"A Sea-Bird CTD's dual conductivity cells profile in situ; the pumped flow keeps water moving past the sensors regardless of ship roll, and the bottle salts confirm each Niskin closed at its target depth and help select the better-performing sensor for the published series.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,dual%20conductivity,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=dual%20conductivity
calcofi_ctd-cast,salinity_1,ctd,"Sea-Bird CTD, conductivity sensor 1",,"A Sea-Bird CTD's dual conductivity cells profile in situ; the pumped flow keeps water moving past the sensors regardless of ship roll, and the bottle salts confirm each Niskin closed at its target depth and help select the better-performing sensor for the published series.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,dual%20conductivity,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=dual%20conductivity
calcofi_ctd-cast,salinity_1_corr,ctd,"Sea-Bird CTD, conductivity sensor 1",,"A Sea-Bird CTD's dual conductivity cells profile in situ; the pumped flow keeps water moving past the sensors regardless of ship roll, and the bottle salts confirm each Niskin closed at its target depth and help select the better-performing sensor for the published series.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,dual%20conductivity,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=dual%20conductivity
calcofi_ctd-cast,salinity_2,ctd,"Sea-Bird CTD, conductivity sensor 2",,"A Sea-Bird CTD's dual conductivity cells profile in situ; the pumped flow keeps water moving past the sensors regardless of ship roll, and the bottle salts confirm each Niskin closed at its target depth and help select the better-performing sensor for the published series.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,dual%20conductivity,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=dual%20conductivity
calcofi_ctd-cast,salinity_2_corr,ctd,"Sea-Bird CTD, conductivity sensor 2",,"A Sea-Bird CTD's dual conductivity cells profile in situ; the pumped flow keeps water moving past the sensors regardless of ship roll, and the bottle salts confirm each Niskin closed at its target depth and help select the better-performing sensor for the published series.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,dual%20conductivity,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=dual%20conductivity
calcofi_ctd-cast,salinity_btl,bottle,"Guildline Portasal 8410A salinometer, two per cruise",http://vocab.nerc.ac.uk/collection/L22/current/TOOL0242/,About 225 mL drawn from every Niskin into a numbered KIMAX bottle after three rinses; a Guildline Portasal 8410A salinometer compares the sample's conductivity with a reference seawater standard and salinity is computed from the ratio.,,,"accuracy +/-0.003 PSU, precision 0.0003 PSU (Guildline specification)",,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Salinity%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Salinity%20Sampling
calcofi_ctd-cast,sigma_theta,ctd,Computed from CTD sensor 1 salinity and potential temperature,,Potential density (sigma-theta) computed from CTD sensor 1's salinity and potential temperature by the UNESCO 1983 algorithm.,,,,,,,the record's own derivation (measurement_type.csv),
calcofi_ctd-cast,spar,ctd,,,,,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,not found,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_ctd-cast,specific_volume_anomaly,ctd,Computed from the cast profile,,"A derived hydrographic quantity computed from the cast profile, not sensed directly.",,,,,,,the record's own derivation (measurement_type.csv),
calcofi_ctd-cast,temperature,ctd,"Sea-Bird CTD, pumped dual temperature sensors",,"The average of two pumped Sea-Bird temperature sensors in 1 m bins; the pumps keep water moving past the sensors regardless of ship roll, and the CTD is lowered at 30 m/min to 100 m then 60 m/min to 515 m to limit wire-angle stress and improve resolution through the thermocline.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,Lowering%20at%2030m%2Fmin,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=Lowering%20at%2030m%2Fmin
calcofi_ctd-cast,transmissometer,ctd,CTD-mounted transmissometer (raw voltage),,The transmissometer's raw light-path voltage before the daily M/B calibration converts it to percent transmission.,,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,transmissometer,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=transmissometer
calcofi_dic,alkalinity,bottle,"CO2 gas analyser (DIC), potentiometric titrator (alkalinity)",,"Samples drawn from the Niskins at selected stations and analysed ashore; total inorganic carbon and alkalinity are measured, from which pH and pCO2 can be calculated, calibrated to the certified reference materials Scripps prepares for the world.",,,,dickson2007,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Dissolved%20Inorganic%20Carbon%20(DIC)%20Sampling,NCEI accession 0301029 (DIC/alkalinity instruments); calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Dissolved%20Inorganic%20Carbon%20(DIC)%20Sampling
calcofi_dic,ctdtemp_its90,ctd,"Sea-Bird CTD temperature sensor (ITS-90 scale, carried on the DIC sample record)",,"The CTD temperature at the time and depth of the DIC/alkalinity bottle draw, on the ITS-90 scale.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_dic,dic,bottle,"CO2 gas analyser (DIC), potentiometric titrator (alkalinity)",,"Samples drawn from the Niskins at selected stations and analysed ashore; total inorganic carbon and alkalinity are measured, from which pH and pCO2 can be calculated, calibrated to the certified reference materials Scripps prepares for the world.",,,,dickson2007,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Dissolved%20Inorganic%20Carbon%20(DIC)%20Sampling,NCEI accession 0301029 (DIC/alkalinity instruments); calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Dissolved%20Inorganic%20Carbon%20(DIC)%20Sampling
calcofi_dic,salinity_pss78,bottle,"Guildline Portasal 8410A salinometer, two per cruise",http://vocab.nerc.ac.uk/collection/L22/current/TOOL0242/,About 225 mL drawn from every Niskin into a numbered KIMAX bottle after three rinses; a Guildline Portasal 8410A salinometer compares the sample's conductivity with a reference seawater standard and salinity is computed from the ratio.,,,"accuracy +/-0.003 PSU, precision 0.0003 PSU (Guildline specification)",,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Salinity%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Salinity%20Sampling
calcofi_mets,air_temp_c,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,atm_pressure_mb,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,bottom_depth_m,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,chl_fluor,underway,Underway fluorometer (calibrated),,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,long_wave_rad,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,oxygen,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,par_surf,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,rel_humidity_pct,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,short_wave_rad,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,sss_psu,underway,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,sst_c,underway,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,sw_ph,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,tsg1_salinity_psu,underway,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,tsg1_temp_c,underway,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,uws_flow,underway,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,wind_dir_deg,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
calcofi_mets,wind_speed_ms,mast,,,,,,,,https://calcofi.org/sampling-info/methods/underway_methods/,,not found,https://calcofi.org/sampling-info/methods/underway_methods/
cce-lter_picoplankton-bacteria,het_bacteria,lab,Beckman-Coulter EPICS Altra flow cytometer,,"A 2 mL subsample is fixed with paraformaldehyde in the field, frozen in liquid nitrogen, and shipped to the SOEST Flow Cytometry Facility (University of Hawaii), where cells are stained with Hoechst 33342 and counted one by one with a Beckman-Coulter EPICS Altra flow cytometer (Harvard Apparatus syringe pump for volumetric delivery); each population is resolved by its own pigment fluorescence and light scatter.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Picophytoplankton%20%26%20Prokaryotes,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Picophytoplankton%20%26%20Prokaryotes
cce-lter_picoplankton-bacteria,picoeukaryotes,lab,Beckman-Coulter EPICS Altra flow cytometer,,"A 2 mL subsample is fixed with paraformaldehyde in the field, frozen in liquid nitrogen, and shipped to the SOEST Flow Cytometry Facility (University of Hawaii), where cells are stained with Hoechst 33342 and counted one by one with a Beckman-Coulter EPICS Altra flow cytometer (Harvard Apparatus syringe pump for volumetric delivery); each population is resolved by its own pigment fluorescence and light scatter.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Picophytoplankton%20%26%20Prokaryotes,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Picophytoplankton%20%26%20Prokaryotes
cce-lter_picoplankton-bacteria,prochlorococcus,lab,Beckman-Coulter EPICS Altra flow cytometer,,"A 2 mL subsample is fixed with paraformaldehyde in the field, frozen in liquid nitrogen, and shipped to the SOEST Flow Cytometry Facility (University of Hawaii), where cells are stained with Hoechst 33342 and counted one by one with a Beckman-Coulter EPICS Altra flow cytometer (Harvard Apparatus syringe pump for volumetric delivery); each population is resolved by its own pigment fluorescence and light scatter.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Picophytoplankton%20%26%20Prokaryotes,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Picophytoplankton%20%26%20Prokaryotes
cce-lter_picoplankton-bacteria,synechococcus,lab,Beckman-Coulter EPICS Altra flow cytometer,,"A 2 mL subsample is fixed with paraformaldehyde in the field, frozen in liquid nitrogen, and shipped to the SOEST Flow Cytometry Facility (University of Hawaii), where cells are stained with Hoechst 33342 and counted one by one with a Beckman-Coulter EPICS Altra flow cytometer (Harvard Apparatus syringe pump for volumetric delivery); each population is resolved by its own pigment fluorescence and light scatter.",,,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Picophytoplankton%20%26%20Prokaryotes,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Picophytoplankton%20%26%20Prokaryotes

