site_key,depth_m,measurement_type,property,coef_mean,coef_ampl,coef_freq,coef_phase,coef_stdev
093.3 070.0,0,btl_nitrate,NO3,0.128120238,-0.054179898,0.007835649,0.194637166,0.1411782
093.3 070.0,10,btl_nitrate,NO3,0.135856911,-0.084454068,0.006956545,0.062979284,0.127562279
093.3 070.0,20,btl_nitrate,NO3,0.106999674,-0.064051445,0.011372085,76.16489221,0.16065743
093.3 070.0,30,btl_nitrate,NO3,0.283048968,-0.145887466,0.007351084,3.69e-8,0.502451528
093.3 070.0,50,btl_nitrate,NO3,1.291393873,1.241776831,0.020459,143.5383639,2.01943817
093.3 070.0,75,btl_nitrate,NO3,5.747647925,2.610194118,0.015221932,165.6256644,5.297499957
093.3 070.0,100,btl_nitrate,NO3,12.19392194,2.383970552,0.011252071,188.4505985,6.180478971
093.3 070.0,125,btl_nitrate,NO3,18.10433433,2.002841355,0.008739559,204.0302864,5.085930842
093.3 070.0,150,btl_nitrate,NO3,22.24507342,1.413543271,0.011374683,194.904054,3.48545769
093.3 070.0,200,btl_nitrate,NO3,26.58461412,1.062748544,0.012929642,154.4462705,1.959081788
093.3 070.0,250,btl_nitrate,NO3,29.90148445,0.79419973,0.013948102,158.6320218,1.66136139
093.3 070.0,300,btl_nitrate,NO3,32.83464647,0.740698722,0.010516485,152.564168,1.460261618
093.3 070.0,400,btl_nitrate,NO3,38.4771607,1.508072694,0.003231934,359.9970133,0.987047253
093.3 070.0,500,btl_nitrate,NO3,40.81039339,0.834682295,0.00368944,359.9996871,0.888679244
093.3 080.0,0,btl_nitrate,NO3,0.083509471,0.019145407,0.028074517,119.273387,0.088015535
093.3 080.0,10,btl_nitrate,NO3,0.072889762,0.025995517,0.014438507,118.7574976,0.092650099
093.3 080.0,20,btl_nitrate,NO3,0.072126863,0.016965997,0.021368715,149.0235816,0.092006237
093.3 080.0,30,btl_nitrate,NO3,0.106569822,0.055891299,0.028256556,154.2016698,0.190876515
093.3 080.0,50,btl_nitrate,NO3,0.476556177,0.205344744,0.013634805,165.1036156,0.815452772
093.3 080.0,75,btl_nitrate,NO3,3.659826867,1.389599361,0.011766409,223.6421291,3.776000607
093.3 080.0,100,btl_nitrate,NO3,8.612213296,0.788911669,0.013116612,165.7263614,5.954803136
093.3 080.0,125,btl_nitrate,NO3,13.87321316,1.747725045,0.006468017,108.9747395,6.075532493
093.3 080.0,150,btl_nitrate,NO3,19.00560839,1.727895742,0.00659349,104.7450447,4.737882072
093.3 080.0,200,btl_nitrate,NO3,25.58059734,1.103751769,0.006120276,193.5164122,2.360048523
093.3 080.0,250,btl_nitrate,NO3,29.57733154,1.073659718,0.005160847,278.7886604,1.75552139
093.3 080.0,300,btl_nitrate,NO3,33.35198928,1.857933517,0.003542316,359.9993611,1.492658415
093.3 080.0,400,btl_nitrate,NO3,38.04811592,16.77037767,2.07995e-4,321.9585466,1.046610996
093.3 080.0,500,btl_nitrate,NO3,40.76000046,18.39683535,1.49659e-4,321.7630447,0.868066
093.3 090.0,0,btl_nitrate,NO3,0.043225554,0.032341774,0.0075,2.86e-5,0.076016946
093.3 090.0,10,btl_nitrate,NO3,0.035201409,0.030861626,0.00816,7.95e-8,0.068811261
093.3 090.0,20,btl_nitrate,NO3,0.035850203,0.031039173,0.00836,1.31e-5,0.071853693
093.3 090.0,30,btl_nitrate,NO3,0.03649417,0.032363038,0.00867,0.00836,0.084453715
093.3 090.0,50,btl_nitrate,NO3,0.108743074,0.037126017,0.00565,0.00427,0.219986982
093.3 090.0,75,btl_nitrate,NO3,0.96364681,8.673551451,3.74579e-4,56.79965993,1.878243504
093.3 090.0,100,btl_nitrate,NO3,4.168368094,58.04402373,1.58438e-4,57.42283622,4.418079897
093.3 090.0,125,btl_nitrate,NO3,9.773238596,32.00397004,2.93114e-4,57.56187115,5.43195347
093.3 090.0,150,btl_nitrate,NO3,15.70897611,50.63919401,1.48354e-4,57.7862994,4.964884306
093.3 090.0,200,btl_nitrate,NO3,23.37755525,32.24076124,1.65229e-4,76.04357273,2.299135014
093.3 090.0,250,btl_nitrate,NO3,27.69802359,15.88731105,2.04625e-4,99.77243603,1.917042884
093.3 090.0,300,btl_nitrate,NO3,31.31133233,16.41640334,2.52329e-4,120.9592005,1.673330392
093.3 090.0,400,btl_nitrate,NO3,37.09209208,15.10629248,2.38938e-4,121.1539496,0.975854698
093.3 090.0,500,btl_nitrate,NO3,40.33040401,11.87001574,2.26821e-4,121.1775776,0.733928532
093.3 100.0,0,btl_nitrate,NO3,0.082089975,0.034844162,0.00958071,289.3600067,0.075240266
093.3 100.0,10,btl_nitrate,NO3,0.079570395,0.029224741,0.006022978,359.9999396,0.071077965
093.3 100.0,20,btl_nitrate,NO3,0.09165767,0.044708771,0.006638894,359.9960403,0.072301393
093.3 100.0,30,btl_nitrate,NO3,0.07087426,0.028403361,0.010946626,251.2274298,0.080544045
093.3 100.0,50,btl_nitrate,NO3,0.179414864,0.10773975,0.006225426,359.99922780000003,0.18266933899999999
093.3 100.0,75,btl_nitrate,NO3,0.328972317,0.24882748,0.028094012,179.9316109,0.854927764
093.3 100.0,100,btl_nitrate,NO3,5.475742975,4.189806042,0.006498279,359.9989657,2.957655245
093.3 100.0,125,btl_nitrate,NO3,10.77357965,4.724774241,0.006301118,354,5.045595491
093.3 100.0,150,btl_nitrate,NO3,15.02744027,3.092484723,0.007106029,301,5.044304761
093.3 100.0,200,btl_nitrate,NO3,24.5682386,3.418023986,0.006040088,360,2.941128692
093.3 100.0,250,btl_nitrate,NO3,28.48354897,2.58878752,0.00496171,360,1.906943913
093.3 100.0,300,btl_nitrate,NO3,31.97645374,2.205399778,0.00510116,360,1.593437563
093.3 100.0,400,btl_nitrate,NO3,37.86093524,1.572065806,0.006271732,360,0.951257815
093.3 100.0,500,btl_nitrate,NO3,40.45427778,0.635878726,0.008599779,250,0.837676773
093.3 110.0,0,btl_nitrate,NO3,0.056725642,0.031986234,0.029999995,212.1704514,0.070455223
093.3 110.0,10,btl_nitrate,NO3,0.058241121,0.02083268,0.03,211.3046453,0.070098507
093.3 110.0,20,btl_nitrate,NO3,0.054848239,0.022053886,0.03,205.7064355,0.067452185
093.3 110.0,30,btl_nitrate,NO3,0.053765927,0.017754848,0.03,208.4064487,0.068064395
093.3 110.0,50,btl_nitrate,NO3,0.07132213,0.043639421,0.01413786,227.7019873,0.108076449
093.3 110.0,75,btl_nitrate,NO3,0.562824429,0.435338093,0.006769333,359.9766669,0.565046282
093.3 110.0,100,btl_nitrate,NO3,3.501281728,2.434576338,0.007631718,360,2.585372242
093.3 110.0,125,btl_nitrate,NO3,5.996057723,1.218625219,0.017293192,205.724636,4.582948687
093.3 110.0,150,btl_nitrate,NO3,11.57194014,1.034130918,0.016666153,197.5178063,5.172369166
093.3 110.0,200,btl_nitrate,NO3,22.3627033,1.655906395,0.007786576,313,3.396735474
093.3 110.0,250,btl_nitrate,NO3,27.39350992,1.695075991,0.006893041,360,2.263479137
093.3 110.0,300,btl_nitrate,NO3,30.24218513,0.782634483,0.012042843,264,1.897035707
093.3 110.0,400,btl_nitrate,NO3,36.82274175,0.756359425,0.011978521,275.662757,0.90091372
093.3 110.0,500,btl_nitrate,NO3,40.70729969,0.771007189,0.005664661,360,0.76726045
093.3 120.0,0,btl_nitrate,NO3,0.127870219,0.100251095,0.006116557,360,0.069169825
093.3 120.0,10,btl_nitrate,NO3,0.089599155,0.062065922,0.006769869,305,0.062742274
093.3 120.0,20,btl_nitrate,NO3,0.094968476,0.064558463,0.005316684,302,0.066770251
093.3 120.0,30,btl_nitrate,NO3,0.11567929,0.081818421,0.005301144,360,0.06447895
093.3 120.0,50,btl_nitrate,NO3,0.096982489,0.064667691,0.006596993,359.2338797,0.061757111
093.3 120.0,75,btl_nitrate,NO3,0.124649059,-0.109936103,0.021770708,170.7810749,0.384299329
093.3 120.0,100,btl_nitrate,NO3,0.781723021,0.185749113,0.027565411,31.73744306,1.34765219
093.3 120.0,125,btl_nitrate,NO3,4.113914124,0.890061793,0.027436361,39.62558231,4.037425162
093.3 120.0,150,btl_nitrate,NO3,9.138896083,0.727179479,0.025420434,1.69925e-4,5.089088685
093.3 120.0,200,btl_nitrate,NO3,19.05970489,0.865910188,0.029809543,11.58674664,3.840513899
093.3 120.0,250,btl_nitrate,NO3,24.55416409,0.697168443,0.029536548,7.620002577,2.48513669
093.3 120.0,300,btl_nitrate,NO3,28.64759788,0.520627009,0.027603684,3.7e-5,2.087298879
093.3 120.0,400,btl_nitrate,NO3,35.75938282,0.486558842,0.027158235,1.26e-8,1.061041315
093.3 120.0,500,btl_nitrate,NO3,39.86490696,0.390826511,0.028415832,3.33e-14,0.731962646
076.7 049.0,0,btl_phosphate,PO4,0.720569179,-0.401293584,0.02009152,185.8120599,0.302573112
076.7 049.0,10,btl_phosphate,PO4,0.831946333,-0.376331685,0.020126386,193.8885612,0.309437044
076.7 049.0,20,btl_phosphate,PO4,1.033705756,-0.373624178,0.020381697,206.7480927,0.306362441
076.7 049.0,30,btl_phosphate,PO4,1.183646474,-0.369910287,0.020987821,207.9493247,0.312092323
076.7 049.0,50,btl_phosphate,PO4,1.480424416,-0.411245827,0.02072912,224.3359323,0.287552421
076.7 051.0,0,btl_phosphate,PO4,0.556960919,-0.278936757,0.021061253,179.4870326,0.250221991
076.7 051.0,10,btl_phosphate,PO4,0.589626205,-0.281311151,0.020999902,182.9870288,0.253062027
076.7 051.0,20,btl_phosphate,PO4,0.73823576,-0.269260583,0.021109344,203.2280496,0.27422483
076.7 051.0,30,btl_phosphate,PO4,0.96448466,-0.310345474,0.020354793,224.5276125,0.328873466
076.7 051.0,50,btl_phosphate,PO4,0.713372771,-0.83171738,0.00850542,359.9999969,0.330652736
076.7 051.0,75,btl_phosphate,PO4,1.648949094,-0.23444429,0.020421508,229.221309,0.25304115
076.7 051.0,100,btl_phosphate,PO4,1.830767686,-0.182242585,0.019349208,225.3691732,0.217435326
076.7 051.0,125,btl_phosphate,PO4,1.976500753,-0.151656803,0.021161935,215.6811082,0.195593549
076.7 051.0,150,btl_phosphate,PO4,2.083025686,-0.130714515,0.019428434,209.2067619,0.15620951
076.7 051.0,200,btl_phosphate,PO4,2.289922103,-0.116503958,0.021145753,204.8508506,0.138040217
076.7 055.0,0,btl_phosphate,PO4,0.470564392,-0.132948891,0.019004726,186.6078487,0.156730988
076.7 055.0,10,btl_phosphate,PO4,0.498763996,-0.124218526,0.017904644,206.1253112,0.172118952
076.7 055.0,20,btl_phosphate,PO4,0.60793965,-0.151747596,0.01911514,231.7479009,0.223871544
076.7 055.0,30,btl_phosphate,PO4,0.832389472,-0.229195431,0.020876643,244.1298123,0.307956317
076.7 055.0,50,btl_phosphate,PO4,1.138152062,-0.342391973,0.01596393,292.9558735,0.35015314
076.7 055.0,75,btl_phosphate,PO4,1.419549917,-0.322189442,0.012033083,323.6769532,0.27606925
076.7 055.0,100,btl_phosphate,PO4,1.79061669,-0.138314299,0.018018176,276.3366971,0.222832078
076.7 055.0,125,btl_phosphate,PO4,1.975921631,-0.123015582,0.02643742,223.4744444,0.166120208
076.7 055.0,150,btl_phosphate,PO4,2.084378712,-0.09620627,0.025927308,223.4359607,0.152840273
076.7 055.0,200,btl_phosphate,PO4,2.255669861,-0.077123525,0.027150562,222.5988834,0.153323937
076.7 055.0,250,btl_phosphate,PO4,2.437433896,-0.085072314,0.027293823,211.3522545,0.131355825
076.7 055.0,300,btl_phosphate,PO4,2.603143965,-0.071265104,0.026179257,203.0174061,0.119455482
076.7 055.0,400,btl_phosphate,PO4,2.882056971,-0.057557284,0.027576618,186.8185966,0.096851183
076.7 055.0,500,btl_phosphate,PO4,3.085342208,-0.043531521,0.03,160.409234,0.072926293
076.7 060.0,0,btl_phosphate,PO4,0.440152403,-0.100478125,0.018316908,173.306305,0.131207109
076.7 060.0,10,btl_phosphate,PO4,0.449914756,-0.091584592,0.017573908,184.0618207,0.137450532
076.7 060.0,20,btl_phosphate,PO4,0.530165891,-0.105990033,0.01663306,237.8741212,0.204661185
076.7 060.0,30,btl_phosphate,PO4,0.697721103,-0.164158633,0.026722915,231.2926687,0.289669747
076.7 060.0,50,btl_phosphate,PO4,1.033325001,-0.248635994,0.018487878,288.444985,0.359844825
076.7 060.0,75,btl_phosphate,PO4,1.424745031,-0.205566978,0.015515952,309.7198253,0.350104275
076.7 060.0,100,btl_phosphate,PO4,1.75130243,-0.123834059,0.018404921,293.524407,0.253058101
076.7 060.0,125,btl_phosphate,PO4,1.909055576,-0.107196028,0.015988853,307.6788831,0.191267044
076.7 060.0,150,btl_phosphate,PO4,2.025158914,-0.07936362,0.016973384,305.3209883,0.159366849
076.7 060.0,200,btl_phosphate,PO4,2.233424008,-0.077258733,0.018409056,296.6109639,0.157306505
076.7 060.0,250,btl_phosphate,PO4,2.429136983,-0.057368741,0.015840642,323.5304716,0.141428916
076.7 060.0,300,btl_phosphate,PO4,2.578656863,-0.070567132,0.010783116,359.9999826,0.122791525
076.7 060.0,400,btl_phosphate,PO4,2.890549783,-0.031678928,0.009801554,359.9999996,0.097459524
076.7 060.0,500,btl_phosphate,PO4,3.086492789,-0.02444948,0.00979707,359.9999131,0.072214601
076.7 070.0,0,btl_phosphate,PO4,0.410768969,-0.057710666,0.009982764,160.5342027,0.091614367
076.7 070.0,10,btl_phosphate,PO4,0.402451517,-0.050927853,0.011480768,179.2129197,0.088772527
076.7 070.0,20,btl_phosphate,PO4,0.39637364,-0.066799704,0.006672384,241.7496355,0.096951073
076.7 070.0,30,btl_phosphate,PO4,0.435635422,-0.054086606,0.006051567,359.9991373,0.157993001
076.7 070.0,50,btl_phosphate,PO4,0.777450012,0.215277988,0.020775227,165.9901023,0.320773528
076.7 070.0,75,btl_phosphate,PO4,1.208440136,0.248126672,0.021115418,168.1740514,0.371561735
076.7 070.0,100,btl_phosphate,PO4,1.583486413,0.215075676,0.02276599,170.1136584,0.287527792
076.7 070.0,125,btl_phosphate,PO4,1.82489518,0.143203954,0.020737044,174.9828843,0.194712511
076.7 070.0,150,btl_phosphate,PO4,1.965273032,0.109670423,0.019984748,164.8391116,0.17182802
076.7 070.0,200,btl_phosphate,PO4,2.151382583,0.078839011,0.019650055,172.6751639,0.16606829
076.7 070.0,250,btl_phosphate,PO4,2.351767032,0.072106667,0.021525118,179.2994111,0.139290353
076.7 070.0,300,btl_phosphate,PO4,2.553012996,0.064203805,0.020948983,178.1832612,0.119017967
076.7 070.0,400,btl_phosphate,PO4,2.910853142,0.034004432,0.019381908,156.3728214,0.078003757
076.7 070.0,500,btl_phosphate,PO4,3.120185274,0.010371069,0.013843211,147.4635166,0.060224153
076.7 080.0,0,btl_phosphate,PO4,0.366248099,-0.042955596,0.004949337,200.1406626,0.065461625
076.7 080.0,10,btl_phosphate,PO4,0.365396068,-0.091519152,0.00227621,186.1623218,0.06679362
076.7 080.0,20,btl_phosphate,PO4,0.377577818,-0.244568319,7.99687e-4,153.5006868,0.073070344
076.7 080.0,30,btl_phosphate,PO4,0.397226443,-0.052697166,7.60126e-4,151.9137451,0.096232636
076.7 080.0,50,btl_phosphate,PO4,0.595078315,0.152419266,0.016213511,191.7711515,0.257283147
076.7 080.0,75,btl_phosphate,PO4,0.935706423,0.281393197,0.01782792,199.8042762,0.377758064
076.7 080.0,100,btl_phosphate,PO4,1.292373912,0.28437269,0.019582723,200.3795856,0.373778757
076.7 080.0,125,btl_phosphate,PO4,1.603802333,0.232442834,0.01956257,199.2041905,0.297790099
076.7 080.0,150,btl_phosphate,PO4,1.821071947,0.163474714,0.018194323,200.0523636,0.224654932
076.7 080.0,200,btl_phosphate,PO4,2.06344294,0.083908555,0.016887407,205.9134858,0.169053459
076.7 080.0,250,btl_phosphate,PO4,2.294412568,0.090563291,0.016759813,200.0642554,0.153158195
076.7 080.0,300,btl_phosphate,PO4,2.50015984,0.082086127,0.017629196,198.3985427,0.125188961
076.7 080.0,400,btl_phosphate,PO4,2.873067859,0.036892925,0.017050868,201.9251602,0.090883151
076.7 080.0,500,btl_phosphate,PO4,3.108955881,0.010681776,0.0131494,200.2982994,0.067157817
076.7 090.0,0,btl_phosphate,PO4,0.352728233,-0.017595783,0.018142863,180.8074037,0.056160505
076.7 090.0,10,btl_phosphate,PO4,0.350674548,-0.01719966,0.018885251,194.9283268,0.054146621
076.7 090.0,20,btl_phosphate,PO4,0.347232585,-0.01429969,0.019421303,167.4093669,0.058614941
076.7 090.0,30,btl_phosphate,PO4,0.353769881,-0.016922052,0.023519936,155.4347145,0.067196279
076.7 090.0,50,btl_phosphate,PO4,0.418262842,-0.074014427,0.02799791,135.465563,0.172061558
076.7 090.0,75,btl_phosphate,PO4,0.625581433,-0.184238516,0.026741085,139.190968,0.360093229
076.7 090.0,100,btl_phosphate,PO4,0.947671987,-0.192337734,0.026024256,133.2700861,0.445240174
076.7 090.0,125,btl_phosphate,PO4,1.306706927,-0.177597053,0.02728175,134.3854896,0.401960106
076.7 090.0,150,btl_phosphate,PO4,1.632384643,-0.139396051,0.027763892,135.3261894,0.278096283
076.7 090.0,200,btl_phosphate,PO4,1.959790501,-0.079893001,0.028452877,138.6313895,0.191083617
076.7 090.0,250,btl_phosphate,PO4,2.161867945,-0.072374061,0.025022429,134.724133,0.183483421
076.7 090.0,300,btl_phosphate,PO4,2.390508556,-0.078647148,0.02645438,138.4714587,0.159455666
076.7 090.0,400,btl_phosphate,PO4,2.821419689,-0.052161947,0.029316906,141.6774113,0.095140295
076.7 090.0,500,btl_phosphate,PO4,3.079923778,-0.027150298,0.028569462,138.4206442,0.062484232
076.7 100.0,0,btl_phosphate,PO4,0.332695505,-0.019537289,0.023148756,183.2530794,0.055537965
076.7 100.0,10,btl_phosphate,PO4,0.327796559,-0.015923672,0.023893242,180.4620174,0.056273825
076.7 100.0,20,btl_phosphate,PO4,0.328043007,-0.020065391,0.023837118,180.0155837,0.0570808
076.7 100.0,30,btl_phosphate,PO4,0.322941779,-0.010637971,0.029999996,152.1395277,0.058792986
076.7 100.0,50,btl_phosphate,PO4,0.338122366,-0.016665549,0.02676224,178.9286043,0.072530964
076.7 100.0,75,btl_phosphate,PO4,0.459793157,-0.040366071,0.027870631,181.5953412,0.205107511
076.7 100.0,100,btl_phosphate,PO4,0.684801583,-0.073425987,0.029557741,191.3499004,0.337495038
076.7 100.0,125,btl_phosphate,PO4,1.031872927,-0.078963897,0.028415093,184.8378804,0.410193145
076.7 100.0,150,btl_phosphate,PO4,1.380448645,-0.048705782,0.02693159,185.5339429,0.341921699
076.7 100.0,200,btl_phosphate,PO4,1.816258147,-0.043392131,0.022732642,213.1892457,0.224849602
076.7 100.0,250,btl_phosphate,PO4,2.059140407,-0.050221222,0.023338283,195.9145342,0.187189621
076.7 100.0,300,btl_phosphate,PO4,2.29509143,-0.047034581,0.024934098,186.1922474,0.171148877
076.7 100.0,400,btl_phosphate,PO4,2.758066355,-0.032687915,0.025953573,165.585712,0.107924327
076.7 100.0,500,btl_phosphate,PO4,3.054959363,-0.019116359,0.022385639,177.7679991,0.063049398
080.0 051.0,0,btl_phosphate,PO4,0.555175645,-0.273111514,0.0203679,184.4717503,0.291324436
080.0 051.0,10,btl_phosphate,PO4,0.687937873,-0.326083594,0.020728442,196.9527248,0.327216709
080.0 051.0,20,btl_phosphate,PO4,0.883225651,-0.369925446,0.02128706,209.3949391,0.32658513
080.0 051.0,30,btl_phosphate,PO4,1.082870738,-0.434805346,0.021315334,214.321814,0.337303653
080.0 051.0,50,btl_phosphate,PO4,1.34991785,-0.45822741,0.021001328,217.9829116,0.306803937
080.0 055.0,0,btl_phosphate,PO4,0.459660829,-0.126722567,0.020184248,177.9970309,0.161188284
080.0 055.0,10,btl_phosphate,PO4,0.50723493099999994,-0.146395985,0.020045349,193.2999445,0.188827242
080.0 055.0,20,btl_phosphate,PO4,0.673089833,-0.207926855,0.020081467,215.9818966,0.278506264
080.0 055.0,30,btl_phosphate,PO4,0.86430214,-0.271574536,0.021401479,222.9983186,0.324616306
080.0 055.0,50,btl_phosphate,PO4,1.308270089,-0.285739864,0.022576884,228.270133,0.337598259
080.0 055.0,75,btl_phosphate,PO4,1.634414481,-0.234651392,0.020251419,228.7110479,0.255080921
080.0 055.0,100,btl_phosphate,PO4,1.849171355,-0.205405053,0.021756598,223.0952185,0.21732425
080.0 055.0,125,btl_phosphate,PO4,1.990635015,-0.146228714,0.022203997,217.5867635,0.171834592
080.0 055.0,150,btl_phosphate,PO4,2.100366598,-0.120063282,0.023222577,213.8104086,0.157251039
080.0 055.0,200,btl_phosphate,PO4,2.2718276,-0.103322289,0.02183296,220.2494124,0.149201847
080.0 055.0,250,btl_phosphate,PO4,2.445300928,-0.083293651,0.02422641,204.96320360000001,0.130500302
080.0 055.0,300,btl_phosphate,PO4,2.592482556,-0.078856961,0.022838737,200.4501432,0.111453611
080.0 055.0,400,btl_phosphate,PO4,2.863690743,-0.044875324,0.025130996,185.3918161,0.084858348
080.0 055.0,500,btl_phosphate,PO4,3.071194398,-0.025612165,0.026955406,187.7960824,0.066107477
080.0 060.0,0,btl_phosphate,PO4,0.426793791,-0.09274206,0.018813271,184.2832235,0.136010131
080.0 060.0,10,btl_phosphate,PO4,0.436705711,-0.100638569,0.019013635,189.2768313,0.138964531
080.0 060.0,20,btl_phosphate,PO4,0.487073171,-0.141712253,0.019792549,200.4787636,0.169709481
080.0 060.0,30,btl_phosphate,PO4,0.61652256,-0.206650651,0.021357414,217.9483374,0.251507162
080.0 060.0,50,btl_phosphate,PO4,1.033732125,-0.283798503,0.027359358,225.2916009,0.36936019
080.0 060.0,75,btl_phosphate,PO4,1.456306788,-0.212930869,0.02590084,231.5278154,0.371898446
080.0 060.0,100,btl_phosphate,PO4,1.739556145,-0.139016567,0.025570716,235.5127099,0.269963716
080.0 060.0,125,btl_phosphate,PO4,1.915582597,-0.118791065,0.023897798,238.1491749,0.217186206
080.0 060.0,150,btl_phosphate,PO4,2.032495749,-0.093230361,0.023639272,238.7515596,0.173704148
080.0 060.0,200,btl_phosphate,PO4,2.233872933,-0.066397382,0.022335228,242.5429178,0.14941129
080.0 060.0,250,btl_phosphate,PO4,2.428282254,-0.066943,0.021335586,236.2730491,0.139740971
080.0 060.0,300,btl_phosphate,PO4,2.623045351,-0.053716417,0.021440298,233.3331559,0.12162797
080.0 060.0,400,btl_phosphate,PO4,2.940338622,-0.025261994,0.021496211,239.8574173,0.078878175
080.0 060.0,500,btl_phosphate,PO4,3.097841411,-0.042558424,0.010359375,328.0440716,0.069555194
080.0 070.0,0,btl_phosphate,PO4,0.387805077,-0.045099348,0.014949487,185.9815487,0.085280966
080.0 070.0,10,btl_phosphate,PO4,0.393079379,-0.058271919,0.0153272,192.7687022,0.095749899
080.0 070.0,20,btl_phosphate,PO4,0.400658898,-0.065729473,0.011115391,181.1367842,0.104131139
080.0 070.0,30,btl_phosphate,PO4,0.337377505,-0.157791824,0.005635665,359.9998115,0.147597458
080.0 070.0,50,btl_phosphate,PO4,0.718776127,0.11882511,0.019227068,165.8435699,0.310256195
080.0 070.0,75,btl_phosphate,PO4,1.092416627,0.173284346,0.017409496,169.4814549,0.414515429
080.0 070.0,100,btl_phosphate,PO4,1.473341064,0.131226164,0.017906439,177.5037387,0.343802248
080.0 070.0,125,btl_phosphate,PO4,1.765167021,0.081471837,0.01675909,179.4853874,0.243262717
080.0 070.0,150,btl_phosphate,PO4,1.93801302,0.058490727,0.013967575,197.0264431,0.178666008
080.0 070.0,200,btl_phosphate,PO4,2.114054472,0.175814956,0.002082861,129,0.145936066
080.0 070.0,250,btl_phosphate,PO4,2.340357307,0.057889101,0.010159229,222.6622142,0.156847758
080.0 070.0,300,btl_phosphate,PO4,2.561140911,0.052040738,0.014308845,206.0914406,0.123031632
080.0 070.0,400,btl_phosphate,PO4,2.914057527,0.033831413,0.017607091,146.4267009,0.076836154
080.0 070.0,500,btl_phosphate,PO4,3.131891139,0.028015928,0.017943278,131.7197052,0.061001236
080.0 080.0,0,btl_phosphate,PO4,0.364008201,-0.026500836,0.010966867,132.0325204,0.060572373
080.0 080.0,10,btl_phosphate,PO4,0.39050858,-0.054626161,0.00579281,40.5,0.063836558
080.0 080.0,20,btl_phosphate,PO4,0.367388034,-0.036297733,0.012986738,139.9515052,0.073145433
080.0 080.0,30,btl_phosphate,PO4,0.395314458,-0.043267511,0.010426701,82.98841227,0.093648516
080.0 080.0,50,btl_phosphate,PO4,0.565216877,0.101624097,0.011460906,242.1003051,0.259478079
080.0 080.0,75,btl_phosphate,PO4,0.844464131,0.197421863,0.015257789,222.8587171,0.420450393
080.0 080.0,100,btl_phosphate,PO4,1.197126049,0.227205273,0.014771748,234.8507523,0.448592552
080.0 080.0,125,btl_phosphate,PO4,1.505941382,0.181867428,0.016064931,221.42427,0.381503596
080.0 080.0,150,btl_phosphate,PO4,1.739655122,0.124846233,0.017476846,215.3674387,0.270060367
080.0 080.0,200,btl_phosphate,PO4,2.039365399,0.064448722,0.019501862,213.5408255,0.17396707
080.0 080.0,250,btl_phosphate,PO4,2.24963967,0.04539889,0.017815705,214.6556748,0.175348617
080.0 080.0,300,btl_phosphate,PO4,2.531459548,0.10590701,0.008862129,316.2545708,0.158485193
080.0 080.0,400,btl_phosphate,PO4,2.921407822,0.078310178,0.006096091,359.9680751,0.094646317
080.0 080.0,500,btl_phosphate,PO4,3.123530746,0.033460967,0.004332741,359.9993631,0.061849389
080.0 090.0,0,btl_phosphate,PO4,0.344159187,-0.020085488,0.021142613,168.695043,0.05110422
080.0 090.0,10,btl_phosphate,PO4,0.344118501,-0.02148097,0.01963988,159.7362162,0.054308211
080.0 090.0,20,btl_phosphate,PO4,0.343644769,-0.020451506,0.018947338,155.8200389,0.053540604
080.0 090.0,30,btl_phosphate,PO4,0.344574787,-0.014838748,0.018891449,155.1603267,0.056101465
080.0 090.0,50,btl_phosphate,PO4,0.375338311,-0.019935921,0.021641991,128.3443453,0.103851804
080.0 090.0,75,btl_phosphate,PO4,0.542028782,-0.098228994,0.025625162,151.07432120000001,0.272068176
080.0 090.0,100,btl_phosphate,PO4,0.991979775,-0.237037346,0.009586958,0.00115,0.428391864
080.0 090.0,125,btl_phosphate,PO4,1.382733625,-0.2931527,0.00931461,1.64e-5,0.417803467
080.0 090.0,150,btl_phosphate,PO4,1.667748075,-0.215275503,0.009241251,5.71e-4,0.346283827
080.0 090.0,200,btl_phosphate,PO4,1.983901421,-0.058038046,0.008791658,10.79815919,0.183596062
080.0 090.0,250,btl_phosphate,PO4,2.165081587,-0.055503734,0.019079704,122.6921577,0.15573237
080.0 090.0,300,btl_phosphate,PO4,2.376279194,-0.055797499,0.022080373,137.4389548,0.139848278
080.0 090.0,400,btl_phosphate,PO4,2.801745133,-0.047647774,0.027207323,150.5189365,0.086364628
080.0 090.0,500,btl_phosphate,PO4,3.074944628,-0.028440133,0.0297,163.9645208,0.056593894
080.0 100.0,0,btl_phosphate,PO4,0.337347858,-0.017454973,0.0213,182.2512178,0.05318341
080.0 100.0,10,btl_phosphate,PO4,0.332998036,-0.015166444,0.0212,179.854272,0.053576326
080.0 100.0,20,btl_phosphate,PO4,0.331477239,-0.017902022,0.0191,181.58236,0.055457095
080.0 100.0,30,btl_phosphate,PO4,0.331392066,-0.018466377,0.0211,181.9459918,0.056276619
080.0 100.0,50,btl_phosphate,PO4,0.338968848,-0.025858626,0.0223,166.1531865,0.064030251
080.0 100.0,75,btl_phosphate,PO4,0.421673937,-0.031744221,0.0218,137.5940719,0.155560893
080.0 100.0,100,btl_phosphate,PO4,0.651947648,-0.095269043,0.018233618,136.5670263,0.296084773
080.0 100.0,125,btl_phosphate,PO4,1.011176589,-0.123341056,0.019173209,163.2531729,0.368114761
