"query_name","query_type","ok","error","sql"
"ExportQuery_BottleAll","SELECT",TRUE,"","SELECT Bottle_All.Cst_Cnt, Bottle_All.Btl_Cnt, Bottle_All.Sta_ID, Bottle_All.Depth_ID, Bottle_All.Depthm, Bottle_All.T_degC, Bottle_All.Salnty, Bottle_All.O2ml_L, Bottle_All.STheta, Bottle_All.O2Sat, Bottle_All.[Oxy_µmol/Kg], Bottle_All.BtlNum, Bottle_All.RecInd, Bottle_All.T_prec, Bottle_All.T_qual, Bottle_All.S_prec, Bottle_All.S_qual, Bottle_All.P_qual, Bottle_All.O_qual, Bottle_All.SThtaq, Bottle_All.O2Satq, Bottle_All.ChlorA, Bottle_All.Chlqua, Bottle_All.Phaeop, Bottle_All.Phaqua, Bottle_All.PO4ug, Bottle_All.PO4q, Bottle_All.SiO3ug, Bottle_All.SiO3qu, Bottle_All.NO2ug, Bottle_All.NO2q, Bottle_All.NO3ug, Bottle_All.NO3q, Bottle_All.NH3ug, Bottle_All.NH3q, Bottle_All.C14As1, Bottle_All.C14A1p, Bottle_All.C14A1q, Bottle_All.C14As2, Bottle_All.C14A2p, Bottle_All.C14A2q, Bottle_All.DarkAs, Bottle_All.DarkAp, Bottle_All.DarkAq, Bottle_All.MeanAs, Bottle_All.MeanAp, Bottle_All.MeanAq, Bottle_All.IncTim, Bottle_All.LightP, Bottle_All.R_Depth, Bottle_All.R_TEMP, Bottle_All.R_POTEMP, Bottle_All.R_SALINITY, Bottle_All.R_SIGMA, Bottle_All.R_SVA, Bottle_All.R_DYNHT, Bottle_All.R_O2, Bottle_All.R_O2Sat, Bottle_All.R_SIO3, Bottle_All.R_PO4, Bottle_All.R_NO3, Bottle_All.R_NO2, Bottle_All.R_NH4, Bottle_All.R_CHLA, Bottle_All.R_PHAEO, Bottle_All.R_PRES, Bottle_All.R_SAMP, Bottle_All.[R_Oxy_µmol/Kg], Bottle_All.DIC1, Bottle_All.DIC2, Bottle_All.TA1, Bottle_All.TA2, Bottle_All.[DIC Quality Comment]
FROM Bottle_All
ORDER BY Bottle_All.Btl_Cnt;"
"ExportQuery_Cast_All","SELECT",TRUE,"","SELECT Cast_All.Cst_Cnt AS Expr1, Cast_All.Cruise_ID AS Expr2, Cast_All.Cruz_Sta AS Expr3, Cast_All.DbSta_ID AS Expr4, Cast_All.Cast_ID AS Expr5, Cast_All.Sta_ID AS Expr6, Cast_All.Quarter AS Expr7, Cast_All.Sta_Code AS Expr8, Cast_All.Distance AS Expr9, Format([Cast].[Date],""mm/dd/yyyy"") AS Date, Cast_All.Year AS Expr10, Cast_All.Month AS Expr11, Cast_All.Julian_Date AS Expr12, Cast_All.Julian_Day AS Expr13, Cast_All.Time AS Expr14, Cast_All.Lat_Dec AS Expr15, Cast_All.Lat_Deg AS Expr16, Cast_All.Lat_Min AS Expr17, Cast_All.Lat_Hem AS Expr18, Cast_All.Lon_Dec AS Expr19, Cast_All.Lon_Deg AS Expr20, Cast_All.Lon_Min AS Expr21, Cast_All.Lon_Hem AS Expr22, Cast_All.Rpt_Line AS Expr23, Cast_All.St_Line AS Expr24, Cast_All.Ac_Line AS Expr25, Cast_All.Rpt_Sta AS Expr26, Cast_All.St_Station AS Expr27, Cast_All.Ac_Sta AS Expr28, Cast_All.Bottom_D AS Expr29, Cast_All.Ship_Name AS Expr30, Cast_All.Ship_Code AS Expr31, Cast_All.Data_Type AS Expr32, Cast_All.Order_Occ AS Expr33, Cast_All.Event_Num AS Expr34, Cast_All.Cruz_Leg AS Expr35, Cast_All.Orig_Sta_ID AS Expr36, Cast_All.Data_Or AS Expr37, Cast_All.Cruz_Num AS Expr38, Cast_All.IntChl AS Expr39, Cast_All.IntC14 AS Expr2, Cast_All.Inc_Str AS Expr40, Cast_All.Inc_End AS Expr41, Cast_All.PST_LAN AS Expr42, Cast_All.Civil_T AS Expr43, Cast_All.TimeZone AS Expr44, Cast_All.Wave_Dir AS Expr45, Cast_All.Wave_Ht AS Expr46, Cast_All.Wave_Prd AS Expr47, Cast_All.Wind_Dir AS Expr48, Cast_All.Wind_Spd AS Expr49, Cast_All.Barometer AS Expr50, Cast_All.Dry_T AS Expr51, Cast_All.Wet_T AS Expr52, Cast_All.Wea AS Expr53, Cast_All.Cloud_Typ AS Expr54, Cast_All.Cloud_Amt AS Expr55, Cast_All.Visibility AS Expr56, Cast_All.Secchi AS Expr3, Cast_All.ForelU AS Expr4
FROM Cast_All
ORDER BY Cast_All.Cst_Cnt;"
"ExportQuery_Zoop","SELECT",TRUE,"","SELECT Zooplankton.ID, Zooplankton.Cruise, Zooplankton.CruiseAlias, Zooplankton.Sta_ID, Zooplankton.Cruz_Sta, Zooplankton.Ship_Code, Zooplankton.Order_Occ, Zooplankton.Cruz_Code, Zooplankton.St_Line, Zooplankton.St_Station, Zooplankton.Lat_Deg, Zooplankton.Lat_Min, Zooplankton.Lat_Hem, Zooplankton.Lon_Deg, Zooplankton.Lon_Min, Zooplankton.Lon_Hem, Zooplankton.Tow_Type, Zooplankton.Net_Loc, Format([Zooplankton].[End_Time],""Short Time"") AS End_Time, Format([Zooplankton].[Tow_Date],""mm/dd/yyyy"") AS Tow_Date, Format([Zooplankton].[Tow_Time],""Short Time"") AS Tow_Time, Zooplankton.Vol_StrM3, Zooplankton.Tow_DpthM, Zooplankton.Ttl_PVolC3, Zooplankton.Sml_PVolC3, Zooplankton.HaulFact, Zooplankton.Ttl_Eggs_Raw, Zooplankton.Ttl_Larvae_Raw, Zooplankton.Ttl_Eggs_Stnd, Zooplankton.Ttl_Larvae_Stnd, Zooplankton.Sardine_Eggs_Raw, Zooplankton.Sardine_Eggs_Stnd, Zooplankton.Anchovy_Eggs_Raw, Zooplankton.Anchovy_Eggs_Stnd, Zooplankton.Sardine_Larvae_Raw, Zooplankton.Sardine_Larvae_Stnd, Zooplankton.Anchovy_Larvae_Raw, Zooplankton.Anchovy_Larvae_Stnd
FROM Zooplankton
WHERE (((Zooplankton.Cruise)<201804))
ORDER BY Zooplankton.ID;"
"Find duplicates for 1504NH Volumesdb","SELECT",TRUE,"","SELECT [1504NH Volumesdb].[ID], [1504NH Volumesdb].[Cruise], [1504NH Volumesdb].[Sta_ID]
FROM [1504NH Volumesdb]
WHERE ((([1504NH Volumesdb].[ID]) In (SELECT [ID] FROM [1504NH Volumesdb] As Tmp GROUP BY [ID] HAVING Count(*)>1 )))
ORDER BY [1504NH Volumesdb].[ID];"
"Find duplicates for 1604_btldb","SELECT",TRUE,"","SELECT First([1604_btldb].[Btl_Cnt]) AS [Btl_Cnt Field], First([1604_btldb].[Depth_ID]) AS [Depth_ID Field], Count([1604_btldb].[Btl_Cnt]) AS NumberOfDups
FROM 1604_btldb
GROUP BY [1604_btldb].[Btl_Cnt], [1604_btldb].[Depth_ID]
HAVING (((Count([1604_btldb].[Btl_Cnt]))>1) AND ((Count([1604_btldb].[Depth_ID]))>1));"
"Find duplicates for Bottle_All","SELECT",TRUE,"","SELECT First(Bottle_All.[Btl_Cnt]) AS [Btl_Cnt Field], Count(Bottle_All.[Btl_Cnt]) AS NumberOfDups
FROM Bottle_All
GROUP BY Bottle_All.[Btl_Cnt]
HAVING (((Count(Bottle_All.[Btl_Cnt]))>1));"
"Find duplicates for Cast","SELECT",TRUE,"","SELECT Cast.[Date], Cast.[Sta_ID], Cast.[Cruise]
FROM Cast
WHERE (((Cast.[Date]) In (SELECT [Date] FROM [Cast] As Tmp GROUP BY [Date],[Sta_ID] HAVING Count(*)>1  And [Sta_ID] = [Cast].[Sta_ID])))
ORDER BY Cast.[Date], Cast.[Sta_ID];"
"Isopycnal Properties - 1 Station","SELECT",TRUE,"","SELECT Bottle_Sigm.Sta_ID, Cast.Year, Avg(Year(Cast!Date)+Month(Cast!Date)/12+Day(Cast!Date)/365) AS YearValue, Cast.Cruise, Avg(Cast.Date) AS Date, Avg(Cast!Month+Day(Cast!Date)/31.5-1) AS Month, Count(Bottle_Sigm.Depth) AS StCount, Avg(Bottle_Sigm.STheta) AS STheta, Avg(Bottle_Sigm.Depth) AS Depth, Avg(Bottle_Sigm.Temp) AS Temp, Avg(Bottle_Sigm.Sal) AS Sal, Avg(Bottle_Sigm.PO4) AS PO4, Avg(Bottle_Sigm.SiO4) AS SiO4, Avg(Bottle_Sigm.NO3) AS NO3, Avg(Bottle_Sigm.NO2) AS NO2, Avg(Bottle_Sigm.O2) AS O2, Avg(Bottle_Sigm.O2Sat) AS O2Sat, ([NO3]/[PO4]) AS [N-P_Ratio], ((([NO3]-16*[PO4]+2.9))) AS [N-Star]
FROM Cruises INNER JOIN (St_Stations INNER JOIN (Cast INNER JOIN Bottle_Sigm ON Cast.Cast_ID = Bottle_Sigm.Cast_ID) ON St_Stations.Sta_ID = Cast.Sta_ID) ON Cruises.Cruise = Cast.Cruise
WHERE (((Bottle_Sigm.STheta) Between 26 And 26.4) AND ((Cruises.[Code-ST])=""ST""))
GROUP BY Bottle_Sigm.Sta_ID, Cast.Year, Cast.Cruise
HAVING (((Bottle_Sigm.Sta_ID)=""093.3 030.0"") AND ((Cast.Year)>1983))
ORDER BY Bottle_Sigm.Sta_ID, Cast.Cruise, Avg(Bottle_Sigm.STheta);"
"Isopycnal Properties - 2 Cruises","SELECT",TRUE,"","SELECT [Isopycnal Properties - 1 Station].Year, Avg([Isopycnal Properties - 1 Station].YearValue) AS AvgOfYearValue, [Isopycnal Properties - 1 Station].Cruise, Avg([Isopycnal Properties - 1 Station].Date) AS Date, Avg([Isopycnal Properties - 1 Station].Month) AS Month, Sum([Isopycnal Properties - 1 Station].StCount) AS NoStations, Avg([Isopycnal Properties - 1 Station].STheta) AS STheta, Avg([Isopycnal Properties - 1 Station].Depth) AS Depth, Avg([Isopycnal Properties - 1 Station].Temp) AS Temp, Avg([Isopycnal Properties - 1 Station].Sal) AS Sal, Avg([Isopycnal Properties - 1 Station].PO4) AS PO4, Avg([Isopycnal Properties - 1 Station].SiO4) AS SiO4, Avg([Isopycnal Properties - 1 Station].NO2) AS NO2, Avg([Isopycnal Properties - 1 Station].NO3) AS NO3, Avg([Isopycnal Properties - 1 Station].O2) AS O2, Avg([Isopycnal Properties - 1 Station].O2Sat) AS O2Sat, Avg([Isopycnal Properties - 1 Station].[N-P_Ratio]) AS [N-P_Ratio], Avg([Isopycnal Properties - 1 Station].[N-Star]) AS [N-Star]
FROM [Isopycnal Properties - 1 Station]
GROUP BY [Isopycnal Properties - 1 Station].Year, [Isopycnal Properties - 1 Station].Cruise;"
"Isopycnal Properties - 3 Annual","SELECT",TRUE,"","SELECT [Isopycnal Properties - 2 Cruises].Year, Avg([Isopycnal Properties - 2 Cruises].Date) AS AvgDate, Avg([Isopycnal Properties - 2 Cruises].Month) AS AvgMonth, Count([Isopycnal Properties - 2 Cruises].NoStations) AS CruiseCount, Avg([Isopycnal Properties - 2 Cruises].STheta) AS STheta, Avg([Isopycnal Properties - 2 Cruises].Depth) AS Depth, Avg([Isopycnal Properties - 2 Cruises].Temp) AS Temp, Avg([Isopycnal Properties - 2 Cruises].Sal) AS Sal, Avg([Isopycnal Properties - 2 Cruises].PO4) AS PO4, Avg([Isopycnal Properties - 2 Cruises].SiO4) AS SiO4, Avg([Isopycnal Properties - 2 Cruises].NO2) AS NO2, Avg([Isopycnal Properties - 2 Cruises].NO3) AS NO3, Avg([Isopycnal Properties - 2 Cruises].O2) AS O2, Avg([Isopycnal Properties - 2 Cruises].O2Sat) AS O2Sat
FROM [Isopycnal Properties - 2 Cruises]
GROUP BY [Isopycnal Properties - 2 Cruises].Year;"
"Line Station Coverage","CROSS_TAB",TRUE,"","TRANSFORM Count(Bottle.Depthm) AS NoDepths
SELECT Cast.Year, Cast.Cruise
FROM (St_Stations RIGHT JOIN Cast ON St_Stations.Sta_ID = Cast.Sta_ID) INNER JOIN (StDepths INNER JOIN Bottle ON StDepths.StDepth = Bottle.Depthm) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.St_Line)=93.3) AND ((Cast.St_Station)<60))
GROUP BY Cast.Year, Cast.Cruise
PIVOT Cast.St_Station;"
"MK_Tbl_DICs_SalCompare","MAKE_TABLE",TRUE,"","SELECT Abs([bottle.Salnty]-[DICs.Salinity1]) AS SalComp, DICs.Depth_ID, DICs.Btl_Cnt, Bottle.Salnty, DICs.Salinity1, DICs.Bottle_ID1, DICs.Cruise, DICs.Comments INTO DIC_ABS_salCompare
FROM Bottle INNER JOIN DICs ON Bottle.Btl_Cnt = DICs.Btl_Cnt;"
"ML Data 1 Stations","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Cast.Sta_ID, Avg(Cast.Date) AS Date, Avg(Cast!Month+Day(Cast!Date)/31.5-1) AS Month, Count(Cast.Date) AS SampleCount, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS Density, Avg(Chl.ChlorA) AS Chl, Avg(Cast.IntChl) AS IntChl, Avg(Cast.IntC14) AS IntC14, Avg(Nuts.PO4uM) AS PO4, Avg(Nuts.SiO3uM) AS SiO4, Avg(Nuts.NO2uM) AS NO2, Avg(Nuts.NO3uM) AS NO3, Avg(MLD_Sigma.MLD_Sigma) AS MLD_Sigma, Avg(NutClineDepth.NCDepth) AS NCDepth, Avg(Bottle.O2Sat) AS O2Sat, Cast.Sta_Code, Avg(Bottle.O2ml_L) AS O2
FROM Cruises INNER JOIN ((St_Stations INNER JOIN ((Cast LEFT JOIN MLD_Sigma ON Cast.Cast_ID = MLD_Sigma.Cast_ID) LEFT JOIN NutClineDepth ON Cast.Cast_ID = NutClineDepth.Cast_ID) ON St_Stations.Sta_ID = Cast.Sta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st"") And ((Bottle.Depthm)<MLD_Sigma!MLD_Sigma) And ((Bottle.RecInd)=3 Or (Bottle.RecInd)=5))
GROUP BY Cast.Year, Cast.Cruise, Cast.Sta_ID, Cast.Sta_Code
HAVING (((Cast.Cruise)>201611) AND ((Cast.Sta_Code)=""st""))
ORDER BY Cast.Cruise;"
"ML Data 1 Stations_Jen","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Cast.Sta_ID, St_Stations.St_Line, St_Stations.[Code-SCB] AS Code_SCB, St_Stations.[Code-Nearshore] AS Code_Nearshore, St_Stations.Code_Region, St_Stations.St_Station AS St_Sta, St_Stations.Distance, St_Stations.DLat_Dec, St_Stations.DLon_Dec, Avg(Cast.Date) AS Date, Cast.Quarter, Year([Date])+Month([Date])/12 AS YearValue, Avg([Cast]![Month]+Day([Cast]![Date])/31.5-1) AS MonthValue, Count(Cast.Date) AS SampleCount, (4-5) AS Depth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS Density, Avg(Bottle.O2ml_L) AS O2, Avg(Bottle.O2Sat) AS O2Sat, Avg(Chl.ChlorA) AS Chla, Avg(Nuts.NO3uM) AS NO3, Avg(Nuts.NO2uM) AS NO2, Avg(Nuts.PO4uM) AS PO4, Avg(Nuts.SiO3uM) AS SiO3, Avg(Cast.IntChl) AS IntChl, Avg(Cast.IntC14) AS IntC14, Avg(MLD_Sigma.MLD_Sigma) AS MLD_Sigma, Avg(NutClineDepth.NCDepth) AS NCDepth, Cast.Sta_Code
FROM Cruises INNER JOIN ((St_Stations INNER JOIN ((Cast LEFT JOIN MLD_Sigma ON Cast.Cast_ID = MLD_Sigma.Cast_ID) LEFT JOIN NutClineDepth ON Cast.Cast_ID = NutClineDepth.Cast_ID) ON St_Stations.Sta_ID = Cast.Sta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st"") AND ((Bottle.Depthm)<[MLD_Sigma]![MLD_Sigma]) AND ((Bottle.RecInd)=3 Or (Bottle.RecInd)=5))
GROUP BY Cast.Year, Cast.Cruise, Cast.Sta_ID, St_Stations.St_Line, St_Stations.[Code-SCB], St_Stations.[Code-Nearshore], St_Stations.Code_Region, St_Stations.St_Station, St_Stations.Distance, St_Stations.DLat_Dec, St_Stations.DLon_Dec, Cast.Quarter, Cast.Sta_Code
HAVING (((Cast.Cruise)=201511) AND ((Cast.Sta_Code)=""st""))
ORDER BY Cast.Cruise;"
"ML Data 2 Cruises","SELECT",TRUE,"","SELECT [ML Data 1 Stations].Year, [ML Data 1 Stations].Cruise, Avg([ML Data 1 Stations].Date) AS Date, Avg([ML Data 1 Stations].Month) AS Month, Count([ML Data 1 Stations].SampleCount) AS StationCount, Avg([ML Data 1 Stations].Temp) AS Temp, Avg([ML Data 1 Stations].Sal) AS Sal, Avg([ML Data 1 Stations].Density) AS Density, Avg([ML Data 1 Stations].Chl) AS Chl, Avg([ML Data 1 Stations].IntChl) AS IntChl, Avg([ML Data 1 Stations].IntC14) AS IntC14, Avg([ML Data 1 Stations].PO4) AS PO4, Avg([ML Data 1 Stations].SiO4) AS SiO4, Avg([ML Data 1 Stations].NO2) AS NO2, Avg([ML Data 1 Stations].NO3) AS NO3, Avg([ML Data 1 Stations].MLD_Sigma) AS MLD, Avg([ML Data 1 Stations].NCDepth) AS NCDepth, Avg([ML Data 1 Stations].O2) AS O2, Avg([ML Data 1 Stations].O2Sat) AS O2_Sat
FROM [ML Data 1 Stations]
GROUP BY [ML Data 1 Stations].Year, [ML Data 1 Stations].Cruise;"
"ML Data 3 Annual","SELECT",TRUE,"","SELECT [ML Data 2 Cruises].Year, Avg([ML Data 2 Cruises].Date) AS Date, Avg([ML Data 2 Cruises].Month) AS Month, Count([ML Data 2 Cruises].StationCount) AS CruiseCount, Avg([ML Data 2 Cruises].Temp) AS Temp, Avg([ML Data 2 Cruises].Sal) AS Sal, Avg([ML Data 2 Cruises].Density) AS Density, Avg([ML Data 2 Cruises].Chl) AS Chl, Avg([ML Data 2 Cruises].IntChl) AS IntChl, Avg([ML Data 2 Cruises].IntC14) AS IntC14, Avg([ML Data 2 Cruises].PO4) AS PO4, Avg([ML Data 2 Cruises].SiO4) AS SiO4, Avg([ML Data 2 Cruises].NO2) AS NO2, Avg([ML Data 2 Cruises].NO3) AS NO3, Avg([ML Data 2 Cruises].MLD) AS MLD, Avg([ML Data 2 Cruises].NCDepth) AS NCDepth, Avg([ML Data 2 Cruises].O2) AS O2, Avg([ML Data 2 Cruises].O2_Sat) AS O2_Sat
FROM [ML Data 2 Cruises]
GROUP BY [ML Data 2 Cruises].Year;"
"MLD_NutriclineDepth Make Table","MAKE_TABLE",TRUE,"","SELECT Cast.Cast_ID, NutClineDepth.NCDepth AS Expr1 INTO [MLD_Nutricline new]
FROM Cast INNER JOIN NutClineDepth ON Cast.Cast_ID = NutClineDepth.Cast_ID
GROUP BY Cast.Cast_ID, NutClineDepth.NCDepth;"
"MT-Bottle_113Sta","MAKE_TABLE",TRUE,"","SELECT Cast_All.DbSta_ID, Bottle_All.* INTO Bottle_113sta
FROM Cast_All INNER JOIN Bottle_All ON Cast_All.Cst_Cnt=Bottle_All.Cst_Cnt
WHERE (((Cast_All.St_Line)<94 And (Cast_All.St_Line)>59.5) AND ((Cast_All.St_Station)<130));"
"MT-Cast_113Sta","MAKE_TABLE",TRUE,"","SELECT Cast_All.* INTO Cast_113Sta
FROM Cast_All
WHERE (((Cast_All.St_Line)<94 And (Cast_All.St_Line)>59.5) AND ((Cast_All.St_Station)<130));"
"Make Bottle_All","MAKE_TABLE",TRUE,"","SELECT Bottle.*, Bottle_Q.*, Chl.*, Nuts.*, Prodo_Bottle.*, Rpt_Data.R_PRES, Rpt_Data.R_POTEMP, Rpt_Data.R_SVA, Rpt_Data.R_DYNHT, Rpt_Data.R_NH4, Rpt_Data.[R_Oxy_µmol/Kg], DICs.DIC1, DICs.DIC2, DICs.TA1, DICs.TA2, DICs.pH1, DICs.pH2, DICs.Btl_Cnt, DICs.[DIC Quality Comment] INTO Bottle_All_2105
FROM Cast INNER JOIN ((((((Bottle LEFT JOIN DICs ON Bottle.Btl_Cnt = DICs.Btl_Cnt) INNER JOIN Bottle_Q ON Bottle.Btl_Cnt = Bottle_Q.Btl_Cnt) INNER JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) INNER JOIN Prodo_Bottle ON Bottle.Btl_Cnt = Prodo_Bottle.Btl_Cnt) INNER JOIN Rpt_Data ON Bottle.Btl_Cnt = Rpt_Data.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.Cruise)<=202105));"
"Make Cast_All","MAKE_TABLE",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise_ID, Cast.Cruise, Cast.Cruz_Sta, Cast.DbSta_ID, Cast.Cast_ID, Cast.Sta_ID, Cast.Quarter, Cast.Sta_Code, Cast.Distance, Format([Cast].[Date],""mm/dd/yyyy"") AS Date, Cast.Year, Cast.Month, Cast.Julian_Date, Cast.Julian_Day, Format([Cast].[Time],""hh:nn:ss"") AS Time, Cast.Lat_Dec, Cast.Lat_Deg, Cast.Lat_Min, Cast.Lat_Hem, Cast.Lon_Dec, Cast.Lon_Deg, Cast.Lon_Min, Cast.Lon_Hem, Cast.Rpt_Line, Cast.St_Line, Cast.Ac_Line, Cast.Rpt_Sta, Cast.St_Station, Cast.Ac_Sta, Cast.Bottom_D, Cast.Secchi, Cast.ForelU, Cast.Ship_Name, Cast.Ship_Code, Cast.Data_Type, Cast.Order_Occ, Cast.Event_Num, Cast.Cruz_Leg, Cast.Orig_Sta_ID, Cast.Data_Or, Cast.Cruz_Num, Cast.IntChl, Cast.IntC14, Prodo_Cast.*, Weather.* INTO Cast_2105
FROM (Cast INNER JOIN Prodo_Cast ON Cast.Cst_Cnt = Prodo_Cast.Cst_Cnt) INNER JOIN Weather ON Cast.Cst_Cnt = Weather.Cst_Cnt
WHERE (((Cast.Cruise)<=202105));"
"Make_LTER_Bottle_All","MAKE_TABLE",TRUE,"","SELECT Bottle.*, Bottle_Q.*, Chl.*, Nuts.*, Prodo_Bottle.*, Rpt_Data.R_PRES, Rpt_Data.R_POTEMP, Rpt_Data.R_SVA, Rpt_Data.R_DYNHT, Rpt_Data.R_NH4, Rpt_Data.[R_Oxy_µmol/Kg], DICs.DIC1, DICs.DIC2, DICs.TA1, DICs.TA2, DICs.pH1, DICs.pH2, DICs.Btl_Cnt, DICs.[DIC Quality Comment] INTO Bottle_All_LTER_all
FROM Cast INNER JOIN ((((((Bottle LEFT JOIN DICs ON Bottle.Btl_Cnt = DICs.Btl_Cnt) INNER JOIN Bottle_Q ON Bottle.Btl_Cnt = Bottle_Q.Btl_Cnt) INNER JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) INNER JOIN Prodo_Bottle ON Bottle.Btl_Cnt = Prodo_Bottle.Btl_Cnt) INNER JOIN Rpt_Data ON Bottle.Btl_Cnt = Rpt_Data.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.Cruise)<=202201));"
"Mati_Hydro_Query","MAKE_TABLE",TRUE,"","SELECT Cast.Cruise, Bottle.Sta_ID, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.O2ml_L, Chl.ChlorA, Chl.Phaeop, Nuts.PO4uM, Nuts.SiO3uM, Nuts.NO2uM, Nuts.NO3uM, Nuts.NH3uM, Bottle.Cst_Cnt, Bottle.Btl_Cnt, Bottle.STheta, Bottle.O2Sat, Bottle.[Oxy_µmol/Kg] INTO [Mati_Hydro_1902-2107_finalthru2001]
FROM Cast INNER JOIN ((Bottle INNER JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.Cruise) Between 202204 And 202208) AND ((Bottle.RecInd)=3));"
"Mati_Meta_Query","MAKE_TABLE",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise_ID, Cast.Cruise, Cast.CruiseAlias, Cast.Cruz_Sta, Cast.DbSta_ID, Cast.Cast_ID, Cast.Sta_ID, Cast.Quarter, Cast.Sta_Code, Cast.Distance, Format([Cast].[Date],""mm/dd/yyyy"") AS Date, Cast.Year, Cast.Month, Cast.Julian_Date, Cast.Julian_Day, Format([Cast].[Time],""hh:nn:ss"") AS Time, Cast.Lat_Dec, Cast.Lat_Deg, Cast.Lat_Min, Cast.Lat_Hem, Cast.Lon_Dec, Cast.Lon_Deg, Cast.Lon_Min, Cast.Lon_Hem, Cast.Rpt_Line, Cast.St_Line, Cast.Ac_Line, Cast.Rpt_Sta, Cast.St_Station, Cast.Ac_Sta, Cast.Bottom_D, Cast.Secchi, Cast.ForelU, Cast.Ship_Name, Cast.Ship_Code, Cast.Data_Type, Cast.Order_Occ, Cast.Event_Num, Cast.Cruz_Leg, Cast.Orig_Sta_ID, Cast.Data_Or, Cast.Cruz_Num, Cast.IntChl, Cast.IntC14 INTO [Mati_Meta_201902-202101]
FROM Cast
WHERE (((Cast.Cruise) Between 202204 And 202208));"
"NH4","MAKE_TABLE",TRUE,"","SELECT Cast.Cruise, Cast.Sta_ID, Bottle.Cst_Cnt, Bottle.Btl_Cnt, Bottle.Depthm, Cast.Order_Occ, NH4_Data.[NH4_uM/l] AS Expr1 INTO NH4_DB
FROM NH4_Data, Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((NH4_Data.Cruise)=[cast].[cruise]) AND ((NH4_Data.Order_Occ)=[Cast].[order_occ]) AND (([NH4_Data].[Btlnum])=[bottle].[btlnum]));"
"Nearshore Station Coverage","CROSS_TAB",TRUE,"","TRANSFORM Avg(Cast.Month) AS AvgOfMonth
SELECT Cast.Year
FROM Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID
WHERE (((Cast.St_Line)=83.3 Or (Cast.St_Line)=86.7 Or (Cast.St_Line)=90 Or (Cast.St_Line)=93.3) AND ((Cast.Distance)>-33))
GROUP BY Cast.Year
PIVOT Cast.St_Line;"
"Prodo_NameProb","SELECT",TRUE,"","SELECT Cast.Cast_ID, Cast.Cruise, Cast.Sta_ID, Cast.Cst_Cnt, Prodo_Bottle.MeanAs, Prodo_Cast.IntC14, Cast.IntC14, Bottle.Depth_ID, Cast.Data_Type, Bottle.Btl_Cnt, Prodo_Cast.Civil_T, Cast.Cruise_ID
FROM (Prodo_Cast INNER JOIN Bottle ON Prodo_Cast.Cst_Cnt = Bottle.Cst_Cnt) INNER JOIN (Cast INNER JOIN Prodo_Bottle ON Cast.Cst_Cnt = Prodo_Bottle.Cst_Cnt) ON (Prodo_Cast.Cst_Cnt = Prodo_Bottle.Cst_Cnt) AND (Cast.Cst_Cnt = Prodo_Cast.Cst_Cnt) AND (Cast.Cst_Cnt = Bottle.Cst_Cnt) AND (Bottle.Btl_Cnt = Prodo_Bottle.Btl_Cnt)
WHERE (((Cast.Cst_Cnt)=23954));"
